accession	status	total_energy	backbone_hbond	sidechain_hbond	vdw_clashes	electrostatics	solvation_polar	solvation_hydrophobic	entropy_mainchain	entropy_sidechain	error
Q9BXM7	success	240.88									RepairPDB_failed_using_unrepaired
Q9BXM9	success	230.67									RepairPDB_failed_using_unrepaired
Q9BXN1	success	213.84									RepairPDB_failed_using_unrepaired
Q9BXN2	success	105.82									
Q9BXN6	success	74.86									
Q9BXP2	success	139.86									RepairPDB_failed_using_unrepaired
Q9BXP5	success	905.18									RepairPDB_failed_using_unrepaired
Q9BXP8	success	1381.63									RepairPDB_failed_using_unrepaired
Q9BXQ6	success	417.61									
Q9BXR0	success	-61.76									
Q9BXR3	success	391.55									RepairPDB_failed_using_unrepaired
Q9BXR5	success	312.02									RepairPDB_failed_using_unrepaired
Q9BXR6	success	177.86									RepairPDB_failed_using_unrepaired
Q9BXS0	success	536.44									
Q9BXS1	success	-58.88									
Q9BXS4	success	244.24									
Q9BXS5	success	78.2									RepairPDB_failed_using_unrepaired
Q9BXS6	success	577.29									RepairPDB_failed_using_unrepaired
Q9BXS9	success	248.6									RepairPDB_failed_using_unrepaired
Q9BXT2	success	-1.73									
Q9BXT4	success	851.62									RepairPDB_failed_using_unrepaired
Q9BXT5	success	3449.76									RepairPDB_failed_using_unrepaired
Q9BXT6	success	597.31									RepairPDB_failed_using_unrepaired
Q9BXT8	success	1204.19									RepairPDB_failed_using_unrepaired
Q9BXU0	success	46.01									
Q9BXU1	success	408.49									RepairPDB_failed_using_unrepaired
Q9BXU2	success	233.51									
Q9BXU3	success	431.67									RepairPDB_failed_using_unrepaired
Q9BXU7	success	954.27									RepairPDB_failed_using_unrepaired
Q9BXU8	success	-50.39									
Q9BXU9	success	176.84									
Q9BXV9	success	56.06									
Q9BXW3	success	8.22									
Q9BXW4	success	-8.24									
Q9BXW6	success	377.08									RepairPDB_failed_using_unrepaired
Q9BXW7	success	21.65									
Q9BXW9	success	532.34									RepairPDB_failed_using_unrepaired
Q9BXX0	success	1025.68									RepairPDB_failed_using_unrepaired
Q9BXX2	success	1695.58									RepairPDB_failed_using_unrepaired
Q9BXX3	success	1531.87									RepairPDB_failed_using_unrepaired
Q9BXY0	success	176.56									
Q9BXY4	success	134.58									
Q9BXY5	success	449.94									RepairPDB_failed_using_unrepaired
Q9BXY8	success	94.79									
Q9BY07	success	737.01									RepairPDB_failed_using_unrepaired
Q9BY08	success	-37.21									
Q9BY10	success	4.18									
Q9BY11	success	278.72									RepairPDB_failed_using_unrepaired
Q9BY12	success	1226.96									RepairPDB_failed_using_unrepaired
Q9BY14	success	63.71									
Q9BY15	success	227.26									RepairPDB_failed_using_unrepaired
Q9BY19	success	124.33									
Q9BY21	success	-46.25									
Q9BY27	success	-30.27									
Q9BY31	success	1170.06									RepairPDB_failed_using_unrepaired
Q9BY32	success	-28.24									
Q9BY41	success	-79.28									
Q9BY42	success	229.53									
Q9BY43	success	49.72									
Q9BY44	success	238.46									RepairPDB_failed_using_unrepaired
Q9BY49	success	-28.07									
Q9BY50	success	16.92									
Q9BY60	success	-29.84									
Q9BY64	success	57.55									RepairPDB_failed_using_unrepaired
Q9BY66	success	885.35									RepairPDB_failed_using_unrepaired
Q9BY67	success	161.39									
Q9BY71	success	60.83									
Q9BY76	success	125.68									
Q9BY77	success	519.76									
Q9BY78	success	106.3									
Q9BY79	success	246.63									
Q9BY84	success	827.66									RepairPDB_failed_using_unrepaired
Q9BY89	success	4260.52									RepairPDB_failed_using_unrepaired
Q9BYB0	success	3265.03									RepairPDB_failed_using_unrepaired
Q9BYB4	success	-17.75									
Q9BYC2	success	167.08									RepairPDB_failed_using_unrepaired
Q9BYC5	success	126.26									RepairPDB_failed_using_unrepaired
Q9BYC8	success	95.75									
Q9BYC9	success	17.96									
Q9BYD1	success	2.68									
Q9BYD2	success	111.64									
Q9BYD3	success	77.87									
Q9BYD5	success	10.68									
Q9BYD6	success	176.5									RepairPDB_failed_using_unrepaired
Q9BYD9	success	-72.57									
Q9BYE0	success	109.62									
Q9BYE2	success	305.48									
Q9BYE3	success	119.78									
Q9BYE4	success	49.41									
Q9BYE7	success	183.89									
Q9BYE9	success	980.83									RepairPDB_failed_using_unrepaired
Q9BYF1	success	159.46									RepairPDB_failed_using_unrepaired
Q9BYG0	success	78.81									RepairPDB_failed_using_unrepaired
Q9BYG3	success	219.2									RepairPDB_failed_using_unrepaired
Q9BYG4	success	310.58									
Q9BYG5	success	227.1									
Q9BYG7	success	-3.78									
Q9BYG8	success	235.61									RepairPDB_failed_using_unrepaired
Q9BYH1	success	898.79									RepairPDB_failed_using_unrepaired
Q9BYH8	success	958.73									RepairPDB_failed_using_unrepaired
Q9BYI3	success	386.62									
Q9BYJ0	success	169.18									
Q9BYJ1	success	76.02									RepairPDB_failed_using_unrepaired
Q9BYJ4	success	182.6									RepairPDB_failed_using_unrepaired
Q9BYJ9	success	585.49									
Q9BYK8	success	521.93									RepairPDB_failed_using_unrepaired
Q9BYL1	success	175.87									
Q9BYM8	success	250.48									RepairPDB_failed_using_unrepaired
Q9BYN0	success	38.02									
Q9BYN7	success	1376.49									RepairPDB_failed_using_unrepaired
Q9BYN8	success	44.3									
Q9BYP7	success	3726.72									RepairPDB_failed_using_unrepaired
Q9BYP8	success	120.04									
Q9BYP9	success	235.74									
Q9BYQ0	success	226.41									
Q9BYQ2	success	236.42									
Q9BYQ3	success	245.77									
Q9BYQ4	success	267.92									
Q9BYQ5	success	290.76									
Q9BYQ6	success	253.77									
Q9BYQ7	success	302.09									
Q9BYQ8	success	295.41									
Q9BYQ9	success	276.48									
Q9BYR0	success	236.52									
Q9BYR2	success	308.07									
Q9BYR3	success	224.08									
Q9BYR4	success	530.13									
Q9BYR5	success	199.65									
Q9BYR6	success	114.45									
Q9BYR7	success	105.74									
Q9BYR8	success	82.21									
Q9BYR9	success	165.86									
Q9BYS1	success	302.84									
Q9BYS8	success	158.72									RepairPDB_failed_using_unrepaired
Q9BYT1	success	-74.42									
Q9BYT3	success	507.33									RepairPDB_failed_using_unrepaired
Q9BYT5	success	190.23									
Q9BYT8	success	109.3									RepairPDB_failed_using_unrepaired
Q9BYT9	success	446.44									RepairPDB_failed_using_unrepaired
Q9BYU1	success	315.17									RepairPDB_failed_using_unrepaired
Q9BYU5	success	169.03									
Q9BYV1	success	193.4									RepairPDB_failed_using_unrepaired
Q9BYV2	success	113.29									
Q9BYV6	success	685.98									RepairPDB_failed_using_unrepaired
Q9BYV7	success	169.69									RepairPDB_failed_using_unrepaired
Q9BYV8	success	363.22									RepairPDB_failed_using_unrepaired
Q9BYV9	success	1364.58									RepairPDB_failed_using_unrepaired
Q9BYW1	success	53.41									RepairPDB_failed_using_unrepaired
Q9BYW2	success	6480.77									RepairPDB_failed_using_unrepaired
Q9BYW3	success	61.79									
Q9BYX2	success	436.86									RepairPDB_failed_using_unrepaired
Q9BYX4	success	413.08									RepairPDB_failed_using_unrepaired
Q9BYX7	success	36.1									RepairPDB_failed_using_unrepaired
Q9BYZ2	success	24.19									
Q9BYZ6	success	312.88									RepairPDB_failed_using_unrepaired
Q9BYZ8	success	30.05									
Q9BZ11	success	509.43									RepairPDB_failed_using_unrepaired
Q9BZ19	success	70.85									
Q9BZ23	success	428.59									RepairPDB_failed_using_unrepaired
Q9BZ29	success	721.61									RepairPDB_failed_using_unrepaired
Q9BZ67	success	112.39									
Q9BZ68	success	39.78									
Q9BZ71	success	698.71									RepairPDB_failed_using_unrepaired
Q9BZ72	success	932.98									RepairPDB_failed_using_unrepaired
Q9BZ76	success	572.6									RepairPDB_failed_using_unrepaired
Q9BZ81	success	111.22									RepairPDB_failed_using_unrepaired
Q9BZ95	success	1945.06									RepairPDB_failed_using_unrepaired
Q9BZ97	success	38.43									
Q9BZ98	success	54.8									
Q9BZA0	success	36.29									
Q9BZA5	success	141.94									
Q9BZA7	success	1224.89									RepairPDB_failed_using_unrepaired
Q9BZA8	success	1846.3									RepairPDB_failed_using_unrepaired
Q9BZB8	success	476.37									
Q9BZC1	success	411.39									
Q9BZC5	success	18.17									
Q9BZC7	success	1351.22									RepairPDB_failed_using_unrepaired
Q9BZD2	success	-8.41									
Q9BZD4	success	148.08									RepairPDB_failed_using_unrepaired
Q9BZD6	success	180.5									
Q9BZD7	success	184.46									
Q9BZE0	success	602.29									
Q9BZE1	success	12.95									
Q9BZE2	success	180.37									RepairPDB_failed_using_unrepaired
Q9BZE3	success	290.81									
Q9BZE4	success	331.89									RepairPDB_failed_using_unrepaired
Q9BZE7	success	62.52									
Q9BZE9	success	331.52									
Q9BZF1	success	820.1									RepairPDB_failed_using_unrepaired
Q9BZF2	success	679.85									RepairPDB_failed_using_unrepaired
Q9BZF3	success	841.1									RepairPDB_failed_using_unrepaired
Q9BZF9	success	633.1									RepairPDB_failed_using_unrepaired
Q9BZG1	success	-27.5									
Q9BZG2	success	-20.8									
Q9BZG8	success	44.31									
Q9BZH6	success	330.17									RepairPDB_failed_using_unrepaired
Q9BZI1	success	709.61									
Q9BZI7	success	536.15									RepairPDB_failed_using_unrepaired
Q9BZJ0	success	519.48									RepairPDB_failed_using_unrepaired
Q9BZJ3	success	54.47									
Q9BZJ4	success	22.2									
Q9BZJ6	success	30.85									
Q9BZJ7	success	62.63									
Q9BZJ8	success	157.31									
Q9BZK3	success	161.6									
Q9BZK7	success	49.02									
Q9BZK8	success	83.09									
Q9BZL1	success	-12.48									
Q9BZL3	success	21.57									
Q9BZL4	success	806.13									RepairPDB_failed_using_unrepaired
Q9BZL6	success	637.56									RepairPDB_failed_using_unrepaired
Q9BZM1	success	-5.56									
Q9BZM2	success	20.29									
Q9BZM3	success	456.04									
Q9BZM4	success	47.99									
Q9BZM5	success	37.86									
Q9BZM6	success	18.68									
Q9BZP3	success	54.23									
Q9BZP6	success	-55.01									
Q9BZQ2	success	288.45									RepairPDB_failed_using_unrepaired
Q9BZQ4	success	58.78									
Q9BZQ6	success	493.47									RepairPDB_failed_using_unrepaired
Q9BZQ8	success	774.64									RepairPDB_failed_using_unrepaired
Q9BZR6	success	283.34									
Q9BZR8	success	292.29									RepairPDB_failed_using_unrepaired
Q9BZR9	success	579.51									RepairPDB_failed_using_unrepaired
Q9BZS1	success	444.24									
Q9BZS9	success	12.47									
Q9BZV1	success	226.07									RepairPDB_failed_using_unrepaired
Q9BZV2	success	-27.79									
Q9BZV3	success	1829.64									RepairPDB_failed_using_unrepaired
Q9BZW2	success	108.56									RepairPDB_failed_using_unrepaired
Q9BZW4	success	-128.92									
Q9BZW5	success	-137.29									
Q9BZW7	success	426.3									RepairPDB_failed_using_unrepaired
Q9BZW8	success	179.74									
Q9BZX2	success	10.53									
Q9BZX4	success	-31.94									
Q9BZY9	success	270.98									RepairPDB_failed_using_unrepaired
Q9BZZ2	success	724.29									RepairPDB_failed_using_unrepaired
Q9BZZ5	success	116.44									RepairPDB_failed_using_unrepaired
Q9C000	success	1156.43									RepairPDB_failed_using_unrepaired
Q9C002	success	23.38									
Q9C004	success	291.44									
Q9C005	success	29.98									
Q9C009	success	472.56									
Q9C010	success	98.66									
Q9C019	success	217.89									RepairPDB_failed_using_unrepaired
Q9C026	success	410.24									RepairPDB_failed_using_unrepaired
Q9C029	success	192.06									RepairPDB_failed_using_unrepaired
Q9C030	success	219.51									RepairPDB_failed_using_unrepaired
Q9C035	success	214.38									RepairPDB_failed_using_unrepaired
Q9C037	success	214.59									RepairPDB_failed_using_unrepaired
Q9C040	success	337.81									RepairPDB_failed_using_unrepaired
Q9C056	success	282.33									
Q9C073	success	584.33									
Q9C075	success	305.13									RepairPDB_failed_using_unrepaired
Q9C086	success	279.34									
Q9C091	success	1221.77									RepairPDB_failed_using_unrepaired
Q9C093	success	1199.8									RepairPDB_failed_using_unrepaired
Q9C098	success	737.91									RepairPDB_failed_using_unrepaired
Q9C099	success	767.16									RepairPDB_failed_using_unrepaired
Q9C0A0	success	539.15									RepairPDB_failed_using_unrepaired
Q9C0A1	success	5083.6									RepairPDB_failed_using_unrepaired
Q9C0A6	success	2981.2									RepairPDB_failed_using_unrepaired
Q9C0B0	success	968.1									RepairPDB_failed_using_unrepaired
Q9C0B1	success	94.58									RepairPDB_failed_using_unrepaired
Q9C0B2	success	1152.33									RepairPDB_failed_using_unrepaired
Q9C0B5	success	880.23									RepairPDB_failed_using_unrepaired
Q9C0B6	success	411.78									RepairPDB_failed_using_unrepaired
Q9C0B7	success	289.9									RepairPDB_failed_using_unrepaired
Q9C0B9	success	2206.75									RepairPDB_failed_using_unrepaired
Q9C0C2	success	4114.64									RepairPDB_failed_using_unrepaired
Q9C0C4	success	308.58									RepairPDB_failed_using_unrepaired
Q9C0C6	success	552.49									
Q9C0C7	success	2080.69									RepairPDB_failed_using_unrepaired
Q9C0C9	success	1163.48									RepairPDB_failed_using_unrepaired
Q9C0D0	success	870.22									RepairPDB_failed_using_unrepaired
Q9C0D2	success	5452.13									RepairPDB_failed_using_unrepaired
Q9C0D3	success	76.57									RepairPDB_failed_using_unrepaired
Q9C0D4	success	2068.44									RepairPDB_failed_using_unrepaired
Q9C0D5	success	2305.52									RepairPDB_failed_using_unrepaired
Q9C0D6	success	1766.13									RepairPDB_failed_using_unrepaired
Q9C0D7	success	1400.93									RepairPDB_failed_using_unrepaired
Q9C0E2	success	30.52									RepairPDB_failed_using_unrepaired
Q9C0E4	success	1083.83									RepairPDB_failed_using_unrepaired
Q9C0E8	success	471.6									RepairPDB_failed_using_unrepaired
Q9C0F0	success	6072.58									RepairPDB_failed_using_unrepaired
Q9C0F1	success	446.7									RepairPDB_failed_using_unrepaired
Q9C0F3	success	459.4									RepairPDB_failed_using_unrepaired
Q9C0G0	success	4820.91									RepairPDB_failed_using_unrepaired
Q9C0G6	success	639.9									RepairPDB_failed_using_unrepaired
Q9C0H2	success	16.17									
Q9C0H5	success	1326.08									RepairPDB_failed_using_unrepaired
Q9C0H6	success	401.01									RepairPDB_failed_using_unrepaired
Q9C0H9	success	1984.39									RepairPDB_failed_using_unrepaired
Q9C0I1	success	380.96									RepairPDB_failed_using_unrepaired
Q9C0I3	success	1849.92									RepairPDB_failed_using_unrepaired
Q9C0I4	success	984.62									RepairPDB_failed_using_unrepaired
Q9C0I9	success	469.53									RepairPDB_failed_using_unrepaired
Q9C0J1	success	-6.62									
Q9C0J8	success	2346.3									RepairPDB_failed_using_unrepaired
Q9C0J9	success	635.21									
Q9C0K0	success	1657.03									RepairPDB_failed_using_unrepaired
Q9C0K1	success	93.12									
Q9C0K3	success	12.47									
Q9C0K7	success	140.07									
Q9GIP4	success	41.83									
Q9GZK3	success	-73.3									
Q9GZK4	success	-55.08									
Q9GZK6	success	-74.68									
Q9GZK7	success	-78.69									
Q9GZL7	success	150.08									RepairPDB_failed_using_unrepaired
Q9GZL8	success	159.35									
Q9GZM3	success	-1.84									
Q9GZM5	success	86.3									
Q9GZM6	success	-76.5									
Q9GZM7	success	56.03									
Q9GZM8	success	209.28									
Q9GZN0	success	48.84									
Q9GZN1	success	-100.59									
Q9GZN2	success	270.11									
Q9GZN4	success	85.91									
Q9GZN6	success	203.81									RepairPDB_failed_using_unrepaired
Q9GZN7	success	-56.99									
Q9GZN8	success	68.24									
Q9GZP0	success	222.22									
Q9GZP1	success	143.65									
Q9GZP4	success	60.39									
Q9GZP7	success	-12.21									
Q9GZP8	success	126.73									
Q9GZP9	success	-30.81									
Q9GZQ3	success	6.37									
Q9GZQ4	success	10.06									
Q9GZQ6	success	46.45									
Q9GZQ8	success	-34.67									
Q9GZR1	success	1757.99									RepairPDB_failed_using_unrepaired
Q9GZR2	success	440.86									RepairPDB_failed_using_unrepaired
Q9GZR5	success	15.88									
Q9GZR7	success	662.68									RepairPDB_failed_using_unrepaired
Q9GZS0	success	368.09									RepairPDB_failed_using_unrepaired
Q9GZS1	success	153.2									RepairPDB_failed_using_unrepaired
Q9GZS3	success	-10.14									
Q9GZS9	success	-52.36									
Q9GZT3	success	37.78									
Q9GZT4	success	-68.45									
Q9GZT5	success	62.41									
Q9GZT6	success	164.81									RepairPDB_failed_using_unrepaired
Q9GZT8	success	-16.59									
Q9GZT9	success	319.04									RepairPDB_failed_using_unrepaired
Q9GZU0	success	-30.66									
Q9GZU1	success	239.93									RepairPDB_failed_using_unrepaired
Q9GZU2	success	3288.63									RepairPDB_failed_using_unrepaired
Q9GZU3	success	248.66									RepairPDB_failed_using_unrepaired
Q9GZU5	success	185.91									
Q9GZU7	success	68.62									
Q9GZU8	success	257.82									
Q9GZV1	success	214.79									RepairPDB_failed_using_unrepaired
Q9GZV3	success	-82.53									
Q9GZV4	success	-0.04									
Q9GZV5	success	459.75									
Q9GZV7	success	-12.88									
Q9GZV8	success	666.93									RepairPDB_failed_using_unrepaired
Q9GZV9	success	138.38									
Q9GZW5	success	296.65									
Q9GZW8	success	43.91									
Q9GZX3	success	-58.29									
Q9GZX5	success	694.72									RepairPDB_failed_using_unrepaired
Q9GZX6	success	-4.0									
Q9GZX7	success	-39.74									
Q9GZX9	success	68.9									
Q9GZY0	success	349.41									RepairPDB_failed_using_unrepaired
Q9GZY1	success	20.14									
Q9GZY4	success	11.16									
Q9GZY6	success	265.35									
Q9GZY8	success	400.74									
Q9GZZ0	success	452.98									
Q9GZZ1	success	-8.14									
Q9GZZ6	success	45.86									
Q9GZZ7	success	167.85									
Q9GZZ8	success	140.36									
Q9GZZ9	success	56.63									
Q9H000	success	455.29									RepairPDB_failed_using_unrepaired
Q9H008	success	-36.59									
Q9H009	success	194.39									
Q9H013	success	854.46									RepairPDB_failed_using_unrepaired
Q9H015	success	54.42									RepairPDB_failed_using_unrepaired
Q9H019	success	303.65									
Q9H040	success	432.95									
Q9H052	success	297.85									
Q9H061	success	-25.69									
Q9H063	success	66.93									
Q9H069	success	28.28									RepairPDB_failed_using_unrepaired
Q9H074	success	169.27									
Q9H078	success	490.0									RepairPDB_failed_using_unrepaired
Q9H079	success	175.37									
Q9H081	success	-18.33									
Q9H082	success	44.88									
Q9H089	success	523.88									RepairPDB_failed_using_unrepaired
Q9H091	success	417.55									RepairPDB_failed_using_unrepaired
Q9H093	success	745.18									RepairPDB_failed_using_unrepaired
Q9H094	success	894.06									RepairPDB_failed_using_unrepaired
Q9H095	success	390.86									RepairPDB_failed_using_unrepaired
Q9H098	success	34.92									
Q9H0A0	success	482.1									RepairPDB_failed_using_unrepaired
Q9H0A3	success	157.9									
Q9H0A6	success	238.59									RepairPDB_failed_using_unrepaired
Q9H0A8	success	-13.08									
Q9H0A9	success	212.34									
Q9H0B3	success	2162.7									RepairPDB_failed_using_unrepaired
Q9H0B6	success	368.07									RepairPDB_failed_using_unrepaired
Q9H0B8	success	258.24									RepairPDB_failed_using_unrepaired
Q9H0C1	success	31.95									RepairPDB_failed_using_unrepaired
Q9H0C2	success	-8.27									
Q9H0C3	success	316.58									RepairPDB_failed_using_unrepaired
Q9H0C5	success	-2.7									
Q9H0C8	success	199.49									RepairPDB_failed_using_unrepaired
Q9H0D2	success	2900.31									RepairPDB_failed_using_unrepaired
Q9H0D6	success	448.94									RepairPDB_failed_using_unrepaired
Q9H0E2	success	37.28									
Q9H0E3	success	2083.47									RepairPDB_failed_using_unrepaired
Q9H0E7	success	533.73									RepairPDB_failed_using_unrepaired
Q9H0E9	success	2055.93									RepairPDB_failed_using_unrepaired
Q9H0F5	success	640.32									
Q9H0F6	success	156.74									
Q9H0F7	success	-20.76									
Q9H0G5	success	753.77									RepairPDB_failed_using_unrepaired
Q9H0H0	success	246.61									RepairPDB_failed_using_unrepaired
Q9H0H3	success	154.11									RepairPDB_failed_using_unrepaired
Q9H0H5	success	559.15									RepairPDB_failed_using_unrepaired
Q9H0H9	success	133.41									
Q9H0I2	success	299.7									RepairPDB_failed_using_unrepaired
Q9H0I3	success	193.43									RepairPDB_failed_using_unrepaired
Q9H0I9	success	86.91									RepairPDB_failed_using_unrepaired
Q9H0J4	success	3206.59									RepairPDB_failed_using_unrepaired
Q9H0J9	success	327.12									RepairPDB_failed_using_unrepaired
Q9H0K1	success	1086.25									RepairPDB_failed_using_unrepaired
Q9H0K4	success	589.16									RepairPDB_failed_using_unrepaired
Q9H0K6	success	284.24									RepairPDB_failed_using_unrepaired
Q9H0L4	success	775.76									
Q9H0M0	success	530.02									RepairPDB_failed_using_unrepaired
Q9H0M4	success	906.78									RepairPDB_failed_using_unrepaired
Q9H0M5	success	712.13									RepairPDB_failed_using_unrepaired
Q9H0N0	success	113.3									
Q9H0N5	success	20.45									
Q9H0P0	success	42.52									RepairPDB_failed_using_unrepaired
Q9H0P7	success	158.79									
Q9H0Q0	success	-99.81									
Q9H0Q3	success	40.48									
Q9H0R1	success	-34.78									
Q9H0R3	success	22.17									
Q9H0R4	success	-42.36									
Q9H0R5	success	61.08									RepairPDB_failed_using_unrepaired
Q9H0R6	success	74.12									RepairPDB_failed_using_unrepaired
Q9H0R8	success	-42.61									
Q9H0S4	success	105.31									RepairPDB_failed_using_unrepaired
Q9H0T7	success	5.61									
Q9H0U3	success	-7.27									
Q9H0U4	success	-6.38									
Q9H0U6	success	66.35									
Q9H0U9	success	538.51									RepairPDB_failed_using_unrepaired
Q9H0V1	success	78.64									RepairPDB_failed_using_unrepaired
Q9H0V9	success	94.36									
Q9H0W5	success	783.38									
Q9H0W7	success	72.83									
Q9H0W8	success	239.31									
Q9H0W9	success	-86.55									
Q9H0X4	success	91.81									
Q9H0X6	success	215.43									
Q9H0X9	success	742.51									RepairPDB_failed_using_unrepaired
Q9H0Y0	success	45.34									
Q9H0Z9	success	272.87									
Q9H106	success	74.35									
Q9H112	success	-10.09									
Q9H114	success	14.57									
Q9H115	success	7.34									RepairPDB_failed_using_unrepaired
Q9H116	success	987.22									RepairPDB_failed_using_unrepaired
Q9H147	success	241.8									
Q9H156	success	790.69									RepairPDB_failed_using_unrepaired
Q9H158	success	846.38									RepairPDB_failed_using_unrepaired
Q9H159	success	614.93									RepairPDB_failed_using_unrepaired
Q9H160	success	139.91									
Q9H161	success	670.84									
Q9H165	success	1458.69									RepairPDB_failed_using_unrepaired
Q9H169	success	45.62									
Q9H171	success	338.12									
Q9H172	success	120.27									RepairPDB_failed_using_unrepaired
Q9H173	success	181.25									RepairPDB_failed_using_unrepaired
Q9H175	success	704.12									RepairPDB_failed_using_unrepaired
Q9H190	success	23.22									
Q9H195	success	3746.8									
Q9H1A3	success	-25.98									
Q9H1A4	success	1058.17									RepairPDB_failed_using_unrepaired
Q9H1A7	success	-6.93									
Q9H1B4	success	207.57									RepairPDB_failed_using_unrepaired
Q9H1B5	success	302.51									RepairPDB_failed_using_unrepaired
Q9H1B7	success	1138.52									RepairPDB_failed_using_unrepaired
Q9H1C0	success	-1.74									
Q9H1C3	success	-11.95									
Q9H1C4	success	215.05									RepairPDB_failed_using_unrepaired
Q9H1C7	success	79.81									
Q9H1D0	success	418.61									RepairPDB_failed_using_unrepaired
Q9H1D9	success	13.42									
Q9H1E1	success	8.43									
Q9H1E3	success	460.96									
Q9H1E5	success	241.23									
Q9H1F0	success	17.83									
Q9H1H1	success	109.09									
Q9H1H9	success	1845.21									RepairPDB_failed_using_unrepaired
Q9H1I8	success	441.25									RepairPDB_failed_using_unrepaired
Q9H1J1	success	556.34									RepairPDB_failed_using_unrepaired
Q9H1J5	success	189.77									RepairPDB_failed_using_unrepaired
Q9H1J7	success	145.1									RepairPDB_failed_using_unrepaired
Q9H1K0	success	694.79									RepairPDB_failed_using_unrepaired
Q9H1K1	success	48.77									
Q9H1K4	success	25.37									
Q9H1K6	success	-52.36									
Q9H1L0	success	132.86									
Q9H1M0	success	103.6									
Q9H1M3	success	174.44									
Q9H1M4	success	36.82									
Q9H1N7	success	-8.61									
Q9H1P3	success	202.46									RepairPDB_failed_using_unrepaired
Q9H1P6	success	77.29									
Q9H1Q7	success	130.43									
Q9H1R2	success	48.53									
Q9H1R3	success	701.85									RepairPDB_failed_using_unrepaired
Q9H1U4	success	573.41									
Q9H1U9	success	39.47									
Q9H1V8	success	204.06									RepairPDB_failed_using_unrepaired
Q9H1X1	success	-38.8									
Q9H1X3	success	173.22									RepairPDB_failed_using_unrepaired
Q9H1Y0	success	-66.86									
Q9H1Y3	success	10.49									
Q9H1Z4	success	94.84									
Q9H1Z8	success	86.91									
Q9H1Z9	success	136.59									
Q9H201	success	847.17									RepairPDB_failed_using_unrepaired
Q9H204	success	66.85									
Q9H205	success	-78.93									
Q9H207	success	-106.27									
Q9H208	success	-106.16									
Q9H209	success	-103.15									
Q9H210	success	-81.66									
Q9H211	success	368.48									RepairPDB_failed_using_unrepaired
Q9H213	success	155.8									
Q9H221	success	239.25									RepairPDB_failed_using_unrepaired
Q9H222	success	170.75									RepairPDB_failed_using_unrepaired
Q9H223	success	110.73									RepairPDB_failed_using_unrepaired
Q9H227	success	3.02									RepairPDB_failed_using_unrepaired
Q9H228	success	75.81									
Q9H237	success	-118.39									
Q9H239	success	192.21									RepairPDB_failed_using_unrepaired
Q9H244	success	-20.61									
Q9H246	success	110.98									
Q9H251	success	1202.71									RepairPDB_failed_using_unrepaired
Q9H252	success	771.63									RepairPDB_failed_using_unrepaired
Q9H254	success	1721.34									RepairPDB_failed_using_unrepaired
Q9H255	success	-101.88									
Q9H257	success	309.03									RepairPDB_failed_using_unrepaired
Q9H267	success	81.57									RepairPDB_failed_using_unrepaired
Q9H269	success	61.73									RepairPDB_failed_using_unrepaired
Q9H270	success	414.1									RepairPDB_failed_using_unrepaired
Q9H293	success	48.91									
Q9H295	success	79.21									RepairPDB_failed_using_unrepaired
Q9H299	success	-17.03									
Q9H2A2	success	13.26									RepairPDB_failed_using_unrepaired
Q9H2A3	success	391.29									
Q9H2A7	success	226.17									
Q9H2A9	success	88.2									
Q9H2B2	success	341.65									RepairPDB_failed_using_unrepaired
Q9H2B4	success	199.21									RepairPDB_failed_using_unrepaired
Q9H2C0	success	150.45									RepairPDB_failed_using_unrepaired
Q9H2C1	success	465.29									
Q9H2C2	success	16.61									
Q9H2C5	success	-113.24									
Q9H2C8	success	-89.59									
Q9H2D1	success	-4.82									
Q9H2D6	success	6133.44									RepairPDB_failed_using_unrepaired
Q9H2E6	success	1037.88									RepairPDB_failed_using_unrepaired
Q9H2F3	success	-94.92									
Q9H2F5	success	1110.87									RepairPDB_failed_using_unrepaired
Q9H2F9	success	201.85									RepairPDB_failed_using_unrepaired
Q9H2G2	success	1293.04									RepairPDB_failed_using_unrepaired
Q9H2G4	success	876.51									RepairPDB_failed_using_unrepaired
Q9H2G9	success	313.38									RepairPDB_failed_using_unrepaired
Q9H2H0	success	293.02									
Q9H2H8	success	-12.13									
Q9H2H9	success	127.8									RepairPDB_failed_using_unrepaired
Q9H2I8	success	61.17									
Q9H2J1	success	246.58									
Q9H2J4	success	7.91									
Q9H2J7	success	268.44									RepairPDB_failed_using_unrepaired
Q9H2K0	success	106.42									
Q9H2K2	success	421.4									RepairPDB_failed_using_unrepaired
Q9H2K8	success	296.96									RepairPDB_failed_using_unrepaired
Q9H2L4	success	-4.07									
Q9H2L5	success	115.23									
Q9H2M3	success	-47.58									
Q9H2M9	success	388.14									RepairPDB_failed_using_unrepaired
Q9H2P0	success	1665.56									RepairPDB_failed_using_unrepaired
Q9H2P9	success	-19.11									
Q9H2R5	success	19.06									
Q9H2S1	success	419.54									RepairPDB_failed_using_unrepaired
Q9H2S5	success	320.79									RepairPDB_failed_using_unrepaired
Q9H2S6	success	158.58									
Q9H2S9	success	695.99									
Q9H2T7	success	60.49									RepairPDB_failed_using_unrepaired
Q9H2U1	success	311.34									RepairPDB_failed_using_unrepaired
Q9H2U2	success	19.44									
Q9H2U6	success	47.48									
Q9H2U9	success	518.83									RepairPDB_failed_using_unrepaired
Q9H2V7	success	-58.71									
Q9H2W1	success	80.14									
