uniprot_id	entry_name	description	uniprot_mass	entrez_gene_id	gene_name	present_-HS	present_+HS	mitocarta	matrix	IMS	functional_category	subcategory	ibaq_-HS	ibaq_+HS	log10_ibaq_-HS	log10_ibaq_+HS	log10_ibaq_HEK293	percent_occupancy	log10_ratio	silac_ratio_coIP1	silac_ratio_coIP2	silac_ratio_coIP3	median_silac_ratio	n_silac_replicates	n_ndic_replicates	median_silac_imputed	has_quantitative_data	flag	quality_tier
Q96GC5	RM48_HUMAN	39S ribosomal protein L48, mitochondrial (L48mt) (MRP-L48) (Mitochondrial large ribosomal subunit protein mL48)	23.935	51642.0	MRPL48	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	207739.0	223140.0	5.317518036712328	5.348577428742616	6.989723000000001	0.0003703467321489	0.7607623416138705	NDIC		NDIC		2	2	85.67495027158554	True	candidate_substrate	Tier 1
O95900	TRUB2_HUMAN	Mitochondrial mRNA pseudouridine synthase TRUB2 (EC 5.4.99.-)	36.694	26995.0	TRUB2	X	o	X	X	o	mRNA processing		205346.8333333333	212272.5	5.312488009958294	5.326893734760271	5.551890333333334	0.0003660820966796	0.9568791332318513	8.5282		NDIC	8.5282	2	1	49.76975027158556	True	candidate_substrate	Tier 1
Q96EY7	PTCD3_HUMAN	Pentatricopeptide repeat domain-containing protein 3, mitochondrial (28S ribosomal protein S39, mitochondrial) (MRP-S39) (Mitochondrial small ribosomal subunit protein mS39) (Transformation-related gene 15 protein) (TRG-15)	78.55	55037.0	PTCD3	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit ?	204803.3333333333	84277.36666666667	5.311337020841352	4.925710957168589	6.852645666666668	0.0003651131719763	0.775078309780016	20.361	7.662248103593595	NDIC	14.011624051796796	3	1	20.361	True	candidate_substrate	Tier 1
Q9P2R7	SUCB1_HUMAN	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	50.317	8803.0	SUCLA2	X	X	X	X	o	tricarboxylic acid cycle		204465.0	121991.0	5.310618976853019	5.086327791375439	6.930443	0.0003645100081776	0.7662741006387352		16.98802344347235	NDIC	16.98802344347235	2	1	53.99966199332174	True	candidate_substrate	Tier 1
P08574	CY1_HUMAN	Cytochrome c1, heme protein, mitochondrial (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	35.422	1537.0	CYC1	X	o	X	X	X	respiratory chain	complex III subunit	204029.66666666663	409825.0	5.309693320038098	5.612598447551955	7.364408333333333	0.000363733917615	0.7209938775400283	NDIC	8.621432882145013	3.567097096382964	6.094264989263989	3	1	8.621432882145013	True	candidate_substrate	Tier 1
Q9NQH7	XPP3_HUMAN	Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3)	57.034	63929.0	XPNPEP3	X	X	X	X	o	aminopeptidase		202963.3333333333	176024.33333333334	5.307417586832837	5.245572708165961	5.838138666666667	0.0003618329117115	0.9090941291161811	10.556	18.26250525047026	2.0302919559832704	10.556	3	0	10.556	True	candidate_substrate	Tier 1
Q96GW9	SYMM_HUMAN	Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)	66.591	92935.0	MARS2	X	X	X	X	o	mitochondrial protein synthesis	tRNA ligase	200183.3333333333	197137.3333333333	5.301427916586487	5.29476887757884	5.4090965	0.0003568768663114	0.9800949043128528	NDIC	6.595000989250149	5.877167205406994	6.236084097328572	3	1	6.595000989250149	True	candidate_substrate	Tier 1
Q9Y3D3	RT16_HUMAN	28S ribosomal protein S16, mitochondrial (MRP-S16) (S16mt) (Mitochondrial small ribosomal subunit protein bS16m)	15.345	51021.0	MRPS16	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	197736.66666666663	102222.5	5.29608720879011	5.009546498052676	6.761888	0.0003525150709593	0.7832261061984626	NDIC	3.9663652229097255	6.3403499873193	5.153357605114513	3	1	6.3403499873193	True	candidate_substrate	Tier 1
Q9HD33	RM47_HUMAN	39S ribosomal protein L47, mitochondrial (L47mt) (MRP-L47) (Mitochondrial large ribosomal subunit protein uL29m) (Nasopharyngeal carcinoma metastasis-related protein 1)	29.45	57129.0	MRPL47	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	194828.0	142936.5	5.289651372314862	5.155143143587894	6.784042666666667	0.0003473296450406	0.7797196498049042	23.032	13.416155734735767	NDIC	18.22407786736788	3	1	23.032	True	candidate_substrate	Tier 1
P54098	DPOG1_HUMAN	DNA polymerase subunit gamma-1 (EC 2.7.7.7) (Mitochondrial DNA polymerase catalytic subunit) (PolG-alpha)	139.562	5428.0	POLG	X	X	X	X	o	DNA polymerase		190174.0	172049.0	5.2791511412639895	5.235652152715484	5.799357666666666	0.0003390327258708	0.9102992856618068	22.199	15.863699097355523	41.66840285011875	22.199	3	0	22.199	True	candidate_substrate	Tier 1
Q7L8L6	FAKD5_HUMAN	FAST kinase domain-containing protein 5, mitochondrial	86.574	60493.0	FASTKD5	X	X	X	X	o	mRNA processing		179340.33333333334	216008.8	5.25367797263098	5.33447144426941	6.0458826666666665	0.0003197190050616	0.868967901344923	NDIC	5.786702158439906	NDIC	5.786702158439906	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9Y4W6	AFG32_HUMAN	AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein)	88.584	10939.0	AFG3L2	X	X	X	X	o	protein quality control	protease	176759.66666666666	124680.0	5.247383173898607	5.095796793604801	6.770750666666667	0.0003151183211901	0.7750075925454164	12.017	13.980343636846595	8.785802143735722	12.017	3	0	12.017	True	candidate_substrate	Tier 1
P51553	IDH3G_HUMAN	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	42.794	3421.0	IDH3G	X	o	X	X	o	tricarboxylic acid cycle		167432.66666666666	184130.0	5.223840194212944	5.265124553159181	7.195428666666667	0.0002984906105977	0.7259942994658197	NDIC		NDIC		2	2	85.67495027158554	True	candidate_substrate	Tier 1
Q7Z4W1	DCXR_HUMAN	L-xylulose reductase (XR) (EC 1.1.1.10) (Carbonyl reductase II) (Dicarbonyl/L-xylulose reductase) (Kidney dicarbonyl reductase) (kiDCR) (Short chain dehydrogenase/reductase family 20C member 1) (Sperm surface protein P34H)	25.913	51181.0	DCXR	X	X	X	X	o	sugar metabolism		166649.33333333334	131850.0	5.221803580641411	5.120080134129453	7.488026666666666	0.000297094122985	0.697353763961143		NDIC	NDIC		2	2	85.82357438009626	True	candidate_substrate	Tier 1
Q8TD30	ALAT2_HUMAN	Alanine aminotransferase 2 (ALT2) (EC 2.6.1.2) (Glutamate pyruvate transaminase 2) (GPT 2) (Glutamic--alanine transaminase 2) (Glutamic--pyruvic transaminase 2)	57.904	84706.0	GPT2	X	X	X	X	o	amino acid metabolism		166095.0	125851.0	5.220356558971	5.099856670760476	6.383739666666666	0.0002961058851552	0.8177583722954137	NDIC	8.087343307723414		8.087343307723414	2	1	44.2129716538617	True	candidate_substrate	Tier 1
P23378	GCSP_HUMAN	Glycine dehydrogenase (decarboxylating), mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	112.73	2731.0	GLDC	X	o	X	X	o	amino acid metabolism		160854.33333333334	115884.66666666669	5.206432765066433	5.064025975889456	6.164685	0.000286763085901	0.8445577941235332	4.3765	0.21982853374367992	4.715201810637495	4.3765	3	0	4.3765	True	candidate_substrate	Tier 2
O15382	BCAT2_HUMAN	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42) (Placental protein 18) (PP18)	44.288	587.0	BCAT2	X	o	X	X	o	amino acid metabolism		156827.66666666666	194810.0	5.195422680929742	5.289611246348299	6.79057	0.0002795845453214	0.7650937522078032	NDIC	0.8848774444739402	NDIC	0.8848774444739402	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q5JPH6	SYEM_HUMAN	Probable glutamate--tRNA ligase, mitochondrial (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	58.689	124454.0	EARS2	X	X	X	X	o	mitochondrial protein synthesis	tRNA ligase	156008.66666666666	89599.0	5.193148725155496	4.952303162598448	5.7774980000000005	0.0002781244729535	0.8988577278876592	5.8196	7.058159232072276	18.119881133579764	7.058159232072276	3	0	7.058159232072276	True	candidate_substrate	Tier 1
P49189	AL9A1_HUMAN	4-trimethylaminobutyraldehyde dehydrogenase (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase E3 isozyme) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3) (Gamma-aminobutyraldehyde dehydrogenase) (EC 1.2.1.19) (R-aminobutyraldehyde dehydrogenase) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed]	53.802	223.0	ALDH9A1	X	X	X	X	o	carnitine, amine and polyamine biosynthesis		149142.0	91127.66666666669	5.173599962699516	4.959650250260717	7.501403333333333	0.0002658829219653	0.6896842807678452		28.55021983669274	17.010274205620195	22.78024702115647	2	0	22.78024702115647	True	candidate_substrate	Tier 1
O00746	NDKM_HUMAN	Nucleoside diphosphate kinase, mitochondrial (NDK) (NDP kinase, mitochondrial) (EC 2.7.4.6) (Nucleoside diphosphate kinase D) (NDPKD) (nm23-H4)	20.659	4833.0	NME4	X	X	X	X	o	nucleoside metabolism		147900.6	131903.13333333333	5.169969935837058	5.1202551122500335	5.919253333333334	0.0002636698159366	0.8734158929679854		6.9362558091142406	NDIC	6.9362558091142406	2	1	48.97377817614268	True	candidate_substrate	Tier 1
Q4G0N4	NAKD2_HUMAN	NAD kinase 2, mitochondrial (EC 2.7.1.23) (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)	49.433	133686.0	NADK2	X	X	X	X	o	enzyme co-factor metabolism		141006.0	46554.333333333336	5.149237592878437	4.667960111851528	6.755506333333334	0.0002513784667943	0.7622282237337015	13.451	49.32912391475928		31.39006195737964	2	0	31.39006195737964	True	candidate_substrate	Tier 1
Q969S9	RRF2M_HUMAN	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2) (Elongation factor G2) (hEFG2)	86.601	84340.0	GFM2	X	X	X	X	o	mitochondrial protein synthesis	translation	129252.0	49063.66666666666	5.111437271938078	4.690760001138937	5.801019666666666	0.0002304240216026	0.8811273820202664	14.663	10.172008666551385		12.417504333275692	2	0	12.417504333275692	True	candidate_substrate	Tier 1
Q9Y276	BCS1_HUMAN	Mitochondrial chaperone BCS1 (h-BCS1) (BCS1-like protein)	47.534	617.0	BCS1L	X	X	X	X	o	respiratory chain	complex III assembly factor	126022.33333333331	188217.0	5.100447516418687	5.274658846895494	6.331558	0.0002246663328878	0.8055596294653997	NDIC	13.97057796281032	NDIC	13.97057796281032	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9H845	ACAD9_HUMAN	Acyl-CoA dehydrogenase family member 9, mitochondrial (ACAD-9) (EC 1.3.99.-)	68.76	28976.0	ACAD9	X	X	X	X	o	respiratory chain	complex I assembly factor	122758.33333333331	119383.33333333331	5.089050983465796	5.0769437007749785	6.8105953333333344	0.000218847436418	0.7472255705104481		17.93915040183697	NDIC	17.93915040183697	2	1	54.47522547250404	True	candidate_substrate	Tier 1
Q9Y697	NFS1_HUMAN	Cysteine desulfurase, mitochondrial (EC 2.8.1.7)	50.196	9054.0	NFS1	X	X	X	X	o	amino acid and sulfur metabolism		122116.33333333331	100021.5	5.086773755690438	5.000093363277416	6.218491	0.0002177029108256	0.8180077378403279	NDIC	16.92247812769702	NDIC	16.92247812769702	3	2	80.33859999999999	True	candidate_substrate	Tier 1
O15091	MRPP3_HUMAN	Mitochondrial ribonuclease P catalytic subunit (EC 3.1.26.5) (Mitochondrial ribonuclease P protein 3) (Mitochondrial RNase P protein 3)	67.315	9692.0	KIAA0391	X	o	X	X	o	mitochondrial protein synthesis	tRNA modification	114910.0	76804.0	5.060357824648615	4.885383838946748	5.676790333333333	0.0002048558190384	0.8914117886184538	NDIC	5.78469370046856	NDIC	5.78469370046856	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9BQP7	MGME1_HUMAN	Mitochondrial genome maintenance exonuclease 1 (EC 3.1.-.-)	39.421	92667.0	MGME1	X	X	X	X	o	DNA repair		107622.0	80270.66666666667	5.031901058523456	4.90455686990903	6.473501333333334	0.0001918631359895	0.7773074877753103	6.6386	5.091649694501019	6.324710644488015	6.324710644488015	3	0	6.324710644488015	True	candidate_substrate	Tier 1
Q9NVV4	PAPD1_HUMAN	Poly(A) RNA polymerase, mitochondrial (PAP) (EC 2.7.7.19) (PAP-associated domain-containing protein 1) (Polynucleotide adenylyltransferase) (Terminal uridylyltransferase 1) (TUTase 1) (mtPAP)	66.172	55149.0	MTPAP	X	o	X	X	o	mRNA processing		97507.66666666669	109012.2	4.989038764007539	5.037475104327649	6.518726	0.0001738318067838	0.7653395408869063	NDIC	4.232266802099205		4.232266802099205	2	1	42.285433401049595	True	candidate_substrate	Tier 1
O75648	MTU1_HUMAN	Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14) (MTO2 homolog)	47.745	55687.0	TRMU	X	X	X	X	o	mitochondrial protein synthesis	tRNA modification	96583.66666666669	119949.85	4.984903688772683	5.078999709209118	5.674963	0.0001721845456508	0.8784028528067378	NDIC	14.884053225374334	NDIC	14.884053225374334	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q16836	HCDH_HUMAN	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)	34.294	3033.0	HADH	X	o	X	X	o	lipid metabolism	fatty acid oxidation	95493.0	113160.5	4.979971537313645	5.05369485772063	7.505791666666667	0.0001702401594938	0.6634838480036387		9.410878976096368	NDIC	9.410878976096368	2	1	50.211089759633744	True	candidate_substrate	Tier 1
Q9BX68	HINT2_HUMAN	Histidine triad nucleotide-binding protein 2, mitochondrial (HINT-2) (EC 3.-.-.-) (HINT-3) (HIT-17kDa) (PKCI-1-related HIT protein)	17.162	84681.0	HINT2	X	o	X	X	o	lipid metabolism?		84741.5		4.928096147132013		7.209892666666666	0.0001510729213214	0.6835186562368631	NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 1
Q86SX6	GLRX5_HUMAN	Glutaredoxin-related protein 5, mitochondrial (Monothiol glutaredoxin-5)	16.628	51218.0	GLRX5	X	o	X	X	o	enzyme co-factor metabolism		79108.0	66644.0	4.89822040486522	4.823761055712559	7.386356333333334	0.0001410297983856	0.6631443412444655	NDIC		NDIC		2	2	85.67495027158554	True	candidate_substrate	Tier 1
P00390	GSHR_HUMAN	Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)	56.257	2936.0	GSR	X	o	X	X	o	antioxidant enzyme		78645.33333333333	82101.5	4.895672957503342	4.914351091781705	7.559599333333334	0.000140204979319	0.6476101102232148		23.05475504322767	NDIC	23.05475504322767	2	1	57.033027793199395	True	candidate_substrate	Tier 1
O43488	ARK72_HUMAN	Aflatoxin B1 aldehyde reductase member 2 (EC 1.1.1.n11) (AFB1 aldehyde reductase 1) (AFB1-AR 1) (Aldoketoreductase 7) (Succinic semialdehyde reductase) (SSA reductase)	39.589	8574.0	AKR7A2	X	o	X	X	o	detoxification?		74675.0	111100.0	4.873175231276165	5.045714058940867	7.217106	0.0001331268669976	0.6752256695794914	NDIC	6.763611768684477	NDIC	6.763611768684477	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q99797	MIPEP_HUMAN	Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)	80.641	4285.0	MIPEP	X	o	X	X	o	transit peptide processing 		71973.66666666667	32857.566666666666	4.857173628191692	4.5166353977366125	6.146180666666666	0.0001283110646088	0.7902751141915167		6.002761270184285	4.256949470009791	5.129855370097038	2	0	5.129855370097038	True	candidate_substrate	Tier 1
P82675	RT05_HUMAN	28S ribosomal protein S5, mitochondrial (MRP-S5) (S5mt) (Mitochondrial small ribosomal subunit protein uS5m)	48.006	64969.0	MRPS5	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	69161.2	44104.0	4.83986252001046	4.644477979471213	7.027626333333333	0.000123297139254	0.6886909306851013	NDIC		NDIC		2	2	85.67495027158554	True	candidate_substrate	Tier 1
Q96RR1	PEO1_HUMAN	Twinkle protein, mitochondrial (EC 3.6.4.12) (Progressive external ophthalmoplegia 1 protein) (T7 gp4-like protein with intramitochondrial nucleoid localization) (T7-like mitochondrial DNA helicase) (Twinkle mtDNA helicase)	77.154	56652.0	PEO1	X	X	X	X	o	mitochondrial DNA replication		63648.5	72194.5	4.803788173120875	4.858504112934813	5.2605675	0.0001134693725356	0.9131691919400092	3.1856	6.184291898577612	NDIC	4.684945949288807	3	1	6.184291898577612	True	candidate_substrate	Tier 1
P36551	HEM6_HUMAN	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	50.152	1371.0	CPOX	X	X	X	X	X	enzyme co-factor metabolism		45038.5	15015.5	4.653583917976264	4.176539798314922	7.292808666666667	8.029239235718046e-05	0.6381058561492857	7.9337	23.67536341682845	NDIC	15.804531708414224	3	1	23.67536341682845	True	candidate_substrate	Tier 1
Q9GZT6	CC90B_HUMAN	Coiled-coil domain-containing protein 90B, mitochondrial	29.506	60492.0	CCDC90B	X	o	X	X	o	phosphate metabolism		44294.5	11500.0	4.646349803696196	4.060697840353611	5.311391	7.896602625010002e-05	0.8747896367818141	NDIC	10.44768322624458	NDIC	10.44768322624458	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9H2U2	IPYR2_HUMAN	Inorganic pyrophosphatase 2, mitochondrial (EC 3.6.1.1) (Pyrophosphatase SID6-306) (Pyrophosphate phospho-hydrolase 2) (PPase 2)	37.92	27068.0	PPA2	X	o	X	X	o	phosphate metabolism		41881.35	65796.0	4.622020672245131	4.818199491931105	7.010077	7.466398274028664e-05	0.6593395011559974	NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 1
Q16775	GLO2_HUMAN	Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)	33.806	3029.0	HAGH	X	o	X	X	o	secondary metabolite metabolism		39352.0	9222.9	4.594966809551274	3.964867499792103	7.068358	7.015478366374913e-05	0.6500755634549459	NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 1
O95202	LETM1_HUMAN	Mitochondrial proton/calcium exchanger protein (Leucine zipper-EF-hand-containing transmembrane protein 1)	83.354	3954.0	LETM1	X	o	X	X	X	proton/calcium exchanger		39141.63333333333	57248.0	4.592638944287067	4.757760318887279	7.166659333333333	6.977975245847205e-05	0.6408339968004247	NDIC	6.280223575959304	NDIC	6.280223575959304	3	2	80.33859999999999	True	candidate_substrate	Tier 1
O14548	COX7R_HUMAN	Cytochrome c oxidase subunit 7A-related protein, mitochondrial (COX7a-related protein) (Cytochrome c oxidase subunit VIIa-related protein) (EB1)	12.615	9167.0	COX7A2L	X	o	X	X	X	respiratory chain	complex IV subunit	38558.45		4.58611956750318		6.849152666666666	6.874008228703719e-05	0.6695893332649488	NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 1
Q8NFF5	FAD1_HUMAN	FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase) [Includes: Molybdenum cofactor biosynthesis protein-like region; FAD synthase region]	65.266	80308.0	FLAD1	X	X	X	X	o	enzyme co-factor metabolism	FAD synthesis	31354.0	35536.0	4.496292954006043	4.550668541204398	6.624861333333333	5.589634801263444e-05	0.6786999346511167	9.5209	7.719623282383821	NDIC	8.62026164119191	3	1	9.5209	True	candidate_substrate	Tier 1
Q9Y512	SAM50_HUMAN	Sorting and assembly machinery component 50 homolog (Transformation-related gene 3 protein) (TRG-3)	51.976	25813.0	SAMM50	X	X	X	X	X	protein import and sorting		29894.0	11627.0	4.475584030184811	4.06546767246565	7.000754333333333	5.329353280250348e-05	0.6393002549560699	NDIC	7.530687551773477	NDIC	7.530687551773477	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9H0R6	GATA_HUMAN	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7) (Glutaminyl-tRNA synthase-like protein 1)	57.46	55278.0	QRSL1	X	o	X	X	o	mitochondrial protein synthesis	tRNA ligase	28728.0		4.4583053921180165		5.5154266666666665	5.121484613468656e-05	0.8083337267563494	NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 1
Q9Y2Z2	MTO1_HUMAN	Protein MTO1 homolog, mitochondrial	79.964	25821.0	MTO1	X	o	X	X	o	tRNA modification		16786.25	5176.4	4.224953686834513	3.714027828534035	5.366573	2.992568960346638e-05	0.7872721915521345	NDIC	8.950147677436679	NDIC	8.950147677436679	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q8NFV4	ABHDB_HUMAN	Protein ABHD11 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 11) (Abhydrolase domain-containing protein 11) (Williams-Beuren syndrome chromosomal region 21 protein)	34.69	83451.0	ABHD11	X	o	X	X	o	?		10198.95	15556.0	4.008555462675773	4.1918979344754215	6.201193333333333	1.818217958038713e-05	0.646416785802911	NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 1
P54819	KAD2_HUMAN	Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) [Cleaved into: Adenylate kinase 2, mitochondrial, N-terminally processed]	26.478	204.0	AK2	X	X	X	o	X	adenine metabolism		104394.56666666668	71399.8	5.018677895906763	4.853696995263316				NDIC	5.466273095003826	NDIC	5.466273095003826	3	2	80.33859999999999	True	candidate_substrate	Tier 1
P05141	ADT2_HUMAN	ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]	32.852	292.0	SLC25A5	X	X	X	o	o	ATP/ADP transporter		1020703.3333333334	860210.0	6.008899533058299	5.934604486950431				8.4505	14.524328249818447	22.630578437584866	14.524328249818447	3	0	14.524328249818447	True	candidate_substrate	Tier 1
P12236	ADT3_HUMAN	ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]	32.866	293.0	SLC25A6	X	X	X	o	o	ATP/ADP transporter		3605713.3333333335	2676170.0	6.556991195847184	6.427513697928706				11.858	13.30831370357062	6.592827004219409	11.858	3	0	11.858	True	candidate_substrate	Tier 1
P36404	ARL2_HUMAN	ADP-ribosylation factor-like protein 2	20.878	402.0	ARL2	X	o	X	o	o	regulator cofactor		391390.0	374830.0	5.5926097252558105	5.573834342922926				NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 1
P36542	ATPG_HUMAN	ATP synthase subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)	32.996	509.0	ATP5C1	X	X	X	o	o	respiratory chain	complex V subunit	8873300.0	6430366.666666667	6.948085164956568	6.808235737585168				21.403	43.616696471409256	46.32417658776116	43.616696471409256	3	0	43.616696471409256	True	candidate_substrate	Tier 1
P04406	G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-)	36.053	2597.0	GAPDH	X	X	X	o	o	glycolysis and nuclear functions		416183.3333333333	403136.6666666667	5.619284684269899	5.6054523005266645				0.66989	6.5608187901850155	3.394778830159215	3.394778830159215	3	0	3.394778830159215	True	candidate_substrate	Tier 2
P55084	ECHB_HUMAN	Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]	51.294	3032.0	HADHB	X	X	X	o	o	lipid metabolism	fatty acid oxidation	1405240.0	671996.6666666666	6.147750503439964	5.82736711880998				21.222	9.11826388255676		15.17013194127838	2	0	15.170131941278381	True	candidate_substrate	Tier 1
P00846	ATP6_HUMAN	ATP synthase subunit a (F-ATPase protein 6)	24.817	4508.0	MT-ATP6	X	X	X	o	o	respiratory chain	complex V subunit	5007133.333333333	4197733.333333333	6.699589156240118	6.623014845980466				36.878	51.200655368388716	NDIC	44.03932768419436	3	1	51.20065536838872	True	candidate_substrate	Tier 1
O00483	NDUA4_HUMAN	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	9.37	4697.0	NDUFA4	X	X	X	o	o	respiratory chain	complex IV subunit	753984.6666666666	499500.0	5.87736251397353	5.698535492562001				10.327	10.427419943483384		10.377209971741692	2	0	10.377209971741692	True	candidate_substrate	Tier 1
P51970	NDUA8_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (Complex I-PGIV) (CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit)	20.105	4702.0	NDUFA8	X	o	X	o	X	respiratory chain	complex I subunit	105743.0	46207.66666666666	5.0242516274703	4.664714038646898				NDIC		3.0003000300030003	3.0003000300030003	2	1	41.669450015001495	True	candidate_substrate	Tier 1
O95299	NDUAA_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)	40.751	4705.0	NDUFA10	X	X	X	o	o	respiratory chain	complex I subunit	896083.3333333334	774573.3333333334	5.952348399755798	5.889062541209916				8.2674	7.721411474017451	40.28197381671702	8.2674	3	0	8.2674	True	candidate_substrate	Tier 1
O75438	NDUB1_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 (Complex I-MNLL) (CI-MNLL) (NADH-ubiquinone oxidoreductase MNLL subunit)	6.961	4707.0	NDUFB1	X	o	X	o	o	respiratory chain	complex I subunit	263980.0	124350.0	5.421571024526401	5.094645789605955				NDIC	NDIC	NDIC		3	3	80.63584821702139	True	candidate_substrate	Tier 1
P07237	PDIA1_HUMAN	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)	57.116	5034.0	P4HB	X	X	X	o	X	multifunctional enzyme	disulphide bond rearrangement	64173.0	48223.3	4.807352342438942	4.683256926546453				5.204	19.343108050601572	14.189831566699304	14.189831566699304	3	0	14.189831566699304	True	candidate_substrate	Tier 1
