uniprot_accession	model_path	model_version	file_size_bytes	has_structure	source_dataset	residues_modeled	mean_plddt	min_plddt	fraction_plddt_gt70
P99999	data/raw/alphafold/pilot/AF-P99999-F1-model_v6.cif	v6	108338	True	mito	105	97.93	75.75	1.0
Q00059	data/raw/alphafold/pilot/AF-Q00059-F1-model_v6.cif	v6	245285	True	matrix,mito	246	85.39	30.84	0.7886
Q00325	data/raw/alphafold/pilot/AF-Q00325-F1-model_v6.cif	v6	334877	True	mito	362	79.83	24.22	0.8066
Q02127	data/raw/alphafold/pilot/AF-Q02127-F1-model_v6.cif	v6	360936	True	mito	395	96.11	62.72	0.9823
Q02218	data/raw/alphafold/pilot/AF-Q02218-F1-model_v6.cif	v6	975979	True	hsp60,matrix,mito	1023	90.43	25.12	0.9218
Q02221	data/raw/alphafold/pilot/AF-Q02221-F1-model_v6.cif	v6	98779	True	mito	97	85.68	46.88	0.7629
Q02252	data/raw/alphafold/pilot/AF-Q02252-F1-model_v6.cif	v6	479644	True	mito	535	93.74	37.06	0.914
Q02318	data/raw/alphafold/pilot/AF-Q02318-F1-model_v6.cif	v6	498380	True	mito	531	88.02	26.23	0.8908
Q02338	data/raw/alphafold/pilot/AF-Q02338-F1-model_v6.cif	v6	319647	True	mito	343	86.86	24.05	0.8455
Q02978	data/raw/alphafold/pilot/AF-Q02978-F1-model_v6.cif	v6	287079	True	mito	314	86.75	27.5	0.9236
Q04837	data/raw/alphafold/pilot/AF-Q04837-F1-model_v6.cif	v6	152186	True	hsp60,matrix,mito	148	83.72	39.69	0.723
Q05932	data/raw/alphafold/pilot/AF-Q05932-F1-model_v6.cif	v6	534849	True	matrix,mito	587	82.28	23.64	0.7751
Q06055	data/raw/alphafold/pilot/AF-Q06055-F1-model_v6.cif	v6	131153	True	mito	141	72.29	29.8	0.5532
Q07021	data/raw/alphafold/pilot/AF-Q07021-F1-model_v6.cif	v6	265216	True	hsp60,matrix,mito	282	75.07	27.72	0.6418
Q07812	data/raw/alphafold/pilot/AF-Q07812-F1-model_v6.cif	v6	183762	True	mito	192	85.95	34.0	0.875
Q07817	data/raw/alphafold/pilot/AF-Q07817-F1-model_v6.cif	v6	222989	True	mito	233	72.48	34.78	0.5665
Q07820	data/raw/alphafold/pilot/AF-Q07820-F1-model_v6.cif	v6	313217	True	mito	350	63.63	31.45	0.4286
Q07973	data/raw/alphafold/pilot/AF-Q07973-F1-model_v6.cif	v6	485507	True	mito	514	88.61	26.38	0.9027
Q08257	data/raw/alphafold/pilot/AF-Q08257-F1-model_v6.cif	v6	299268	True	matrix,mito	329	96.86	37.0	0.9909
Q08426	data/raw/alphafold/pilot/AF-Q08426-F1-model_v6.cif	v6	654896	True	mito	723	94.98	28.0	0.971
Q08AE8	data/raw/alphafold/pilot/AF-Q08AE8-F1-model_v6.cif	v6	695255	True	mito	756	64.04	25.62	0.4616
Q08AH1	data/raw/alphafold/pilot/AF-Q08AH1-F1-model_v6.cif	v6	540401	True	matrix,mito	577	88.99	21.39	0.9168
Q08AH3	data/raw/alphafold/pilot/AF-Q08AH3-F1-model_v6.cif	v6	531030	True	matrix,mito	577	91.43	27.77	0.9203
Q08J23	data/raw/alphafold/pilot/AF-Q08J23-F1-model_v6.cif	v6	707831	True	matrix,mito	767	78.08	18.69	0.7627
Q09013	data/raw/alphafold/pilot/AF-Q09013-F1-model_v6.cif	v6	571569	True	mito	629	77.64	26.56	0.7297
Q10713	data/raw/alphafold/pilot/AF-Q10713-F1-model_v6.cif	v6	481126	True	hsp60,matrix,mito	525	88.27	22.52	0.8838
Q12849	data/raw/alphafold/pilot/AF-Q12849-F1-model_v6.cif	v6	438974	True	hsp60,matrix,mito	480	65.54	29.98	0.4813
Q12887	data/raw/alphafold/pilot/AF-Q12887-F1-model_v6.cif	v6	405225	True	mito	443	77.43	28.98	0.6795
Q12931	data/raw/alphafold/pilot/AF-Q12931-F1-model_v6.cif	v6	656146	True	matrix,mito	704	86.02	27.52	0.858
Q12983	data/raw/alphafold/pilot/AF-Q12983-F1-model_v6.cif	v6	186764	True	mito	194	63.62	35.03	0.3814
Q13011	data/raw/alphafold/pilot/AF-Q13011-F1-model_v6.cif	v6	301296	True	hsp60,matrix,mito	328	88.17	25.8	0.8537
Q13057	data/raw/alphafold/pilot/AF-Q13057-F1-model_v6.cif	v6	517453	True	matrix,mito	564	89.26	24.59	0.9149
Q13084	data/raw/alphafold/pilot/AF-Q13084-F1-model_v6.cif	v6	256666	True	matrix,mito	256	92.31	38.16	0.957
Q13085	data/raw/alphafold/pilot/AF-Q13085-F1-model_v6.cif	v6	2231303	True	matrix,mito	2346	82.78	23.22	0.8708
Q13162	data/raw/alphafold/pilot/AF-Q13162-F1-model_v6.cif	v6	261592	True	hsp60,mito	271	84.33	29.86	0.7306
Q13232	data/raw/alphafold/pilot/AF-Q13232-F1-model_v6.cif	v6	167969	True	mito	169	92.29	50.81	0.8817
Q13268	data/raw/alphafold/pilot/AF-Q13268-F1-model_v6.cif	v6	255764	True	matrix,mito	280	89.75	39.25	0.8893
Q13323	data/raw/alphafold/pilot/AF-Q13323-F1-model_v6.cif	v6	156621	True	mito	160	62.5	29.95	0.4
Q13405	data/raw/alphafold/pilot/AF-Q13405-F1-model_v6.cif	v6	169136	True	hsp60,matrix,mito	166	84.54	36.75	0.7711
Q13423	data/raw/alphafold/pilot/AF-Q13423-F1-model_v6.cif	v6	962826	True	mito	1086	90.86	28.88	0.9392
Q13472	data/raw/alphafold/pilot/AF-Q13472-F1-model_v6.cif	v6	943538	True	matrix,mito	1001	83.2	26.06	0.8142
Q13505	data/raw/alphafold/pilot/AF-Q13505-F1-model_v6.cif	v6	426975	True	mito	466	70.98	29.91	0.573
Q13686	data/raw/alphafold/pilot/AF-Q13686-F1-model_v6.cif	v6	368374	True	matrix,mito	389	86.0	19.77	0.8535
Q13794	data/raw/alphafold/pilot/AF-Q13794-F1-model_v6.cif	v6	60163	True	mito	54	81.94	48.62	0.6667
Q13825	data/raw/alphafold/pilot/AF-Q13825-F1-model_v6.cif	v6	301117	True	matrix,mito	339	85.7	29.77	0.7876
Q13907	data/raw/alphafold/pilot/AF-Q13907-F1-model_v6.cif	v6	225805	True	matrix,mito	227	97.11	46.94	0.9868
Q14061	data/raw/alphafold/pilot/AF-Q14061-F1-model_v6.cif	v6	66671	True	mito	63	72.21	43.19	0.6032
Q14154	data/raw/alphafold/pilot/AF-Q14154-F1-model_v6.cif	v6	462389	True	mito	515	61.08	21.83	0.4233
Q14197	data/raw/alphafold/pilot/AF-Q14197-F1-model_v6.cif	v6	203357	True	hsp60,matrix,mito	206	84.44	44.44	0.7864
Q14249	data/raw/alphafold/pilot/AF-Q14249-F1-model_v6.cif	v6	278514	True	mito	297	84.34	29.61	0.7744
Q14296	data/raw/alphafold/pilot/AF-Q14296-F1-model_v6.cif	v6	504743	True	mito	549	73.78	21.19	0.674
Q14318	data/raw/alphafold/pilot/AF-Q14318-F1-model_v6.cif	v6	371339	True	mito	412	80.63	30.0	0.6869
Q14596	data/raw/alphafold/pilot/AF-Q14596-F1-model_v6.cif	v6	869468	True	mito	966	58.59	18.91	0.411
Q14790	data/raw/alphafold/pilot/AF-Q14790-F1-model_v6.cif	v6	456359	True	mito	479	81.87	22.09	0.8205
Q14CZ7	data/raw/alphafold/pilot/AF-Q14CZ7-F1-model_v6.cif	v6	618767	True	matrix,mito	662	81.65	21.97	0.8142
Q15031	data/raw/alphafold/pilot/AF-Q15031-F1-model_v6.cif	v6	833965	True	matrix,mito	903	90.48	25.05	0.9402
Q15046	data/raw/alphafold/pilot/AF-Q15046-F1-model_v6.cif	v6	558767	True	matrix,mito	597	90.53	27.31	0.8961
Q15070	data/raw/alphafold/pilot/AF-Q15070-F1-model_v6.cif	v6	402033	True	mito	435	73.75	27.39	0.6529
Q15118	data/raw/alphafold/pilot/AF-Q15118-F1-model_v6.cif	v6	409160	True	hsp60,matrix,mito	436	85.94	27.12	0.8303
Q15119	data/raw/alphafold/pilot/AF-Q15119-F1-model_v6.cif	v6	384017	True	hsp60,matrix,mito	407	90.76	34.94	0.9091
Q15120	data/raw/alphafold/pilot/AF-Q15120-F1-model_v6.cif	v6	391297	True	hsp60,matrix,mito	406	91.42	34.91	0.931
Q15388	data/raw/alphafold/pilot/AF-Q15388-F1-model_v6.cif	v6	144251	True	mito	145	76.43	37.91	0.7241
Q15390	data/raw/alphafold/pilot/AF-Q15390-F1-model_v6.cif	v6	309302	True	mito	333	65.68	33.78	0.3934
Q15526	data/raw/alphafold/pilot/AF-Q15526-F1-model_v6.cif	v6	281865	True	mito	300	81.39	30.19	0.7733
Q15785	data/raw/alphafold/pilot/AF-Q15785-F1-model_v6.cif	v6	289916	True	mito	309	87.79	28.16	0.8867
Q16134	data/raw/alphafold/pilot/AF-Q16134-F1-model_v6.cif	v6	566907	True	mito	617	93.59	27.33	0.9335
Q16526	data/raw/alphafold/pilot/AF-Q16526-F1-model_v6.cif	v6	546550	True	mito	586	84.29	23.06	0.8089
Q16540	data/raw/alphafold/pilot/AF-Q16540-F1-model_v6.cif	v6	157597	True	hsp60,matrix,mito	153	92.33	62.0	0.9412
Q16548	data/raw/alphafold/pilot/AF-Q16548-F1-model_v6.cif	v6	174902	True	mito	175	87.29	53.84	0.8514
Q16595	data/raw/alphafold/pilot/AF-Q16595-F1-model_v6.cif	v6	200506	True	matrix,mito	210	75.51	34.03	0.5714
Q16611	data/raw/alphafold/pilot/AF-Q16611-F1-model_v6.cif	v6	202782	True	mito	211	81.31	36.53	0.7725
Q16635	data/raw/alphafold/pilot/AF-Q16635-F1-model_v6.cif	v6	257471	True	mito	262	94.85	34.0	0.9771
Q16654	data/raw/alphafold/pilot/AF-Q16654-F1-model_v6.cif	v6	386627	True	mito	411	89.04	28.09	0.8881
Q16698	data/raw/alphafold/pilot/AF-Q16698-F1-model_v6.cif	v6	304859	True	matrix,mito	335	89.68	29.38	0.8597
Q16718	data/raw/alphafold/pilot/AF-Q16718-F1-model_v6.cif	v6	121285	True	mito	116	88.55	37.38	0.9569
Q16740	data/raw/alphafold/pilot/AF-Q16740-F1-model_v6.cif	v6	256057	True	hsp60,matrix,mito	277	82.28	31.11	0.7148
Q16762	data/raw/alphafold/pilot/AF-Q16762-F1-model_v6.cif	v6	284985	True	hsp60,matrix,mito	297	96.42	36.31	0.9697
Q16774	data/raw/alphafold/pilot/AF-Q16774-F1-model_v6.cif	v6	189359	True	matrix,mito	197	93.96	43.28	0.9797
Q16775	data/raw/alphafold/pilot/AF-Q16775-F1-model_v6.cif	v6	286142	True	hsp60,matrix,mito	308	90.92	32.16	0.8766
Q16795	data/raw/alphafold/pilot/AF-Q16795-F1-model_v6.cif	v6	357996	True	hsp60,mito	377	89.61	30.7	0.9072
Q16798	data/raw/alphafold/pilot/AF-Q16798-F1-model_v6.cif	v6	554185	True	matrix,mito	604	91.69	24.58	0.9305
Q16822	data/raw/alphafold/pilot/AF-Q16822-F1-model_v6.cif	v6	585071	True	hsp60,matrix,mito	640	93.92	28.8	0.9547
Q16836	data/raw/alphafold/pilot/AF-Q16836-F1-model_v6.cif	v6	290712	True	hsp60,matrix,mito	314	96.82	73.75	1.0
Q16854	data/raw/alphafold/pilot/AF-Q16854-F1-model_v6.cif	v6	272141	True	matrix,mito	277	86.08	28.95	0.8375
Q16881			0	False	mito				
Q16891	data/raw/alphafold/pilot/AF-Q16891-F1-model_v6.cif	v6	689192	True	mito	758	73.81	27.47	0.6807
Q2M3C7	data/raw/alphafold/pilot/AF-Q2M3C7-F1-model_v6.cif	v6	1550107	True	mito	1700	47.05	23.22	0.2194
Q2QL34	data/raw/alphafold/pilot/AF-Q2QL34-F1-model_v6.cif	v6	192386	True	mito	196	85.67	36.72	0.8418
Q2VYF4	data/raw/alphafold/pilot/AF-Q2VYF4-F1-model_v6.cif	v6	458084	True	mito	491	61.84	22.55	0.5153
Q32NB8	data/raw/alphafold/pilot/AF-Q32NB8-F1-model_v6.cif	v6	518990	True	mito	556	85.15	28.05	0.8112
Q32P41	data/raw/alphafold/pilot/AF-Q32P41-F1-model_v6.cif	v6	481512	True	matrix,mito	509	80.72	23.75	0.7642
Q330K2	data/raw/alphafold/pilot/AF-Q330K2-F1-model_v6.cif	v6	319271	True	mito	333	86.53	24.02	0.8378
Q3KQZ1	data/raw/alphafold/pilot/AF-Q3KQZ1-F1-model_v6.cif	v6	274575	True	mito	300	87.97	46.91	0.99
Q3MIX3	data/raw/alphafold/pilot/AF-Q3MIX3-F1-model_v6.cif	v6	541898	True	mito	580	82.4	29.47	0.8397
Q3SXM5	data/raw/alphafold/pilot/AF-Q3SXM5-F1-model_v6.cif	v6	311803	True	mito	330	92.37	48.75	0.9636
Q3SY17	data/raw/alphafold/pilot/AF-Q3SY17-F1-model_v6.cif	v6	283828	True	mito	297	80.74	27.47	0.8215
Q3SY69	data/raw/alphafold/pilot/AF-Q3SY69-F1-model_v6.cif	v6	833303	True	matrix,mito	923	92.73	24.94	0.9621
Q3ZCQ8	data/raw/alphafold/pilot/AF-Q3ZCQ8-F1-model_v6.cif	v6	333478	True	mito	353	79.85	30.69	0.7762
Q46851	data/raw/alphafold/pilot/AF-Q46851-F1-model_v6.cif	v6	327014	True	groel	346	95.85	56.84	0.9971
Q49AM1	data/raw/alphafold/pilot/AF-Q49AM1-F1-model_v6.cif	v6	368444	True	matrix,mito	385	85.26	24.77	0.8494
Q49B96	data/raw/alphafold/pilot/AF-Q49B96-F1-model_v6.cif	v6	93394	True	mito	90	80.52	36.31	0.6889
Q4G0I0	data/raw/alphafold/pilot/AF-Q4G0I0-F1-model_v6.cif	v6	134407	True	mito	132	62.97	35.94	0.197
Q4G0N4	data/raw/alphafold/pilot/AF-Q4G0N4-F1-model_v6.cif	v6	410922	True	hsp60,matrix,mito	442	83.09	22.0	0.7986
Q4G176	data/raw/alphafold/pilot/AF-Q4G176-F1-model_v6.cif	v6	531117	True	hsp60,matrix,mito	576	86.16	26.28	0.8646
Q4J6C6	data/raw/alphafold/pilot/AF-Q4J6C6-F1-model_v6.cif	v6	686547	True	matrix,mito	727	82.76	18.89	0.8116
Q4U2R6	data/raw/alphafold/pilot/AF-Q4U2R6-F1-model_v6.cif	v6	135632	True	matrix,mito	128	85.86	44.56	0.75
Q4VC31	data/raw/alphafold/pilot/AF-Q4VC31-F1-model_v6.cif	v6	146029	True	mito	144	85.69	33.5	0.8542
Q53FZ2	data/raw/alphafold/pilot/AF-Q53FZ2-F1-model_v6.cif	v6	547757	True	matrix,mito	586	90.09	23.44	0.9266
Q53H12	data/raw/alphafold/pilot/AF-Q53H12-F1-model_v6.cif	v6	393063	True	mito	422	86.97	31.53	0.9218
Q53H82	data/raw/alphafold/pilot/AF-Q53H82-F1-model_v6.cif	v6	278297	True	matrix,mito	288	95.76	47.62	0.9896
Q53R41	data/raw/alphafold/pilot/AF-Q53R41-F1-model_v6.cif	v6	790701	True	matrix,mito	847	85.09	24.44	0.8808
Q53S33	data/raw/alphafold/pilot/AF-Q53S33-F1-model_v6.cif	v6	110243	True	matrix,mito	107	80.97	51.41	0.7383
Q53S58	data/raw/alphafold/pilot/AF-Q53S58-F1-model_v6.cif	v6	287406	True	mito	311	90.47	45.44	0.955
Q567V2	data/raw/alphafold/pilot/AF-Q567V2-F1-model_v6.cif	v6	200025	True	mito	206	87.63	43.47	0.8738
Q56VL3	data/raw/alphafold/pilot/AF-Q56VL3-F1-model_v6.cif	v6	150036	True	mito	154	57.35	32.41	0.1039
Q5BKU9	data/raw/alphafold/pilot/AF-Q5BKU9-F1-model_v6.cif	v6	140645	True	mito	147	64.01	36.22	0.4082
Q5EBM0	data/raw/alphafold/pilot/AF-Q5EBM0-F1-model_v6.cif	v6	412106	True	matrix,mito	449	86.6	27.0	0.8931
Q5H9E4	data/raw/alphafold/pilot/AF-Q5H9E4-F1-model_v6.cif	v6	291005	True	mito	307	85.92	29.98	0.8893
Q5HYI7	data/raw/alphafold/pilot/AF-Q5HYI7-F1-model_v6.cif	v6	296478	True	mito	312	84.25	30.34	0.8045
Q5HYK3	data/raw/alphafold/pilot/AF-Q5HYK3-F1-model_v6.cif	v6	311732	True	mito	327	82.64	28.33	0.8043
Q5JPH6	data/raw/alphafold/pilot/AF-Q5JPH6-F1-model_v6.cif	v6	485669	True	hsp60,matrix,mito	523	89.46	30.23	0.9101
Q5JRX3	data/raw/alphafold/pilot/AF-Q5JRX3-F1-model_v6.cif	v6	987727	True	hsp60,matrix,mito	1037	94.34	27.81	0.9527
Q5JTJ3	data/raw/alphafold/pilot/AF-Q5JTJ3-F1-model_v6.cif	v6	125647	True	mito	125	77.21	46.5	0.544
Q5JTZ9	data/raw/alphafold/pilot/AF-Q5JTZ9-F1-model_v6.cif	v6	876321	True	hsp60,matrix,mito	985	87.86	26.02	0.9249
Q5RI15	data/raw/alphafold/pilot/AF-Q5RI15-F1-model_v6.cif	v6	119635	True	mito	118	65.9	31.31	0.4661
Q5SQH8	data/raw/alphafold/pilot/AF-Q5SQH8-F1-model_v6.cif	v6	301226	True	matrix,mito	315	61.35	25.73	0.4032
Q5ST30	data/raw/alphafold/pilot/AF-Q5ST30-F1-model_v6.cif	v6	1000499	True	matrix,mito	1063	87.78	21.44	0.8984
Q5SVS4	data/raw/alphafold/pilot/AF-Q5SVS4-F1-model_v6.cif	v6	273929	True	mito	291	80.43	36.38	0.8419
Q5SXM8	data/raw/alphafold/pilot/AF-Q5SXM8-F1-model_v6.cif	v6	168163	True	matrix,mito	178	67.48	31.89	0.4157
Q5T160	data/raw/alphafold/pilot/AF-Q5T160-F1-model_v6.cif	v6	539174	True	matrix,mito	578	89.09	47.03	0.9256
Q5T1C6	data/raw/alphafold/pilot/AF-Q5T1C6-F1-model_v6.cif	v6	231106	True	mito	240	83.87	29.91	0.7708
Q5T2R2	data/raw/alphafold/pilot/AF-Q5T2R2-F1-model_v6.cif	v6	383796	True	mito	415	78.37	19.42	0.747
Q5T440	data/raw/alphafold/pilot/AF-Q5T440-F1-model_v6.cif	v6	323274	True	hsp60,matrix,mito	356	85.21	27.73	0.823
Q5T653	data/raw/alphafold/pilot/AF-Q5T653-F1-model_v6.cif	v6	283171	True	matrix,mito	305	85.35	34.62	0.7934
Q5T9A4	data/raw/alphafold/pilot/AF-Q5T9A4-F1-model_v6.cif	v6	591490	True	hsp60,mito	648	76.81	27.52	0.716
Q5TC12	data/raw/alphafold/pilot/AF-Q5TC12-F1-model_v6.cif	v6	307009	True	matrix,mito	328	74.64	24.53	0.6738
Q5TEU4	data/raw/alphafold/pilot/AF-Q5TEU4-F1-model_v6.cif	v6	326870	True	mito	345	85.25	21.42	0.8493
Q5TGZ0	data/raw/alphafold/pilot/AF-Q5TGZ0-F1-model_v6.cif	v6	81663	True	mito	78	73.27	36.78	0.6667
Q5THJ4			0	False	mito				
Q5U5X0	data/raw/alphafold/pilot/AF-Q5U5X0-F1-model_v6.cif	v6	108908	True	hsp60,matrix,mito	104	91.74	43.78	0.9615
Q5VT66	data/raw/alphafold/pilot/AF-Q5VT66-F1-model_v6.cif	v6	316785	True	mito	337	91.29	38.12	0.8783
Q5VTE6	data/raw/alphafold/pilot/AF-Q5VTE6-F1-model_v6.cif	v6	513578	True	matrix,mito	544	74.41	24.2	0.6342
Q5VUM1	data/raw/alphafold/pilot/AF-Q5VUM1-F1-model_v6.cif	v6	111806	True	matrix,mito	108	65.33	40.16	0.3519
Q5VWZ2	data/raw/alphafold/pilot/AF-Q5VWZ2-F1-model_v6.cif	v6	225646	True	mito	237	95.54	33.75	0.9494
Q5XKP0	data/raw/alphafold/pilot/AF-Q5XKP0-F1-model_v6.cif	v6	117773	True	mito	118	86.2	59.28	0.8814
Q68CK6	data/raw/alphafold/pilot/AF-Q68CK6-F1-model_v6.cif	v6	531545	True	matrix,mito	577	91.41	27.02	0.9203
Q6DKK2	data/raw/alphafold/pilot/AF-Q6DKK2-F1-model_v6.cif	v6	352342	True	mito	380	79.19	20.53	0.7526
Q6IAN0	data/raw/alphafold/pilot/AF-Q6IAN0-F1-model_v6.cif	v6	296282	True	mito	325	92.79	44.62	0.9323
Q6IB77	data/raw/alphafold/pilot/AF-Q6IB77-F1-model_v6.cif	v6	286311	True	matrix,mito	296	95.64	70.56	1.0
Q6IN84	data/raw/alphafold/pilot/AF-Q6IN84-F1-model_v6.cif	v6	324315	True	matrix,mito	353	78.72	30.19	0.6884
Q6IPR1	data/raw/alphafold/pilot/AF-Q6IPR1-F1-model_v6.cif	v6	96943	True	matrix,mito	90	91.06	48.03	0.8889
Q6J4K2	data/raw/alphafold/pilot/AF-Q6J4K2-F1-model_v6.cif	v6	530137	True	mito	584	80.67	19.83	0.8031
Q6JQN1	data/raw/alphafold/pilot/AF-Q6JQN1-F1-model_v6.cif	v6	1000186	True	matrix,mito	1059	86.91	22.7	0.8867
Q6KCM7	data/raw/alphafold/pilot/AF-Q6KCM7-F1-model_v6.cif	v6	434608	True	mito	469	73.95	23.92	0.6247
Q6L8Q7	data/raw/alphafold/pilot/AF-Q6L8Q7-F1-model_v6.cif	v6	557602	True	matrix,mito	609	89.67	28.02	0.8768
Q6NUI2	data/raw/alphafold/pilot/AF-Q6NUI2-F1-model_v6.cif	v6	719633	True	mito	795	78.08	22.75	0.7723
Q6NUK1	data/raw/alphafold/pilot/AF-Q6NUK1-F1-model_v6.cif	v6	440772	True	mito	477	81.34	28.94	0.8239
Q6NUN0	data/raw/alphafold/pilot/AF-Q6NUN0-F1-model_v6.cif	v6	537215	True	matrix,mito	579	90.35	33.88	0.9171
Q6NVY1	data/raw/alphafold/pilot/AF-Q6NVY1-F1-model_v6.cif	v6	363156	True	hsp60,matrix,mito	386	93.89	31.86	0.9119
Q6P087	data/raw/alphafold/pilot/AF-Q6P087-F1-model_v6.cif	v6	324250	True	hsp60,matrix,mito	351	83.51	22.31	0.8262
Q6P161	data/raw/alphafold/pilot/AF-Q6P161-F1-model_v6.cif	v6	141490	True	matrix,mito	138	73.0	27.45	0.6087
Q6P1L8	data/raw/alphafold/pilot/AF-Q6P1L8-F1-model_v6.cif	v6	143491	True	hsp60,matrix,mito	145	85.47	40.59	0.8069
Q6P1Q0	data/raw/alphafold/pilot/AF-Q6P1Q0-F1-model_v6.cif	v6	347772	True	mito	360	81.26	29.59	0.8444
Q6P1S2	data/raw/alphafold/pilot/AF-Q6P1S2-F1-model_v6.cif	v6	287357	True	matrix,mito	294	68.17	29.66	0.5544
Q6P1X6	data/raw/alphafold/pilot/AF-Q6P1X6-F1-model_v6.cif	v6	208181	True	matrix,mito	216	86.98	32.22	0.8565
Q6P444	data/raw/alphafold/pilot/AF-Q6P444-F1-model_v6.cif	v6	358228	True	mito	385	61.8	32.31	0.3377
Q6P4A7	data/raw/alphafold/pilot/AF-Q6P4A7-F1-model_v6.cif	v6	318203	True	mito	337	85.36	23.58	0.8843
Q6P4F2	data/raw/alphafold/pilot/AF-Q6P4F2-F1-model_v6.cif	v6	171816	True	matrix,mito	183	76.59	37.19	0.5902
Q6P4H8	data/raw/alphafold/pilot/AF-Q6P4H8-F1-model_v6.cif	v6	224482	True	mito	233	81.93	32.66	0.7639
Q6P587	data/raw/alphafold/pilot/AF-Q6P587-F1-model_v6.cif	v6	212516	True	hsp60,matrix,mito	221	95.97	47.19	0.9864
Q6PI48	data/raw/alphafold/pilot/AF-Q6PI48-F1-model_v6.cif	v6	605934	True	hsp60,matrix,mito	645	89.18	25.59	0.9039
Q6PI78	data/raw/alphafold/pilot/AF-Q6PI78-F1-model_v6.cif	v6	218401	True	mito	240	72.35	27.77	0.6333
Q6PIV7	data/raw/alphafold/pilot/AF-Q6PIV7-F1-model_v6.cif	v6	273225	True	mito	304	84.73	39.03	0.9605
Q6PML9	data/raw/alphafold/pilot/AF-Q6PML9-F1-model_v6.cif	v6	520064	True	mito	568	74.93	18.42	0.7148
Q6Q0C1	data/raw/alphafold/pilot/AF-Q6Q0C1-F1-model_v6.cif	v6	281232	True	mito	308	84.48	43.69	0.9188
Q6UB28	data/raw/alphafold/pilot/AF-Q6UB28-F1-model_v6.cif	v6	314009	True	matrix,mito	335	88.73	21.3	0.8597
Q6UB35	data/raw/alphafold/pilot/AF-Q6UB35-F1-model_v6.cif	v6	865856	True	hsp60,matrix,mito	978	87.13	18.44	0.8957
Q6UW68	data/raw/alphafold/pilot/AF-Q6UW68-F1-model_v6.cif	v6	183686	True	mito	189	93.13	42.78	0.9577
Q6UW78	data/raw/alphafold/pilot/AF-Q6UW78-F1-model_v6.cif	v6	91252	True	mito	93	73.89	37.72	0.6344
Q6UWS5	data/raw/alphafold/pilot/AF-Q6UWS5-F1-model_v6.cif	v6	84063	True	mito	81	94.94	60.09	0.9877
Q6UXN7	data/raw/alphafold/pilot/AF-Q6UXN7-F1-model_v6.cif	v6	154611	True	mito	152	81.13	45.28	0.7632
Q6UXV4	data/raw/alphafold/pilot/AF-Q6UXV4-F1-model_v6.cif	v6	246709	True	mito	268	70.77	29.08	0.5261
Q6YFQ2	data/raw/alphafold/pilot/AF-Q6YFQ2-F1-model_v6.cif	v6	95340	True	mito	88	89.06	34.59	0.8523
Q6YN16	data/raw/alphafold/pilot/AF-Q6YN16-F1-model_v6.cif	v6	379415	True	matrix,mito	418	90.1	28.61	0.9139
Q6YP21	data/raw/alphafold/pilot/AF-Q6YP21-F1-model_v6.cif	v6	427783	True	matrix,mito	454	91.31	34.16	0.9075
Q6ZT89	data/raw/alphafold/pilot/AF-Q6ZT89-F1-model_v6.cif	v6	281993	True	mito	311	75.48	33.0	0.7395
Q709F0	data/raw/alphafold/pilot/AF-Q709F0-F1-model_v6.cif	v6	714967	True	mito	780	90.7	25.05	0.9321
Q70CQ3	data/raw/alphafold/pilot/AF-Q70CQ3-F1-model_v6.cif	v6	482795	True	mito	517	76.78	26.62	0.6654
Q70HW3	data/raw/alphafold/pilot/AF-Q70HW3-F1-model_v6.cif	v6	250542	True	mito	274	87.84	44.59	0.9635
Q7KZF4	data/raw/alphafold/pilot/AF-Q7KZF4-F1-model_v6.cif	v6	835457	True	mito	910	89.95	28.11	0.9308
Q7KZN9	data/raw/alphafold/pilot/AF-Q7KZN9-F1-model_v6.cif	v6	382234	True	mito	410	85.39	31.5	0.8244
Q7L0Y3	data/raw/alphafold/pilot/AF-Q7L0Y3-F1-model_v6.cif	v6	391244	True	matrix,mito	403	78.19	24.2	0.727
Q7L2E3	data/raw/alphafold/pilot/AF-Q7L2E3-F1-model_v6.cif	v6	1126142	True	hsp60,matrix,mito	1194	81.07	21.5	0.8224
Q7L311	data/raw/alphafold/pilot/AF-Q7L311-F1-model_v6.cif	v6	539605	True	mito	632	62.59	28.48	0.4098
Q7L3T8	data/raw/alphafold/pilot/AF-Q7L3T8-F1-model_v6.cif	v6	441098	True	matrix,mito	475	88.2	21.92	0.8821
Q7L3V2	data/raw/alphafold/pilot/AF-Q7L3V2-F1-model_v6.cif	v6	328388	True	mito	364	54.08	28.0	0.2335
Q7L4E1	data/raw/alphafold/pilot/AF-Q7L4E1-F1-model_v6.cif	v6	535496	True	mito	593	65.33	24.06	0.5194
Q7L4S7	data/raw/alphafold/pilot/AF-Q7L4S7-F1-model_v6.cif	v6	276368	True	mito	300	44.61	28.02	0.0733
Q7L592	data/raw/alphafold/pilot/AF-Q7L592-F1-model_v6.cif	v6	410970	True	hsp60,mito	441	85.49	25.02	0.8413
Q7L8L6	data/raw/alphafold/pilot/AF-Q7L8L6-F1-model_v6.cif	v6	705203	True	hsp60,matrix,mito	764	78.27	21.52	0.7317
Q7Z2W9	data/raw/alphafold/pilot/AF-Q7Z2W9-F1-model_v6.cif	v6	197088	True	matrix,mito	205	84.83	41.12	0.7659
