accession	n_domains	top_superfamily	source
Q9H8T0	1	3.10.110.10	InterPro_Gene3D
Q9H8U3	2	1.20.5.4770	InterPro_Gene3D
Q9H8V3	5	1.20.900.10	InterPro_Gene3D
Q9H8W4	2	2.30.29.30	InterPro_Gene3D
Q9H8W5	4	2.60.40.10	InterPro_Gene3D
Q9H8X2	1	3.30.200.110	InterPro_Gene3D
Q9H8Y5	1	1.25.40.20	InterPro_Gene3D
Q9H8Y8	2	2.30.42.10	InterPro_Gene3D
Q9H900	5	1.10.287.1880	InterPro_Gene3D
Q9H903	2	3.40.50.10860	CATH_pilot
Q9H920	1	3.30.40.10	InterPro_Gene3D
Q9H930	3	1.20.920.10	InterPro_Gene3D
Q9H936	1	1.50.40.10	CATH_pilot
Q9H939	1	1.20.1270.60	InterPro_Gene3D
Q9H963	5	3.30.160.60	InterPro_Gene3D
Q9H967	1	2.130.10.10	InterPro_Gene3D
Q9H974	2	3.20.20.105	InterPro_Gene3D
Q9H977	2	2.130.10.10	InterPro_Gene3D
Q9H981	5	2.30.36.90	InterPro_Gene3D
Q9H987	1	2.30.42.10	InterPro_Gene3D
Q9H992	1	3.30.40.10	InterPro_Gene3D
Q9H993	2	1.20.930.60	InterPro_Gene3D
Q9H999	2	3.30.420.40	InterPro_Gene3D
Q9H9A5	3	1.25.40.10	InterPro_Gene3D
Q9H9A6	4	3.80.10.10	InterPro_Gene3D
Q9H9A7	4	1.10.8.1020	InterPro_Gene3D
Q9H9B1	2	1.25.40.20	InterPro_Gene3D
Q9H9C1	1	1.10.150.780	InterPro_Gene3D
Q9H9D4	11	2.170.270.10	InterPro_Gene3D
Q9H9E1	1	1.25.40.20	InterPro_Gene3D
Q9H9E3	2	1.10.287.1060	InterPro_Gene3D
Q9H9F9	6	3.30.420.40	InterPro_Gene3D
Q9H9G7	3	2.170.260.10	InterPro_Gene3D
Q9H9H4	1	1.10.287.660	InterPro_Gene3D
Q9H9J2	2	1.10.1520.10	CATH_pilot
Q9H9J4	1	3.90.70.10	InterPro_Gene3D
Q9H9K5	1	1.10.287.210	InterPro_Gene3D
Q9H9L3	1	3.30.420.10	InterPro_Gene3D
Q9H9P2	1	3.10.100.10	InterPro_Gene3D
Q9H9P5	1	3.30.40.10	InterPro_Gene3D
Q9H9P8	2	3.30.9.10	CATH_pilot
Q9H9Q4	2	1.10.287.450	InterPro_Gene3D
Q9H9S0	1	1.10.10.60	InterPro_Gene3D
Q9H9S3	1	1.10.3370.10	InterPro_Gene3D
Q9H9S4	1	1.25.10.10	InterPro_Gene3D
Q9H9T3	1	3.40.630.30	InterPro_Gene3D
Q9H9V4	1	3.30.40.10	InterPro_Gene3D
Q9H9V9	1	2.60.120.650	InterPro_Gene3D
Q9H9Y2	1	3.40.50.10480	InterPro_Gene3D
Q9H9Y4	1	3.40.50.300	InterPro_Gene3D
Q9H9Y6	9	2.40.270.10	InterPro_Gene3D
Q9H9Z2	2	2.40.50.140	InterPro_Gene3D
Q9HA38	3	3.30.160.60	InterPro_Gene3D
Q9HA47	1	3.40.50.300	InterPro_Gene3D
Q9HA64	2	3.30.200.20	InterPro_Gene3D
Q9HA65	2	1.10.472.80	InterPro_Gene3D
Q9HA77	2	1.20.120.1910	CATH_pilot
Q9HA82	1	1.10.10.60	InterPro_Gene3D
Q9HA92	1	3.20.20.70	CATH_pilot
Q9HAB8	1	3.40.50.10300	InterPro_Gene3D
Q9HAC7	2	3.30.1540.10	CATH_pilot
Q9HAC8	2	1.20.225.20	InterPro_Gene3D
Q9HAD4	2	2.130.10.10	InterPro_Gene3D
Q9HAE3	1	1.10.238.10	InterPro_Gene3D
Q9HAH1	10	3.30.160.60	InterPro_Gene3D
Q9HAJ7	2	3.40.1800.30	InterPro_Gene3D
Q9HAK2	3	1.10.287.4280	InterPro_Gene3D
Q9HAN9	1	3.40.50.620	InterPro_Gene3D
Q9HAP2	1	4.10.280.10	InterPro_Gene3D
Q9HAP6	2	1.10.287.650	InterPro_Gene3D
Q9HAQ2	1	3.40.850.10	InterPro_Gene3D
Q9HAR2	5	1.20.1070.10	InterPro_Gene3D
Q9HAT0	1	1.20.890.10	InterPro_Gene3D
Q9HAT1	1	2.60.120.200	InterPro_Gene3D
Q9HAT2	1	3.40.50.1110	InterPro_Gene3D
Q9HAU0	3	2.20.70.10	InterPro_Gene3D
Q9HAU4	7	2.20.70.10	InterPro_Gene3D
Q9HAU5	5	1.25.40.180	InterPro_Gene3D
Q9HAU6	1	2.170.150.10	InterPro_Gene3D
Q9HAU8	5	1.10.390.10	InterPro_Gene3D
Q9HAV0	1	2.130.10.10	InterPro_Gene3D
Q9HAV4	1	1.25.10.10	InterPro_Gene3D
Q9HAV5	1	2.10.50.10	InterPro_Gene3D
Q9HAV7	2	2.30.22.10	CATH_pilot
Q9HAW0	3	1.10.472.10	InterPro_Gene3D
Q9HAW7	2	3.40.50.2000	InterPro_Gene3D
Q9HAW8	2	3.40.50.2000	InterPro_Gene3D
Q9HAW9	2	3.40.50.2000	InterPro_Gene3D
Q9HAY2	2	1.10.10.1200	InterPro_Gene3D
Q9HAZ1	2	1.10.510.10	InterPro_Gene3D
Q9HAZ2	9	2.170.270.10	InterPro_Gene3D
Q9HB14	1	1.10.287.70	InterPro_Gene3D
Q9HB15	1	1.10.287.70	InterPro_Gene3D
Q9HB19	2	2.30.29.30	InterPro_Gene3D
Q9HB20	1	2.30.29.30	InterPro_Gene3D
Q9HB21	2	2.30.29.30	InterPro_Gene3D
Q9HB29	4	2.60.40.10	InterPro_Gene3D
Q9HB31	1	1.10.10.60	InterPro_Gene3D
Q9HB40	1	3.40.50.1820	InterPro_Gene3D
Q9HB55	1	1.10.630.10	InterPro_Gene3D
Q9HB58	3	1.20.920.10	InterPro_Gene3D
Q9HB63	4	2.10.25.10	InterPro_Gene3D
Q9HB65	1	6.10.140.340	InterPro_Gene3D
Q9HB71	2	2.60.40.790	InterPro_Gene3D
Q9HB75	5	1.10.533.10	InterPro_Gene3D
Q9HB89	1	1.20.1070.10	InterPro_Gene3D
Q9HB90	2	3.30.450.190	InterPro_Gene3D
Q9HB96	1	1.25.40.480	InterPro_Gene3D
Q9HBA0	2	1.10.287.70	InterPro_Gene3D
Q9HBA9	2	1.20.930.40	InterPro_Gene3D
Q9HBB8	3	2.60.40.60	InterPro_Gene3D
Q9HBD1	3	1.20.120.1790	InterPro_Gene3D
Q9HBE1	7	3.30.160.60	InterPro_Gene3D
Q9HBE4	1	1.20.1250.70	InterPro_Gene3D
Q9HBE5	2	2.60.40.10	InterPro_Gene3D
Q9HBF4	3	3.30.40.10	InterPro_Gene3D
Q9HBG6	6	1.25.40.470	InterPro_Gene3D
Q9HBG7	4	2.60.40.10	InterPro_Gene3D
Q9HBH0	1	3.40.50.300	InterPro_Gene3D
Q9HBH1	1	3.90.45.10	CATH_pilot
Q9HBH5	1	3.40.50.720	CATH_pilot
Q9HBH9	2	1.10.510.10	InterPro_Gene3D
Q9HBI0	2	1.10.418.10	InterPro_Gene3D
Q9HBI1	2	1.10.418.10	InterPro_Gene3D
Q9HBI6	1	1.10.630.10	InterPro_Gene3D
Q9HBJ0	1	2.60.40.3210	InterPro_Gene3D
Q9HBJ7	3	2.30.29.180	InterPro_Gene3D
Q9HBK9	2	3.40.5.100	InterPro_Gene3D
Q9HBL0	5	2.30.29.30	InterPro_Gene3D
Q9HBL6	2	3.80.10.10	InterPro_Gene3D
Q9HBL8	6	3.40.50.720	InterPro_Gene3D
Q9HBM1	1	6.10.250.1950	InterPro_Gene3D
Q9HBM6	1	1.10.20.10	InterPro_Gene3D
Q9HBT6	6	2.60.40.60	InterPro_Gene3D
Q9HBT7	16	1.10.4020.10	InterPro_Gene3D
Q9HBT8	11	3.30.160.60	InterPro_Gene3D
Q9HBU1	1	1.10.10.60	InterPro_Gene3D
Q9HBU6	4	3.30.200.20	InterPro_Gene3D
Q9HBW0	1	1.20.1070.10	InterPro_Gene3D
Q9HBW1	2	2.60.40.10	InterPro_Gene3D
Q9HBW9	3	1.20.1070.10	InterPro_Gene3D
Q9HBX8	2	1.20.1070.10	InterPro_Gene3D
Q9HBX9	4	1.20.1070.10	InterPro_Gene3D
Q9HBY0	2	2.40.30.10	InterPro_Gene3D
Q9HBY8	3	1.10.510.10	InterPro_Gene3D
Q9HBZ2	3	3.30.450.20	InterPro_Gene3D
Q9HC10	6	2.60.40.150	InterPro_Gene3D
Q9HC16	2	3.40.140.10	InterPro_Gene3D
Q9HC21	1	1.50.40.10	CATH_pilot
Q9HC23	1	2.10.80.10	InterPro_Gene3D
Q9HC29	4	1.10.533.10	InterPro_Gene3D
Q9HC35	3	2.130.10.10	InterPro_Gene3D
Q9HC36	2	3.30.1330.30	CATH_pilot
Q9HC38	2	3.10.180.10	CATH_pilot
Q9HC52	1	2.40.50.40	InterPro_Gene3D
Q9HC56	7	2.60.40.60	InterPro_Gene3D
Q9HC57	1	4.10.75.10	InterPro_Gene3D
Q9HC58	2	1.20.1420.30	InterPro_Gene3D
Q9HC62	1	3.40.395.10	InterPro_Gene3D
Q9HC73	2	2.60.40.10	InterPro_Gene3D
Q9HC77	1	2.60.450.20	InterPro_Gene3D
Q9HC78	5	3.30.160.60	InterPro_Gene3D
Q9HC84	4	2.10.25.10	InterPro_Gene3D
Q9HC96	3	2.60.120.380	InterPro_Gene3D
Q9HC97	1	1.20.1070.10	InterPro_Gene3D
Q9HC98	4	1.10.510.10	InterPro_Gene3D
Q9HCB6	8	2.20.100.10	InterPro_Gene3D
Q9HCC0	2	3.90.226.10	CATH_pilot
Q9HCC6	2	4.10.280.10	InterPro_Gene3D
Q9HCC8	1	3.20.20.190	InterPro_Gene3D
Q9HCC9	1	3.30.40.10	InterPro_Gene3D
Q9HCD5	1	3.40.50.800	InterPro_Gene3D
Q9HCD6	3	1.25.40.10	InterPro_Gene3D
Q9HCE1	2	3.40.50.300	InterPro_Gene3D
Q9HCE3	7	3.30.160.60	InterPro_Gene3D
Q9HCE6	3	1.20.900.10	InterPro_Gene3D
Q9HCE7	6	2.20.70.10	InterPro_Gene3D
Q9HCF6	1	1.20.5.1010	InterPro_Gene3D
Q9HCG1	21	3.30.160.60	InterPro_Gene3D
Q9HCG7	1	1.50.10.10	InterPro_Gene3D
Q9HCG8	1	1.25.40.180	InterPro_Gene3D
Q9HCH3	2	2.60.40.150	InterPro_Gene3D
Q9HCH5	3	2.60.40.150	InterPro_Gene3D
Q9HCI5	4	1.10.10.1200	InterPro_Gene3D
Q9HCI7	1	3.30.40.10	InterPro_Gene3D
Q9HCJ0	2	1.10.8.10	InterPro_Gene3D
Q9HCJ2	2	2.60.40.10	InterPro_Gene3D
Q9HCJ3	4	3.30.70.330	InterPro_Gene3D
Q9HCJ6	4	3.40.50.720	InterPro_Gene3D
Q9HCK0	4	3.30.160.60	InterPro_Gene3D
Q9HCK1	1	6.10.250.3410	InterPro_Gene3D
Q9HCK4	8	2.60.40.10	InterPro_Gene3D
Q9HCK5	3	2.170.260.10	InterPro_Gene3D
Q9HCK8	7	1.10.10.60	InterPro_Gene3D
Q9HCL0	6	2.60.40.60	InterPro_Gene3D
Q9HCL3	14	3.30.160.60	InterPro_Gene3D
Q9HCM2	9	1.10.506.10	InterPro_Gene3D
Q9HCM4	3	1.20.80.10	InterPro_Gene3D
Q9HCM9	3	2.60.120.920	InterPro_Gene3D
Q9HCN4	1	3.40.50.300	InterPro_Gene3D
Q9HCN6	2	2.60.40.10	InterPro_Gene3D
Q9HCN8	1	2.80.10.50	InterPro_Gene3D
Q9HCP0	2	1.10.510.10	InterPro_Gene3D
Q9HCQ5	2	2.80.10.50	InterPro_Gene3D
Q9HCR9	3	1.10.1300.10	InterPro_Gene3D
Q9HCS2	1	1.10.630.10	InterPro_Gene3D
Q9HCS4	2	1.10.30.10	InterPro_Gene3D
Q9HCS5	3	1.20.80.10	InterPro_Gene3D
Q9HCS7	4	1.25.40.10	InterPro_Gene3D
Q9HCT0	1	2.80.10.50	InterPro_Gene3D
Q9HCU0	4	2.10.25.10	InterPro_Gene3D
Q9HCU4	22	1.20.1070.10	InterPro_Gene3D
Q9HCU5	2	2.130.10.10	InterPro_Gene3D
Q9HCU9	1	1.20.5.1500	InterPro_Gene3D
Q9HCX3	16	3.30.160.60	InterPro_Gene3D
Q9HCX4	2	1.10.287.70	InterPro_Gene3D
Q9HCY8	1	1.10.238.10	InterPro_Gene3D
Q9HCZ1	16	3.30.160.60	InterPro_Gene3D
Q9HD15	1	1.20.940.10	InterPro_Gene3D
Q9HD20	3	2.70.150.10	InterPro_Gene3D
Q9HD23	2	1.20.58.340	CATH_pilot
Q9HD26	1	2.30.42.10	InterPro_Gene3D
Q9HD33	1	6.10.330.20	CATH_pilot
Q9HD36	1	1.10.437.10	CATH_pilot
Q9HD40	1	3.40.640.10	InterPro_Gene3D
Q9HD42	1	6.10.140.1230	InterPro_Gene3D
Q9HD43	9	1.20.5.100	InterPro_Gene3D
Q9HD47	1	3.40.1000.10	InterPro_Gene3D
Q9HD67	19	1.10.10.820	InterPro_Gene3D
Q9HD89	1	2.60.40.4230	InterPro_Gene3D
Q9HD90	1	4.10.280.10	InterPro_Gene3D
Q9HDB5	1	2.60.120.200	InterPro_Gene3D
Q9HDB9	4	1.10.1200.30	InterPro_Gene3D
Q9HDC5	3	2.20.110.10	InterPro_Gene3D
Q9HDC9	1	2.120.10.30	InterPro_Gene3D
Q9HDD0	1	3.90.1720.10	InterPro_Gene3D
Q9N2J8	1	1.10.287.210	InterPro_Gene3D
Q9N2K0	1	1.10.287.210	InterPro_Gene3D
Q9NNW5	4	2.130.10.10	InterPro_Gene3D
Q9NNW7	3	3.30.390.30	CATH_pilot
Q9NNX6	1	3.10.100.10	InterPro_Gene3D
Q9NNZ3	1	1.10.287.110	CATH_pilot
Q9NP08	1	1.10.10.60	InterPro_Gene3D
Q9NP31	1	3.30.505.10	InterPro_Gene3D
Q9NP55	1	3.15.10.10	InterPro_Gene3D
Q9NP56	1	1.10.1300.10	InterPro_Gene3D
Q9NP58	2	1.20.1560.10	CATH_pilot
Q9NP59	3	1.20.1250.20	InterPro_Gene3D
Q9NP60	4	2.60.40.10	InterPro_Gene3D
Q9NP61	1	1.10.220.150	InterPro_Gene3D
Q9NP62	4	2.20.25.670	InterPro_Gene3D
Q9NP64	3	2.40.50.140	InterPro_Gene3D
Q9NP66	1	1.10.30.10	InterPro_Gene3D
Q9NP71	1	4.10.280.10	InterPro_Gene3D
Q9NP72	1	3.40.50.300	InterPro_Gene3D
Q9NP73	2	3.40.50.2000	InterPro_Gene3D
Q9NP77	2	3.40.50.2300	InterPro_Gene3D
Q9NP78	2	1.20.1560.10	InterPro_Gene3D
Q9NP79	2	1.20.5.420	InterPro_Gene3D
Q9NP80	1	3.40.1090.10	CATH_pilot
Q9NP81	2	1.10.287.40	CATH_pilot
Q9NP84	1	4.10.400.20	InterPro_Gene3D
Q9NP85	2	3.30.479.30	InterPro_Gene3D
Q9NP86	2	1.10.238.10	InterPro_Gene3D
Q9NP87	5	1.10.150.110	InterPro_Gene3D
Q9NP90	1	3.40.50.300	InterPro_Gene3D
Q9NP95	1	2.80.10.50	InterPro_Gene3D
Q9NP97	1	3.30.450.30	InterPro_Gene3D
Q9NP99	1	2.60.40.10	InterPro_Gene3D
Q9NPA2	2	2.110.10.10	InterPro_Gene3D
Q9NPA3	1	6.10.140.1610	InterPro_Gene3D
Q9NPA8	1	1.10.246.140	InterPro_Gene3D
Q9NPB1	2	1.10.40.40	CATH_pilot
Q9NPB3	2	1.10.238.10	InterPro_Gene3D
Q9NPB6	2	2.30.42.10	InterPro_Gene3D
Q9NPB8	2	2.60.40.10	InterPro_Gene3D
Q9NPB9	1	1.20.1070.10	InterPro_Gene3D
Q9NPC1	1	1.20.1070.10	InterPro_Gene3D
Q9NPC2	1	1.10.287.70	InterPro_Gene3D
Q9NPC4	1	3.90.550.20	InterPro_Gene3D
Q9NPC7	9	3.30.160.60	InterPro_Gene3D
Q9NPC8	1	1.10.10.60	InterPro_Gene3D
Q9NPD3	1	3.30.230.70	InterPro_Gene3D
Q9NPD5	3	1.20.1250.20	InterPro_Gene3D
Q9NPD8	1	3.10.110.10	InterPro_Gene3D
Q9NPE3	1	2.20.28.40	InterPro_Gene3D
Q9NPE6	1	2.60.120.260	InterPro_Gene3D
Q9NPF0	2	4.10.400.10	InterPro_Gene3D
Q9NPF4	3	3.30.420.40	InterPro_Gene3D
Q9NPF5	1	1.10.10.60	InterPro_Gene3D
Q9NPF7	1	1.20.1250.10	InterPro_Gene3D
Q9NPF8	3	1.10.220.150	InterPro_Gene3D
Q9NPG1	2	1.10.2000.10	InterPro_Gene3D
Q9NPG2	1	1.10.490.10	InterPro_Gene3D
Q9NPG4	6	2.60.40.60	InterPro_Gene3D
Q9NPH0	1	3.40.50.1240	CATH_pilot
Q9NPH2	2	3.40.50.720	InterPro_Gene3D
Q9NPH3	4	2.60.40.10	InterPro_Gene3D
Q9NPH5	2	2.40.30.10	InterPro_Gene3D
Q9NPH6	1	2.40.128.20	InterPro_Gene3D
Q9NPH9	1	1.20.1250.10	InterPro_Gene3D
Q9NPI1	1	1.20.920.10	InterPro_Gene3D
Q9NPI5	1	3.40.50.300	InterPro_Gene3D
Q9NPI6	2	2.30.29.30	InterPro_Gene3D
Q9NPI8	1	1.25.40.490	InterPro_Gene3D
Q9NPI9	3	1.10.287.70	InterPro_Gene3D
Q9NPJ1	5	1.10.560.10	InterPro_Gene3D
Q9NPJ3	1	3.10.129.10	CATH_pilot
Q9NPJ8	1	3.10.450.50	InterPro_Gene3D
Q9NPP4	5	1.10.1900.50	InterPro_Gene3D
Q9NPQ8	1	1.25.10.10	InterPro_Gene3D
Q9NPR2	2	2.130.10.10	InterPro_Gene3D
Q9NPY3	6	2.10.25.10	InterPro_Gene3D
Q9NPZ5	1	3.90.550.10	InterPro_Gene3D
Q9NQ03	4	3.30.160.60	InterPro_Gene3D
Q9NQ11	4	1.20.1110.10	InterPro_Gene3D
Q9NQ25	2	2.60.40.10	InterPro_Gene3D
Q9NQ30	1	4.10.40.20	InterPro_Gene3D
Q9NQ33	1	4.10.280.10	InterPro_Gene3D
Q9NQ35	1	2.40.70.10	InterPro_Gene3D
Q9NQ36	13	2.10.25.10	InterPro_Gene3D
Q9NQ38	15	3.30.60.30	InterPro_Gene3D
Q9NQ39	1	1.10.10.10	InterPro_Gene3D
Q9NQ50	1	6.10.250.3440	CATH_pilot
Q9NQ66	6	1.10.238.10	InterPro_Gene3D
Q9NQ69	3	1.10.10.60	InterPro_Gene3D
Q9NQ75	3	1.20.120.230	InterPro_Gene3D
Q9NQ79	3	2.10.25.10	InterPro_Gene3D
Q9NQ86	6	1.20.5.170	InterPro_Gene3D
Q9NQ87	2	4.10.280.10	InterPro_Gene3D
Q9NQ88	1	3.40.50.1240	InterPro_Gene3D
Q9NQ94	4	3.30.160.20	InterPro_Gene3D
Q9NQA5	1	1.25.40.20	InterPro_Gene3D
Q9NQB0	2	1.10.30.10	InterPro_Gene3D
Q9NQC1	2	3.30.40.10	InterPro_Gene3D
Q9NQC3	1	1.20.5.2480	InterPro_Gene3D
Q9NQC7	4	2.30.30.190	InterPro_Gene3D
Q9NQE7	5	1.20.120.980	InterPro_Gene3D
Q9NQE9	1	3.30.428.10	CATH_pilot
Q9NQF3	1	3.40.50.1820	InterPro_Gene3D
Q9NQG5	2	1.25.40.90	InterPro_Gene3D
Q9NQG6	2	1.10.1410.40	CATH_pilot
Q9NQH7	2	3.40.350.10	CATH_pilot
Q9NQI0	2	3.40.50.300	InterPro_Gene3D
Q9NQL2	2	3.30.450.190	InterPro_Gene3D
Q9NQL9	1	4.10.1040.10	InterPro_Gene3D
Q9NQN1	1	1.20.1070.10	InterPro_Gene3D
Q9NQP4	1	1.10.287.370	InterPro_Gene3D
Q9NQR1	1	2.170.270.10	InterPro_Gene3D
Q9NQR4	1	3.60.110.10	CATH_pilot
Q9NQR9	1	1.20.144.10	InterPro_Gene3D
Q9NQS3	3	2.60.40.10	InterPro_Gene3D
Q9NQS5	2	1.20.1070.10	InterPro_Gene3D
Q9NQS7	2	1.20.5.3600	InterPro_Gene3D
Q9NQT4	1	3.30.230.70	InterPro_Gene3D
Q9NQT5	3	2.40.50.100	InterPro_Gene3D
Q9NQT6	4	2.80.10.50	InterPro_Gene3D
Q9NQT8	4	2.30.30.190	InterPro_Gene3D
Q9NQU5	3	1.10.510.10	InterPro_Gene3D
Q9NQV5	1	2.170.270.10	InterPro_Gene3D
Q9NQV6	9	2.170.270.10	InterPro_Gene3D
Q9NQV7	16	2.170.270.10	InterPro_Gene3D
Q9NQV8	2	2.170.270.10	InterPro_Gene3D
Q9NQW1	3	1.20.940.10	InterPro_Gene3D
Q9NQW5	2	2.170.270.10	InterPro_Gene3D
Q9NQW6	1	2.30.29.30	InterPro_Gene3D
Q9NQW7	3	3.40.350.10	InterPro_Gene3D
Q9NQW8	3	1.10.287.630	InterPro_Gene3D
Q9NQX0	4	2.170.270.10	InterPro_Gene3D
Q9NQX1	14	2.170.270.10	InterPro_Gene3D
Q9NQX3	6	2.170.190.11	InterPro_Gene3D
Q9NQX4	13	1.10.10.820	InterPro_Gene3D
Q9NQX6	13	3.30.160.60	InterPro_Gene3D
Q9NQX7	1	3.30.390.150	InterPro_Gene3D
Q9NQY0	1	1.20.1270.60	InterPro_Gene3D
Q9NQZ3	3	3.30.70.330	InterPro_Gene3D
Q9NQZ5	1	3.30.530.20	CATH_pilot
Q9NQZ7	3	3.30.420.150	InterPro_Gene3D
Q9NQZ8	13	3.30.160.60	InterPro_Gene3D
Q9NR09	2	1.10.1170.10	InterPro_Gene3D
Q9NR11	8	3.30.160.60	InterPro_Gene3D
Q9NR12	4	2.10.110.10	InterPro_Gene3D
Q9NR16	12	3.10.250.10	InterPro_Gene3D
Q9NR19	2	3.30.300.30	InterPro_Gene3D
Q9NR20	3	1.10.510.10	InterPro_Gene3D
Q9NR21	2	3.30.720.50	InterPro_Gene3D
Q9NR22	2	2.70.160.11	InterPro_Gene3D
Q9NR23	2	2.10.90.10	InterPro_Gene3D
Q9NR28	1	1.20.58.70	CATH_pilot
Q9NR30	3	3.30.70.2280	InterPro_Gene3D
Q9NR31	1	3.40.50.300	InterPro_Gene3D
Q9NR33	1	1.10.20.10	InterPro_Gene3D
Q9NR34	1	1.50.10.10	InterPro_Gene3D
Q9NR45	2	3.20.20.70	InterPro_Gene3D
Q9NR46	3	1.20.1270.60	InterPro_Gene3D
Q9NR48	4	1.20.920.10	InterPro_Gene3D
Q9NR50	2	2.160.10.10	InterPro_Gene3D
Q9NR55	1	1.20.5.170	InterPro_Gene3D
Q9NR56	2	3.30.1370.210	InterPro_Gene3D
Q9NR61	9	2.10.25.10	InterPro_Gene3D
Q9NR63	1	1.10.630.10	InterPro_Gene3D
Q9NR64	4	1.25.40.420	InterPro_Gene3D
Q9NR71	1	2.60.40.2300	InterPro_Gene3D
Q9NR80	3	1.20.900.10	InterPro_Gene3D
Q9NR81	2	1.20.900.10	InterPro_Gene3D
Q9NR82	3	1.10.287.70	InterPro_Gene3D
Q9NR90	1	3.30.70.330	InterPro_Gene3D
Q9NR96	3	3.40.50.10140	InterPro_Gene3D
Q9NR97	2	3.40.50.10140	InterPro_Gene3D
Q9NR99	14	2.60.40.10	InterPro_Gene3D
Q9NRA0	2	2.60.200.40	CATH_pilot
Q9NRA1	2	2.10.90.10	InterPro_Gene3D
Q9NRA2	3	1.20.1250.20	InterPro_Gene3D
Q9NRC6	25	1.10.418.10	InterPro_Gene3D
Q9NRC8	3	2.20.28.200	InterPro_Gene3D
Q9NRC9	1	2.30.30.40	InterPro_Gene3D
Q9NRD0	3	1.10.1000.11	InterPro_Gene3D
Q9NRD1	2	1.20.1280.50	InterPro_Gene3D
Q9NRD5	2	1.20.1270.60	CATH_pilot
Q9NRD8	4	1.10.238.10	InterPro_Gene3D
Q9NRD9	4	1.10.238.10	InterPro_Gene3D
Q9NRE1	1	3.40.390.10	InterPro_Gene3D
Q9NRE2	3	3.30.160.60	InterPro_Gene3D
Q9NRF2	3	2.30.29.30	InterPro_Gene3D
Q9NRF8	2	3.40.50.300	InterPro_Gene3D
Q9NRF9	1	1.10.20.10	InterPro_Gene3D
Q9NRG0	1	1.10.20.10	InterPro_Gene3D
Q9NRG1	1	3.40.50.2020	InterPro_Gene3D
Q9NRG4	6	1.10.220.160	InterPro_Gene3D
Q9NRG7	1	3.40.50.720	CATH_pilot
Q9NRG9	2	2.130.10.10	InterPro_Gene3D
Q9NRH2	1	1.10.510.10	InterPro_Gene3D
Q9NRH3	3	1.10.287.600	InterPro_Gene3D
Q9NRJ3	1	2.40.50.40	InterPro_Gene3D
Q9NRJ4	2	2.130.10.10	InterPro_Gene3D
Q9NRJ5	4	1.10.1410.10	InterPro_Gene3D
Q9NRJ7	6	2.60.40.60	InterPro_Gene3D
Q9NRK6	2	1.20.1560.10	CATH_pilot
Q9NRL2	2	1.20.920.10	InterPro_Gene3D
Q9NRL3	4	1.20.5.300	InterPro_Gene3D
Q9NRM0	1	1.20.1250.20	InterPro_Gene3D
Q9NRM2	2	3.30.160.60	InterPro_Gene3D
Q9NRM6	3	2.60.40.2150	InterPro_Gene3D
Q9NRM7	4	1.10.510.10	InterPro_Gene3D
Q9NRN7	3	3.90.470.20	InterPro_Gene3D
Q9NRN9	1	3.40.50.150	CATH_pilot
Q9NRP7	2	1.10.510.10	InterPro_Gene3D
Q9NRR2	4	2.40.10.10	InterPro_Gene3D
Q9NRR3	1	3.90.810.10	InterPro_Gene3D
Q9NRR4	4	1.10.1520.10	InterPro_Gene3D
Q9NRR5	4	1.10.260.100	InterPro_Gene3D
Q9NRR6	1	3.60.10.10	InterPro_Gene3D
Q9NRR8	1	3.90.810.10	InterPro_Gene3D
Q9NRS4	3	2.40.10.10	InterPro_Gene3D
Q9NRS6	2	1.20.58.80	InterPro_Gene3D
Q9NRU3	1	3.10.580.10	InterPro_Gene3D
Q9NRV9	1	3.20.80.10	CATH_pilot
Q9NRW1	1	3.40.50.300	InterPro_Gene3D
Q9NRW3	1	3.40.140.10	InterPro_Gene3D
Q9NRW4	1	3.90.190.10	InterPro_Gene3D
Q9NRW7	5	1.25.40.60	InterPro_Gene3D
Q9NRX1	2	3.30.1370.10	InterPro_Gene3D
Q9NRX2	1	3.90.1030.10	CATH_pilot
Q9NRX4	1	3.50.20.20	InterPro_Gene3D
Q9NRY4	4	1.10.10.440	InterPro_Gene3D
Q9NRZ9	2	3.40.50.10810	InterPro_Gene3D
Q9NS00	1	3.90.550.50	InterPro_Gene3D
Q9NS15	19	2.10.25.10	InterPro_Gene3D
Q9NS18	1	3.40.30.10	CATH_pilot
Q9NS23	3	1.20.5.110	InterPro_Gene3D
Q9NS28	3	1.10.167.10	InterPro_Gene3D
Q9NS37	1	1.20.5.170	InterPro_Gene3D
Q9NS39	2	3.30.160.20	InterPro_Gene3D
Q9NS56	1	3.30.40.10	InterPro_Gene3D
Q9NS61	1	1.10.238.10	InterPro_Gene3D
Q9NS62	1	2.20.100.10	InterPro_Gene3D
Q9NS66	2	1.20.1070.10	InterPro_Gene3D
Q9NS67	2	1.20.1070.10	InterPro_Gene3D
Q9NS68	1	2.10.50.10	InterPro_Gene3D
Q9NS71	1	3.30.390.150	InterPro_Gene3D
Q9NS75	1	1.20.1070.10	InterPro_Gene3D
Q9NS82	1	1.20.1740.10	InterPro_Gene3D
Q9NS84	3	3.40.50.300	InterPro_Gene3D
Q9NS85	1	3.10.200.10	InterPro_Gene3D
Q9NS86	1	1.50.10.10	InterPro_Gene3D
Q9NS87	1	3.40.850.10	InterPro_Gene3D
Q9NS91	3	1.10.720.30	InterPro_Gene3D
