accession	source	n_domains	top_superfamily	cath_class	datasets
Q86XP6	Chainsaw	1			proteome_bg
Q8IXQ4	Chainsaw	2			proteome_bg
Q8IY81	Chainsaw	6			proteome_bg
Q8IV16	Chainsaw	1			proteome_bg
Q8IVW4	Chainsaw	1			proteome_bg
Q86XH1	Chainsaw	4			proteome_bg
Q8IW03	Chainsaw	1			proteome_bg
Q8IYB3	Chainsaw	1			proteome_bg
Q8IUH2	Chainsaw	1			proteome_bg
Q8IVF6	Chainsaw	2			proteome_bg
Q86YQ2	Chainsaw	1			proteome_bg
Q8IV32	Chainsaw	0			proteome_bg
Q8IXU6	Chainsaw	1			proteome_bg
Q8IV77	Chainsaw	2			proteome_bg
Q8IUH3	Chainsaw	4			proteome_bg
Q8IUD6	Chainsaw	3			proteome_bg
Q8IYK4	Chainsaw	2			proteome_bg
Q86WW8	Chainsaw	1			mito_bg
Q8IWF2	Chainsaw	3			proteome_bg
Q8IYB5	Chainsaw	1			proteome_bg
Q8IXS8	Chainsaw	1			proteome_bg
Q8IXQ8	Chainsaw	2			proteome_bg
Q8IU54	Chainsaw	1			proteome_bg
Q86Y78	Chainsaw	1			proteome_bg
Q86XI8	Chainsaw	2			proteome_bg
Q8IWZ8	Chainsaw	4			proteome_bg
Q8IV13	Chainsaw	2			proteome_bg
Q8IW75	Chainsaw	2			proteome_bg
Q8IUD2	Chainsaw	1			proteome_bg
Q8IY63	Chainsaw	1			proteome_bg
Q8IYB9	Chainsaw	3			proteome_bg
Q86Y34	Chainsaw	2			proteome_bg
Q8IWY9	Chainsaw	4			proteome_bg
Q86XR5	Chainsaw	1			proteome_bg
Q86XR8	Chainsaw	1			proteome_bg
Q8IXL6	Chainsaw	2			proteome_bg
Q8IV61	Chainsaw	3			proteome_bg
Q86XR2	Chainsaw	2			proteome_bg
Q8IWE4	Chainsaw	2			proteome_bg
Q8IWU6	Chainsaw	5			proteome_bg
Q8IUR0	Chainsaw	1			proteome_bg
Q8IY67	Chainsaw	3			proteome_bg
Q8IYS1	Chainsaw	2			proteome_bg
Q8IXM7	Chainsaw	0			proteome_bg
Q86X60	Chainsaw	1			proteome_bg
Q86Y46	Chainsaw	1			proteome_bg
Q8IXT5	Chainsaw	4			proteome_bg
Q8IYP9	Chainsaw	2			proteome_bg
Q8IY85	Chainsaw	5			proteome_bg
Q8IWZ5	Chainsaw	3			proteome_bg
Q8IUY3	Chainsaw	1			proteome_bg
Q8IXW5	Chainsaw	2			proteome_bg
Q8IUQ0	Chainsaw	2			proteome_bg
Q8IV35	Chainsaw	3			proteome_bg
Q8IY95	Chainsaw	2			proteome_bg
Q8IYX7	Chainsaw	0			proteome_bg
Q8IVV8	Chainsaw	1			proteome_bg
Q8IY82	Chainsaw	4			proteome_bg
Q8IVL0	Chainsaw	2			proteome_bg
Q8IVW6	Chainsaw	3			proteome_bg
Q86XF7	Chainsaw	2			proteome_bg
Q8IUE1	Chainsaw	1			proteome_bg
Q8IUG1	Chainsaw	1			proteome_bg
Q86YT6	Chainsaw	7			proteome_bg
Q86XL3	Chainsaw	5			proteome_bg
Q8IYB4	Chainsaw	2			proteome_bg
Q8IYA2	Chainsaw	1			proteome_bg
Q8IU57	Chainsaw	3			proteome_bg
Q8IWI9	Chainsaw	2			proteome_bg
Q8IWZ4	Chainsaw	1			proteome_bg
Q8IWA0	Chainsaw	3			proteome_bg
Q86YM7	Chainsaw	2			proteome_bg
Q8IVG5	Chainsaw	6			proteome_bg
Q8IXJ6	Chainsaw	1			proteome_bg
Q8IVH8	Chainsaw	2			proteome_bg
Q8IW35	Chainsaw	0			proteome_bg
Q8IYR2	Chainsaw	4			proteome_bg
Q86XI6	Chainsaw	1			proteome_bg
Q8IU99	Chainsaw	2			proteome_bg
Q8IVI9	Chainsaw	3			proteome_bg
Q8IXN7	Chainsaw	2			proteome_bg
Q86XA0	Chainsaw	1			proteome_bg
Q8IX21	Chainsaw	1			proteome_bg
Q86YN1	Chainsaw	2			proteome_bg
Q8IXX5	Chainsaw	2			proteome_bg
Q8IVV7	Chainsaw	1			proteome_bg
Q86YS6	Chainsaw	1			proteome_bg
Q8IUL8	Chainsaw	9			proteome_bg
Q8IUF1	Chainsaw	2			proteome_bg
Q8IYM0	Chainsaw	3			proteome_bg
Q8IVN8	Chainsaw	3			proteome_bg
Q8N6N6	Chainsaw	1			proteome_bg
Q8N6N3	Chainsaw	0			proteome_bg
Q8IZ20	Chainsaw	1			proteome_bg
Q8N183	Chainsaw	1			mito_bg
Q8IZT6	Chainsaw	4			proteome_bg
Q8N474	Chainsaw	2			proteome_bg
Q8IZF6	Chainsaw	1			proteome_bg
Q8N319	Chainsaw	0			proteome_bg
Q8N4S0	Chainsaw	1			proteome_bg
Q8N5S9	Chainsaw	2			proteome_bg
Q8N3Z3	Chainsaw	2			proteome_bg
Q8N6K7	Chainsaw	4			proteome_bg
Q8N4B1	Chainsaw	2			proteome_bg
Q8N3S3	Chainsaw	2			proteome_bg
Q8N5V2	Chainsaw	3			proteome_bg
Q8N1P7	Chainsaw	4			proteome_bg
Q8N6R0	Chainsaw	4			proteome_bg
Q8N3F0	Chainsaw	1			proteome_bg
Q8N485	Chainsaw	2			proteome_bg
Q8N6T3	Chainsaw	1			proteome_bg
Q8N5A5	Chainsaw	5			proteome_bg
Q8N1W1	Chainsaw	6			proteome_bg
Q8N131	Chainsaw	0			proteome_bg
Q8N146	Chainsaw	1			proteome_bg
Q8N5Y2	Chainsaw	2			proteome_bg
Q8N2E2	Chainsaw	7			proteome_bg
Q8N1F7	Chainsaw	3			proteome_bg
Q8N511	Chainsaw	2			proteome_bg
Q8N729	Chainsaw	1			proteome_bg
Q8N567	Chainsaw	1			proteome_bg
Q8N6T7	Chainsaw	2			proteome_bg
Q8N3Y7	Chainsaw	2			proteome_bg
Q8N1V8	Chainsaw	1			proteome_bg
Q8N0U8	Chainsaw	1			proteome_bg
Q8N769	Chainsaw	1			proteome_bg
Q8N123	Chainsaw	1			proteome_bg
Q8IZS5	Chainsaw	1			proteome_bg
Q8N0S6	Chainsaw	2			proteome_bg
Q8N3P4	Chainsaw	5			proteome_bg
Q8N5U1	Chainsaw	1			proteome_bg
Q8N387	Chainsaw	0			proteome_bg
Q8N398	Chainsaw	4			proteome_bg
Q8N370	Chainsaw	3			proteome_bg
Q8N2B8	Chainsaw	0			proteome_bg
Q8IZV5	Chainsaw	1			proteome_bg
Q8IZ57	Chainsaw	1			proteome_bg
Q8N2R8	Chainsaw	2			proteome_bg
Q8N4C7	Chainsaw	2			proteome_bg
Q8N5H3	Chainsaw	1			proteome_bg
Q8N2M4	Chainsaw	1			proteome_bg
Q8N584	Chainsaw	2			proteome_bg
Q8N165	Chainsaw	2			proteome_bg
Q8N614	Chainsaw	1			proteome_bg
Q8N608	Chainsaw	2			proteome_bg
Q8N127	Chainsaw	1			proteome_bg
Q8N4A0	Chainsaw	3			proteome_bg
Q8N2Q7	Chainsaw	3			proteome_bg
Q8N6F8	Chainsaw	2			proteome_bg
Q8N5L8	Chainsaw	1			proteome_bg
Q8N539	Chainsaw	2			proteome_bg
Q8N5M4	Chainsaw	1			proteome_bg
Q8J025	Chainsaw	2			proteome_bg
Q8N0Z3	Chainsaw	1			proteome_bg
Q8N2Y8	Chainsaw	1			proteome_bg
Q8N1E2	Chainsaw	1			proteome_bg
Q8IZ81	Chainsaw	2			proteome_bg
Q8N5J4	Chainsaw	2			proteome_bg
Q8N6D5	Chainsaw	1			proteome_bg
Q8N4H0	Chainsaw	1			proteome_bg
Q8N743	Chainsaw	3			proteome_bg
Q8N0S2	Chainsaw	1			proteome_bg
Q8IZ16	Chainsaw	1			proteome_bg
Q8N4U5	Chainsaw	3			proteome_bg
Q8N5I3	Chainsaw	2			proteome_bg
Q8N680	Chainsaw	2			proteome_bg
Q8N5N7	Chainsaw	1			matrix_bg,mito_bg
Q8N0Y2	Chainsaw	2			proteome_bg
Q8IZU9	Chainsaw	6			proteome_bg
Q8N5Q1	Chainsaw	1			proteome_bg
Q8N2H4	Chainsaw	1			proteome_bg
Q8IZU8	Chainsaw	4			proteome_bg
Q8N752	Chainsaw	2			proteome_bg
Q8N682	Chainsaw	1			proteome_bg
Q8N456	Chainsaw	1			proteome_bg
Q8N201	Chainsaw	6			proteome_bg
Q8N5U0	Chainsaw	1			proteome_bg
Q8N3Y1	Chainsaw	2			proteome_bg
Q8IZC4	Chainsaw	3			proteome_bg
Q8N690	Chainsaw	1			proteome_bg
Q8N2N9	Chainsaw	2			proteome_bg
Q8N2Z9	Chainsaw	1			proteome_bg
Q8IZJ1	Chainsaw	6			proteome_bg
Q8IZF0	Chainsaw	7			proteome_bg
Q8N565	Chainsaw	1			proteome_bg
Q8N6N2	Chainsaw	1			proteome_bg
Q8N157	Chainsaw	4			proteome_bg
Q8IZP0	Chainsaw	2			proteome_bg
Q8N448	Chainsaw	5			proteome_bg
Q8N112	Chainsaw	1			proteome_bg
Q8N3X6	Chainsaw	2			proteome_bg
Q8N531	Chainsaw	1			proteome_bg
Q8N0U7	Chainsaw	3			proteome_bg
Q8N3E9	Chainsaw	5			proteome_bg
Q8N228	Chainsaw	2			proteome_bg
Q8N0U6	Chainsaw	1			proteome_bg
Q8N6M6	Chainsaw	3			proteome_bg
Q8N1S5	Chainsaw	1			proteome_bg
Q8N2G6	Chainsaw	2			proteome_bg
Q8IZM0	Chainsaw	1			proteome_bg
Q8N6U2	Chainsaw	0			proteome_bg
Q8N100	Chainsaw	1			proteome_bg
Q8N3F9	Chainsaw	1			proteome_bg
Q8N126	Chainsaw	3			proteome_bg
Q8N2U0	Chainsaw	1			proteome_bg
Q8IZ08	Chainsaw	2			proteome_bg
Q8IZJ4	Chainsaw	2			proteome_bg
Q8N4C9	Chainsaw	1			proteome_bg
Q8N1D0	Chainsaw	1			proteome_bg
Q8N1G2	Chainsaw	2			proteome_bg
Q8N4K4	Chainsaw	1			proteome_bg
Q8N687	Chainsaw	1			proteome_bg
Q8N1D5	Chainsaw	2			proteome_bg
Q8N2A0	Chainsaw	1			proteome_bg
Q8N2R0	Chainsaw	2			proteome_bg
Q8N609	Chainsaw	1			proteome_bg
Q8N5X7	Chainsaw	1			proteome_bg
Q8N394	Chainsaw	2			proteome_bg
Q8N1C3	Chainsaw	2			proteome_bg
Q8N4Y2	Chainsaw	2			proteome_bg
Q8N4E4	Chainsaw	2			proteome_bg
Q8N335	Chainsaw	2			proteome_bg
Q8N5B7	Chainsaw	2			proteome_bg
Q8N386	Chainsaw	1			proteome_bg
Q8N4L4	Chainsaw	0			proteome_bg
Q8N6G2	Chainsaw	1			proteome_bg
Q8N6S4	Chainsaw	2			proteome_bg
Q8N0Y5	Chainsaw	1			proteome_bg
Q8IZD6	Chainsaw	3			proteome_bg
Q8N441	Chainsaw	3			proteome_bg
Q8N3V7	Chainsaw	0			proteome_bg
Q8IZK6	Chainsaw	2			proteome_bg
Q8IZD4	Chainsaw	1			proteome_bg
Q8N5I2	Chainsaw	2			proteome_bg
Q8N377	Chainsaw	0			proteome_bg
Q8N6M0	Chainsaw	2			proteome_bg
Q8N4P3	Chainsaw	1			proteome_bg
Q8N3Y3	Chainsaw	2			proteome_bg
Q8N6D2	Chainsaw	2			proteome_bg
Q8IZF3	Chainsaw	2			proteome_bg
Q8N140	Chainsaw	3			proteome_bg
Q8N2H9	Chainsaw	2			proteome_bg
Q8N0Z9	Chainsaw	4			proteome_bg
Q8N2I2	Chainsaw	2			proteome_bg
Q8N1I0	Chainsaw	4			proteome_bg
Q8IZA0	Chainsaw	7			proteome_bg
Q8N693	Chainsaw	1			proteome_bg
Q8IZU3	Chainsaw	1			proteome_bg
Q8N350	Chainsaw	0			proteome_bg
Q8N5H7	Chainsaw	2			proteome_bg
Q8IZL8	Chainsaw	2			proteome_bg
Q8N3C7	Chainsaw	4			proteome_bg
Q8N1G4	Chainsaw	2			proteome_bg
Q8IZP2	Chainsaw	2			proteome_bg
Q8N3L3	Chainsaw	1			proteome_bg
Q8N668	Chainsaw	2			proteome_bg
Q8N139	Chainsaw	6			proteome_bg
Q8N6I1	Chainsaw	1			proteome_bg
Q8N488	Chainsaw	0			proteome_bg
Q8IZV2	Chainsaw	1			proteome_bg
Q8N427	Chainsaw	4			proteome_bg
Q8N4G2	Chainsaw	1			proteome_bg
Q8N6C7	Chainsaw	0			proteome_bg
Q8N568	Chainsaw	3			proteome_bg
Q8N6N7	Chainsaw	1			proteome_bg
Q8N5K1	Chainsaw	2			proteome_bg
Q8N3F8	Chainsaw	1			proteome_bg
Q8N653	Chainsaw	3			proteome_bg
Q8N7C0	Chainsaw	0			proteome_bg
Q8N6K0	Chainsaw	1			proteome_bg
Q8N4F4	Chainsaw	3			proteome_bg
Q8N323	Chainsaw	3			proteome_bg
Q8N162	Chainsaw	1			proteome_bg
Q8N3J2	Chainsaw	2			matrix_bg,mito_bg
Q8N4L2	Chainsaw	3			proteome_bg
Q8N2W9	Chainsaw	3			proteome_bg
Q8N336	Chainsaw	2			proteome_bg
Q8N4Z0	Chainsaw	1			proteome_bg
Q8N1I8	Chainsaw	0			proteome_bg
Q8N587	Chainsaw	2			proteome_bg
Q8N114	Chainsaw	1			proteome_bg
Q8N104	Chainsaw	1			proteome_bg
Q8N309	Chainsaw	2			proteome_bg
Q8N145	Chainsaw	1			proteome_bg
Q8N6G5	Chainsaw	3			proteome_bg
Q8N5C1	Chainsaw	2			proteome_bg
Q8N302	Chainsaw	4			proteome_bg
Q8N128	Chainsaw	1			proteome_bg
Q8IZE3	Chainsaw	2			proteome_bg
Q8N130	Chainsaw	2			proteome_bg
Q8N6R1	Chainsaw	1			proteome_bg
Q8N6G6	Chainsaw	11			proteome_bg
Q8N6V4	Chainsaw	1			proteome_bg
Q8N4W6	Chainsaw	3			proteome_bg
Q8N4B5	Chainsaw	0			proteome_bg
Q8N307	Chainsaw	1			proteome_bg
Q8N1N4	Chainsaw	1			proteome_bg
Q8N6M3	Chainsaw	1			proteome_bg
Q8N144	Chainsaw	1			proteome_bg
Q8IZ26	Chainsaw	3			proteome_bg
Q8N5U6	Chainsaw	1			proteome_bg
Q8IZL2	Chainsaw	0			proteome_bg
Q8N543	Chainsaw	2			proteome_bg
Q8N1Y9	Chainsaw	1			proteome_bg
Q8N138	Chainsaw	1			proteome_bg
Q8N4W9	Chainsaw	2			proteome_bg
Q8N3U1	Chainsaw	0			proteome_bg
Q8N4N8	Chainsaw	4			proteome_bg
Q8N0W3	Chainsaw	5			proteome_bg
Q8N0W5	Chainsaw	2			proteome_bg
Q8N137	Chainsaw	1			proteome_bg
Q8N1E6	Chainsaw	1			proteome_bg
Q8N2U9	Chainsaw	1			proteome_bg
Q8N2C3	Chainsaw	2			proteome_bg
Q8IZN3	Chainsaw	2			proteome_bg
Q8N628	Chainsaw	1			proteome_bg
Q8N594	Chainsaw	3			proteome_bg
Q8N4V2	Chainsaw	3			proteome_bg
Q8N1L1	Chainsaw	1			proteome_bg
Q8N142	Chainsaw	3			proteome_bg
Q8N1L9	Chainsaw	0			proteome_bg
Q8N443	Chainsaw	1			proteome_bg
Q8N357	Chainsaw	1			proteome_bg
Q8N7B9	Chainsaw	3			proteome_bg
Q8N1M1	Chainsaw	2			proteome_bg
Q8N7A1	Chainsaw	2			proteome_bg
Q8N697	Chainsaw	3			proteome_bg
Q8N136	Chainsaw	2			proteome_bg
Q8N6Y1	Chainsaw	7			proteome_bg
Q8N6M9	Chainsaw	0			proteome_bg
Q8N6T0	Chainsaw	3			proteome_bg
Q8N6V9	Chainsaw	1			proteome_bg
Q8N6F1	Chainsaw	1			proteome_bg
Q8N3J3	Chainsaw	1			proteome_bg
Q8IZS6	Chainsaw	1			proteome_bg
Q8N2S1	Chainsaw	6			proteome_bg
Q8N766	Chainsaw	4			proteome_bg
Q8N6Y2	Chainsaw	1			proteome_bg
Q8N257	Chainsaw	1			proteome_bg
Q8IZF5	Chainsaw	4			proteome_bg
Q8IZP7	Chainsaw	2			proteome_bg
Q8N3U4	Chainsaw	3			proteome_bg
Q8IZ73	Chainsaw	4			proteome_bg
Q8N5W9	Chainsaw	0			proteome_bg
Q8IZJ3	Chainsaw	8			proteome_bg
Q8N196	Chainsaw	3			proteome_bg
Q8IZ13	Chainsaw	5			proteome_bg
Q8IZY2	Chainsaw	7			proteome_bg
Q8N0V5	Chainsaw	3			proteome_bg
Q8N5C6	Chainsaw	5			proteome_bg
Q8IZ83	Chainsaw	3			proteome_bg
Q8N6C8	Chainsaw	4			proteome_bg
Q8N5Z5	Chainsaw	3			proteome_bg
Q8N1V2	Chainsaw	2			proteome_bg
Q8N1G0	Chainsaw	3			proteome_bg
Q8N0Y7	Chainsaw	1			proteome_bg
Q8N4X5	Chainsaw	4			proteome_bg
Q8N1N0	Chainsaw	2			proteome_bg
Q8N187	Chainsaw	2			proteome_bg
Q8N468	Chainsaw	2			proteome_bg
Q8N1Q1	Chainsaw	1			proteome_bg
Q8N0V4	Chainsaw	2			proteome_bg
Q8N635	Chainsaw	3			proteome_bg
Q8N205	Chainsaw	1			proteome_bg
Q8N412	Chainsaw	0			proteome_bg
Q8IZD2	Chainsaw	1			proteome_bg
Q8IZS8	Chainsaw	5			proteome_bg
Q8N2K1	Chainsaw	1			proteome_bg
Q8N4M1	Chainsaw	2			proteome_bg
Q8N688	Chainsaw	1			proteome_bg
Q8N5J2	Chainsaw	2			proteome_bg
Q8N4N3	Chainsaw	2			proteome_bg
Q8N148	Chainsaw	1			proteome_bg
Q8N1A0	Chainsaw	1			proteome_bg
Q8N616	Chainsaw	1			proteome_bg
Q8N4B4	Chainsaw	1			proteome_bg
Q8N122	Chainsaw	3			proteome_bg
Q8N6L1	Chainsaw	1			proteome_bg
Q8N5P1	Chainsaw	1			proteome_bg
Q8N141	Chainsaw	3			proteome_bg
Q8N428	Chainsaw	2			proteome_bg
Q8N1F8	Chainsaw	4			proteome_bg
Q8N3J6	Chainsaw	4			proteome_bg
Q8N4F7	Chainsaw	2			proteome_bg
Q8N684	Chainsaw	2			proteome_bg
Q8N6P7	Chainsaw	2			proteome_bg
Q8IZQ8	Chainsaw	1			proteome_bg
Q8N2M8	Chainsaw	1			proteome_bg
Q8N4T0	Chainsaw	2			proteome_bg
Q8N1K5	Chainsaw	3			proteome_bg
Q8N535	Chainsaw	0			proteome_bg
Q8N715	Chainsaw	1			proteome_bg
Q8N1T3	Chainsaw	5			proteome_bg
Q8N5C8	Chainsaw	0			proteome_bg
Q8N344	Chainsaw	2			proteome_bg
Q8N3G9	Chainsaw	3			proteome_bg
Q8IZP1	Chainsaw	2			proteome_bg
Q8IZX4	Chainsaw	7			proteome_bg
Q8N239	Chainsaw	3			proteome_bg
Q8N661	Chainsaw	1			proteome_bg
Q8IZF2	Chainsaw	8			proteome_bg
Q8N414	Chainsaw	2			proteome_bg
Q8N300	Chainsaw	0			proteome_bg
Q8N4F0	Chainsaw	3			proteome_bg
Q8N0T1	Chainsaw	1			proteome_bg
Q8N2H3	Chainsaw	3			proteome_bg
Q8N1B3	Chainsaw	2			proteome_bg
Q8N0W7	Chainsaw	1			proteome_bg
Q8N554	Chainsaw	4			proteome_bg
Q8N108	Chainsaw	2			proteome_bg
Q8IZ02	Chainsaw	1			proteome_bg
Q8IZT9	Chainsaw	1			proteome_bg
Q8N1H7	Chainsaw	1			proteome_bg
Q8N3C0	Chainsaw	8			proteome_bg
Q8IZ40	Chainsaw	3			proteome_bg
Q8N3K9	Chainsaw	0			proteome_bg
Q8IZ07	Chainsaw	4			proteome_bg
Q8N2C9	Chainsaw	1			proteome_bg
Q8IZN7	Chainsaw	1			proteome_bg
Q8IZ69	Chainsaw	3			proteome_bg
Q8N3Z6	Chainsaw	0			proteome_bg
Q8N2I9	Chainsaw	2			proteome_bg
Q8IZ63	Chainsaw	0			proteome_bg
Q8N1X5	Chainsaw	0			proteome_bg
Q8N109	Chainsaw	2			proteome_bg
Q8IZ21	Chainsaw	0			proteome_bg
Q8N3X1	Chainsaw	0			proteome_bg
Q8N2G4	Chainsaw	1			proteome_bg
Q8N0X2	Chainsaw	3			proteome_bg
Q8N0U2	Chainsaw	2			proteome_bg
Q8N392	Chainsaw	4			proteome_bg
Q8N0V1	Chainsaw	0			proteome_bg
Q8N328	Chainsaw	4			proteome_bg
Q8N660	Chainsaw	0			proteome_bg
Q8IZ41	Chainsaw	3			proteome_bg
Q8N6M8	Chainsaw	1			proteome_bg
Q8N6L7	Chainsaw	2			proteome_bg
Q8N111	Chainsaw	1			proteome_bg
Q8N6C5	Chainsaw	13			proteome_bg
Q8N5W8	Chainsaw	0			proteome_bg
Q8N5F7	Chainsaw	2			proteome_bg
Q8N3T6	Chainsaw	3			proteome_bg
Q8N326	Chainsaw	1			proteome_bg
Q8N1W2	Chainsaw	2			proteome_bg
Q8N158	Chainsaw	2			proteome_bg
Q8N3D4	Chainsaw	3			proteome_bg
Q8N3I7	Chainsaw	3			proteome_bg
Q8N6Y0	Chainsaw	2			proteome_bg
Q8N6Q3	Chainsaw	2			proteome_bg
Q8N5Y8	Chainsaw	3			proteome_bg
Q8N118	Chainsaw	2			proteome_bg
Q8N436	Chainsaw	3			proteome_bg
Q8N5I4	Chainsaw	1			proteome_bg
Q8IZJ6	Chainsaw	1			proteome_bg
Q8N6I4	Chainsaw	1			proteome_bg
Q8N4C8	Chainsaw	4			proteome_bg
Q8N371	Chainsaw	2			proteome_bg
Q8N720	Chainsaw	3			proteome_bg
Q8N4T4	Chainsaw	2			proteome_bg
Q8N6U8	Chainsaw	2			proteome_bg
Q8N143	Chainsaw	2			proteome_bg
Q8N446	Chainsaw	0			proteome_bg
Q8N135	Chainsaw	2			proteome_bg
Q8N5D0	Chainsaw	2			proteome_bg
Q8IZM9	Chainsaw	1			proteome_bg
Q8N423	Chainsaw	4			proteome_bg
Q8IZW8	Chainsaw	2			proteome_bg
Q8N755	Chainsaw	1			proteome_bg
Q8IZI9	Chainsaw	1			proteome_bg
Q8IZT8	Chainsaw	1			proteome_bg
Q8IZM8	Chainsaw	5			proteome_bg
Q8N1N2	Chainsaw	0			proteome_bg
Q8N475	Chainsaw	5			proteome_bg
Q8N5S3	Chainsaw	0			proteome_bg
Q8N5I9	Chainsaw	1			proteome_bg
Q8N149	Chainsaw	4			proteome_bg
Q8IZQ1	Chainsaw	4			proteome_bg
Q8N461	Chainsaw	1			proteome_bg
Q8N283	Chainsaw	2			proteome_bg
Q8MH63	Chainsaw	1			proteome_bg
Q8N184	Chainsaw	4			proteome_bg
Q8N6L0	Chainsaw	2			proteome_bg
Q8N699	Chainsaw	1			proteome_bg
Q8N4C6	Chainsaw	3			proteome_bg
Q8N5M9	Chainsaw	1			proteome_bg
Q8N4P6	Chainsaw	2			proteome_bg
Q8N103	Chainsaw	2			proteome_bg
Q8IZP9	Chainsaw	3			proteome_bg
Q8N4L8	Chainsaw	1			proteome_bg
Q8N1L4	Chainsaw	2			proteome_bg
Q8IZ96	Chainsaw	1			proteome_bg
Q8N4S9	Chainsaw	2			proteome_bg
Q8IZC6	Chainsaw	1			proteome_bg
Q8N393	Chainsaw	3			proteome_bg
Q8IZJ0	Chainsaw	1			proteome_bg
Q8N6Q8	Chainsaw	3			proteome_bg
Q8N3H0	Chainsaw	1			proteome_bg
Q8N3R9	Chainsaw	6			proteome_bg
Q8N2K0	Chainsaw	1			proteome_bg
Q8N6K4	Chainsaw	0			proteome_bg
Q8N3J9	Chainsaw	2			proteome_bg
Q8N7B1	Chainsaw	1			proteome_bg
Q8N4J0	Chainsaw	2			proteome_bg
Q8N431	Chainsaw	2			proteome_bg
Q8IZL9	Chainsaw	2			proteome_bg
Q8IZ52	Chainsaw	3			proteome_bg
Q8N163	Chainsaw	3			proteome_bg
Q8N434	Chainsaw	2			proteome_bg
Q8N695	Chainsaw	2			proteome_bg
Q8IYY4	Chainsaw	2			proteome_bg
Q8N271	Chainsaw	2			proteome_bg
Q8IZP6	Chainsaw	2			proteome_bg
Q8N4L1	Chainsaw	2			proteome_bg
Q8N782	Chainsaw	4			proteome_bg
Q8N1G1	Chainsaw	2			proteome_bg
Q8N7B6	Chainsaw	1			proteome_bg
Q8N2C7	Chainsaw	3			proteome_bg
Q8N5G0	Chainsaw	1			mito_bg
Q8N264	Chainsaw	3			proteome_bg
Q8N5C7	Chainsaw	1			proteome_bg
Q8N5G2	Chainsaw	2			proteome_bg
Q8N349	Chainsaw	1			proteome_bg
Q8N6S5	Chainsaw	1			proteome_bg
Q8IZU0	Chainsaw	0			proteome_bg
Q8N4M7	Chainsaw	1			proteome_bg
Q8N4P2	Chainsaw	2			proteome_bg
Q8N365	Chainsaw	1			proteome_bg
Q8IZC7	Chainsaw	3			proteome_bg
Q8N1B4	Chainsaw	4			proteome_bg
Q8IZF4	Chainsaw	2			proteome_bg
Q8IZY5	Chainsaw	1			proteome_bg
Q8N6F7	Chainsaw	0			proteome_bg
Q8N339	Chainsaw	0			proteome_bg
Q8N4V1	Chainsaw	2			proteome_bg
Q8N5T2	Chainsaw	4			proteome_bg
Q8N5R6	Chainsaw	4			proteome_bg
Q8N1A6	Chainsaw	1			proteome_bg
Q8N2X6	Chainsaw	0			proteome_bg
Q8IZA3	Chainsaw	1			proteome_bg
Q8N6M5	Chainsaw	2			proteome_bg
Q8N5N4	Chainsaw	1			proteome_bg
Q8N4H5	Chainsaw	0			mito_bg
Q8N5D6	Chainsaw	1			proteome_bg
Q8IZF7	Chainsaw	2			proteome_bg
Q8N2G8	Chainsaw	3			proteome_bg
Q8N3A8	Chainsaw	4			proteome_bg
Q8N556	Chainsaw	4			proteome_bg
Q8N0X7	Chainsaw	3			proteome_bg
Q8N6Q1	Chainsaw	1			proteome_bg
Q8IZR5	Chainsaw	1			proteome_bg
Q8IZU2	Chainsaw	4			proteome_bg
Q8N612	Chainsaw	2			proteome_bg
Q8IZD9	Chainsaw	4			proteome_bg
Q8IZH2	Chainsaw	6			proteome_bg
Q8N129	Chainsaw	1			proteome_bg
Q8N3T1	Chainsaw	2			proteome_bg
Q8N3R3	Chainsaw	2			matrix_bg,mito_bg
Q8N119	Chainsaw	3			proteome_bg
Q8IZU1	Chainsaw	1			proteome_bg
Q8N0Y3	Chainsaw	1			proteome_bg
Q8N0Z6	Chainsaw	2			proteome_bg
Q8N0Z2	Chainsaw	3			proteome_bg
Q8N292	Chainsaw	1			proteome_bg
Q8N6H7	Chainsaw	3			proteome_bg
Q8IZD0	Chainsaw	1			proteome_bg
Q8N4S7	Chainsaw	2			proteome_bg
Q8IZS7	Chainsaw	2			proteome_bg
Q8N0W4	Chainsaw	2			proteome_bg
Q8N6W0	Chainsaw	3			proteome_bg
Q8NDY6	Chainsaw	1			proteome_bg
Q8NEM2	Chainsaw	2			proteome_bg
Q8NET1	Chainsaw	1			proteome_bg
Q8N7E2	Chainsaw	1			proteome_bg
Q8N9U0	Chainsaw	2			proteome_bg
Q8N9B5	Chainsaw	2			proteome_bg
Q8NFJ5	Chainsaw	1			proteome_bg
Q8NE00	Chainsaw	2			proteome_bg
Q8NA23	Chainsaw	1			proteome_bg
Q8NFJ8	Chainsaw	0			proteome_bg
Q8NEE8	Chainsaw	2			proteome_bg
Q8NCT1	Chainsaw	3			proteome_bg
Q8ND56	Chainsaw	1			proteome_bg
Q8NBW4	Chainsaw	2			proteome_bg
Q8NB42	Chainsaw	3			proteome_bg
Q8NEG4	Chainsaw	3			proteome_bg
Q8NCR6	Chainsaw	1			proteome_bg
Q8NEL0	Chainsaw	2			proteome_bg
Q8NFB2	Chainsaw	1			proteome_bg
Q8NF37	Chainsaw	2			proteome_bg
Q8NEW7	Chainsaw	2			proteome_bg
Q8NA92	Chainsaw	2			proteome_bg
Q8NE09	Chainsaw	4			proteome_bg
Q8NFJ6	Chainsaw	1			proteome_bg
