accession	source	n_domains	first_domain_start	first_domain_end
Q8N7E2	Chainsaw	1	66	138
Q8N9B5	Chainsaw	2	29	171
Q8NFJ5	Chainsaw	1	15	269
Q8NE00	Chainsaw	2	14	74
Q8NA23	Chainsaw	1	65	366
Q8NEE8	Chainsaw	2	29	188
Q8ND56	Chainsaw	1	10	77
Q8NCR6	Chainsaw	1	57	169
Q8NFB2	Chainsaw	1	3	273
Q8NE09	Chainsaw	4	3	165
Q8NFJ6	Chainsaw	1	43	339
Q8NEA5	Chainsaw	1	2	213
Q8ND82	Chainsaw	3	18	26
Q8NCE2	Chainsaw	1	29	405
Q8NFC6	Chainsaw	1	51	113
Q8NDY3	Chainsaw	1	1	352
Q8N9M5	Chainsaw	1	34	167
Q8N9N7	Chainsaw	1	3	238
Q8NA58	Chainsaw	3	1	124
Q8NEZ4	Chainsaw	2	969	969
Q8N8Y2	Chainsaw	1	2	337
Q8NDW4	Chainsaw	4	447	449
Q8NC26	Chainsaw	2	8	91
Q8ND76	Chainsaw	2	68	104
Q8NF50	Chainsaw	8	64	86
Q8NEG5	Chainsaw	2	317	378
Q8NDM7	Chainsaw	6	18	212
Q8NEG2	Chainsaw	1	155	235
Q8NEX6	Chainsaw	1	34	83
Q8N8F6	Chainsaw	1	99	255
Q8NBL3	Chainsaw	2	3	33
Q8NEH6	Chainsaw	1	10	494
Q8N9T8	Chainsaw	4	14	45
Q8NCL8	Chainsaw	1	12	236
Q8NBK3	Chainsaw	1	91	367
Q8N998	Chainsaw	1	21	370
Q8N8Y5	Chainsaw	1	14	191
Q8N957	Chainsaw	5	832	855
Q8NBJ4	Chainsaw	1	13	397
Q8N8Q3	Chainsaw	1	11	251
Q8N7P7	Chainsaw	1	2	425
Q8N8L6	Chainsaw	1	77	243
Q8NA97	Chainsaw	1	6	137
Q8N865	Chainsaw	1	43	90
Q8NBF4	Chainsaw	1	2	133
Q8NB78	Chainsaw	4	576	657
Q8NB25	Chainsaw	1	70	982
Q8N8R5	Chainsaw	1	47	208
Q8N9W4	Chainsaw	1	15	907
Q8NDQ6	Chainsaw	3	8	118
Q8NDB6	Chainsaw	1	60	212
Q8NB59	Chainsaw	2	89	110
Q8NAV1	Chainsaw	1	17	173
Q8N9W7	Chainsaw	1	1	113
Q8N7P3	Chainsaw	1	1	189
Q8NDV2	Chainsaw	1	3	295
Q8NCS7	Chainsaw	3	39	69
Q8NA47	Chainsaw	2	20	476
Q8NA77	Chainsaw	1	14	148
Q8NAJ2	Chainsaw	1	116	173
Q8NDL9	Chainsaw	2	419	605
Q8N9V7	Chainsaw	3	1098	1236
Q8NFD4	Chainsaw	1	22	141
Q8NDV3	Chainsaw	4	3	167
Q8NCE0	Chainsaw	1	40	71
Q8N7H5	Chainsaw	3	436	454
Q8NB14	Chainsaw	3	757	994
Q8N9A8	Chainsaw	1	3	118
Q8N7L0	Chainsaw	1	3	98
Q8NAU1	Chainsaw	1	86	184
Q8NBI6	Chainsaw	1	97	383
Q8NET4	Chainsaw	1	236	241
Q8NAT2	Chainsaw	4	950	965
Q8N9X3	Chainsaw	1	89	150
Q8N7C7	Chainsaw	3	10	31
Q8N7S6	Chainsaw	1	132	285
Q8NEE6	Chainsaw	1	23	708
Q8N8X9	Chainsaw	2	6	73
Q8NBX0	Chainsaw	2	8	153
Q8ND77	Chainsaw	1	1	194
Q8N8G6	Chainsaw	1	31	180
Q8N7U9	Chainsaw	1	8	85
Q8N7W2	Chainsaw	1	271	398
Q8NFA0	Chainsaw	6	1223	1223
Q8NBT0	Chainsaw	1	10	299
Q8N7X8	Chainsaw	1	8	99
Q8N8J7	Chainsaw	1	66	131
Q8NA19	Chainsaw	4	54	74
Q8NFH3	Chainsaw	1	4	375
Q8NBL1	Chainsaw	2	26	49
Q8N8D7	Chainsaw	1	6	196
Q8N9N8	Chainsaw	1	3	115
Q8NF86	Chainsaw	1	41	276
Q8NCH0	Chainsaw	2	97	215
Q8N945	Chainsaw	1	2	183
Q8NCQ3	Chainsaw	1	4	94
Q8N8I0	Chainsaw	1	74	198
Q8NER1	Chainsaw	2	115	395
Q8NBT2	Chainsaw	1	14	192
Q8NEL9	Chainsaw	3	607	706
Q8NEN0	Chainsaw	2	128	146
Q8NCQ7	Chainsaw	1	4	160
Q8NA70	Chainsaw	1	93	105
Q8NFI3	Chainsaw	3	57	81
Q8N884	Chainsaw	2	160	171
Q8N7C4	Chainsaw	1	5	155
Q8NBM8	Chainsaw	3	4	64
Q8NF67	Chainsaw	1	1	262
Q8NC74	Chainsaw	1	4	372
Q8N7Z2	Chainsaw	1	53	666
Q8NCX0	Chainsaw	1	27	1027
Q8N841	Chainsaw	1	110	514
Q8N9I5	Chainsaw	2	23	45
Q8N816	Chainsaw	1	58	256
Q8NET5	Chainsaw	1	44	150
Q8NDD1	Chainsaw	1	25	240
Q8NA75	Chainsaw	1	2	393
Q8NC06	Chainsaw	1	12	190
Q8NDX9	Chainsaw	1	25	185
Q8NC42	Chainsaw	3	6	29
Q8NDY8	Chainsaw	1	5	88
Q8NCN4	Chainsaw	1	63	136
Q8NEM1	Chainsaw	3	15	306
Q8N7Y1	Chainsaw	1	63	98
Q8NFF2	Chainsaw	2	1	245
Q8N9E0	Chainsaw	1	13	229
Q8NBD8	Chainsaw	1	4	145
Q8N912	Chainsaw	1	100	159
Q8NCJ5	Chainsaw	2	377	436
Q8NEY8	Chainsaw	1	279	451
Q8N9Q2	Chainsaw	1	32	142
Q8NEG0	Chainsaw	1	27	173
Q8N9F7	Chainsaw	1	29	311
Q8N7X0	Chainsaw	4	53	302
Q8NDV1	Chainsaw	1	59	298
Q8NEC7	Chainsaw	3	12	186
Q8NEX9	Chainsaw	2	23	205
Q8N813	Chainsaw	1	3	65
Q8NEB5	Chainsaw	1	1	254
Q8NCU4	Chainsaw	1	38	906
Q8N7Z5	Chainsaw	3	346	626
Q8NFH4	Chainsaw	1	11	323
Q8N9U9	Chainsaw	1	23	106
Q8N9W6	Chainsaw	1	29	110
Q8NCR3	Chainsaw	1	37	255
Q8NC24	Chainsaw	1	11	174
Q8NDZ2	Chainsaw	1	429	857
Q8N812	Chainsaw	1	2	131
Q8NEA6	Chainsaw	1	473	520
Q8NE35	Chainsaw	3	346	376
Q8N8E3	Chainsaw	1	3	3
Q8NAA6	Chainsaw	1	37	73
Q8NEE0	Chainsaw	1	3	72
Q8N806	Chainsaw	3	20	25
Q8NAP8	Chainsaw	2	3	107
Q8NEY1	Chainsaw	1	1418	1808
Q8NBZ0	Chainsaw	1	11	145
Q8N8A2	Chainsaw	2	6	6
Q8NDF8	Chainsaw	2	116	181
Q8N7M0	Chainsaw	1	78	177
Q8NEC5	Chainsaw	1	447	778
Q8NCR9	Chainsaw	1	4	218
Q8NEA9	Chainsaw	2	6	12
Q8N8Q8	Chainsaw	2	51	110
Q8NA72	Chainsaw	1	22	370
Q8NEV9	Chainsaw	1	43	225
Q8N9X5	Chainsaw	1	21	133
Q8NDX5	Chainsaw	1	703	703
Q8NDI1	Chainsaw	3	1	184
Q8NBQ5	Chainsaw	1	25	269
Q8NDC4	Chainsaw	1	4	143
Q8NCC3	Chainsaw	2	40	229
Q8NC01	Chainsaw	1	129	260
Q8NEP3	Chainsaw	1	90	292
Q8ND30	Chainsaw	2	1	1
Q8NEP7	Chainsaw	1	15	348
Q8N9L7	Chainsaw	1	30	110
Q8NCU1	Chainsaw	1	15	136
Q8N8A8	Chainsaw	1	6	122
Q8NBI3	Chainsaw	1	277	346
Q8ND07	Chainsaw	1	27	458
Q8NDZ6	Chainsaw	1	6	405
Q8NCN2	Chainsaw	1	14	163
Q8NCS4	Chainsaw	1	1	151
Q8NBT3	Chainsaw	2	420	420
Q8N8P6	Chainsaw	1	4	117
Q8NEW0	Chainsaw	2	18	168
Q8NET6	Chainsaw	2	51	175
Q8N8W4	Chainsaw	1	14	264
Q8NEF9	Chainsaw	1	9	138
Q8N9N5	Chainsaw	1	119	324
Q8N976	Chainsaw	1	22	104
Q8NE63	Chainsaw	1	2	373
Q8NEJ0	Chainsaw	1	20	185
Q8ND25	Chainsaw	1	143	217
Q8NB37	Chainsaw	1	11	218
Q8N9Z9	Chainsaw	1	104	257
Q8NBI2	Chainsaw	1	1	220
Q8NBN3	Chainsaw	3	1	1
Q8N8N0	Chainsaw	1	6	80
Q8NA96	Chainsaw	1	117	161
Q8NAE3	Chainsaw	1	8	104
Q8NB90	Chainsaw	5	44	226
Q8NDX6	Chainsaw	1	21	178
Q8N9T2	Chainsaw	1	52	116
Q8N7X1	Chainsaw	1	8	76
Q8NFD5	Chainsaw	2	2	25
Q8NBJ7	Chainsaw	1	30	293
Q8NC96	Chainsaw	1	8	137
Q8NF64	Chainsaw	2	425	544
Q8NDY4	Chainsaw	1	2	113
Q8NEX5	Chainsaw	1	30	87
Q8N999	Chainsaw	3	15	59
Q8NBJ9	Chainsaw	2	386	828
Q8N808	Chainsaw	1	23	335
Q8N8N7	Chainsaw	2	2	132
Q8N8Q1	Chainsaw	1	17	226
Q8NA03	Chainsaw	1	106	538
Q8NES8	Chainsaw	1	1	60
Q8NB49	Chainsaw	5	22	48
Q8NFJ9	Chainsaw	3	14	128
Q8NCR0	Chainsaw	2	50	108
Q8ND61	Chainsaw	4	634	837
Q8NCT3	Chainsaw	1	45	110
Q8N8M0	Chainsaw	2	54	176
Q8NEY4	Chainsaw	2	3	150
Q8NDH6	Chainsaw	1	9	371
Q8NBQ7	Chainsaw	1	3	269
Q8N7K0	Chainsaw	3	531	669
Q8NBV4	Chainsaw	1	107	270
Q8NDW8	Chainsaw	3	3	590
Q8N7R0	Chainsaw	1	47	104
Q8N7Q2	Chainsaw	1	1	91
Q8N9W5	Chainsaw	2	34	175
Q8NBA8	Chainsaw	1	74	258
Q8NAX2	Chainsaw	1	165	306
Q8NGE7	Chainsaw	1	37	334
Q8NHA6	Chainsaw	1	1	311
Q8NGR8	Chainsaw	1	12	307
Q8NGR2	Chainsaw	1	2	346
Q8NGL9	Chainsaw	1	9	308
Q8NG92	Chainsaw	1	11	306
Q8NGH3	Chainsaw	1	27	328
Q8NHG7	Chainsaw	1	18	64
Q8NGJ1	Chainsaw	1	11	305
Q8TBE1	Chainsaw	1	5	159
Q8NHS2	Chainsaw	2	19	47
Q8NGP2	Chainsaw	1	11	315
Q8NG94	Chainsaw	1	26	323
Q8TAL6	Chainsaw	1	1	209
Q8TC29	Chainsaw	1	186	252
Q8NH72	Chainsaw	1	9	308
Q8TAT2	Chainsaw	1	48	147
Q8NFP0	Chainsaw	1	20	132
Q8NHU3	Chainsaw	1	76	323
Q8NGL0	Chainsaw	1	7	310
Q8NI28	Chainsaw	1	10	121
Q8TB33	Chainsaw	1	3	89
Q8NGD3	Chainsaw	1	11	292
Q8NGI4	Chainsaw	1	11	305
Q8NGK5	Chainsaw	1	13	314
Q8NGB2	Chainsaw	1	32	322
Q8NHU0	Chainsaw	1	119	188
Q8TBQ9	Chainsaw	1	7	71
Q8NGV6	Chainsaw	1	27	324
Q8NGI8	Chainsaw	1	12	310
Q8TBZ3	Chainsaw	1	16	322
Q8NGG7	Chainsaw	1	28	324
Q8NGT7	Chainsaw	1	10	309
Q8TBB5	Chainsaw	1	49	347
Q8NG35	Chainsaw	1	44	76
Q8TAA1	Chainsaw	1	20	195
Q8NH83	Chainsaw	1	9	314
Q8NHS3	Chainsaw	2	398	513
Q8NFQ8	Chainsaw	1	250	466
Q8NH73	Chainsaw	1	9	308
Q8NGD4	Chainsaw	1	11	310
Q8NGB8	Chainsaw	1	11	311
Q8TB92	Chainsaw	1	79	368
Q8NGF4	Chainsaw	1	17	315
Q8NGJ5	Chainsaw	1	13	313
Q8NH56	Chainsaw	1	19	318
Q8TC07	Chainsaw	3	10	63
Q8NGG3	Chainsaw	1	41	339
Q8NFP7	Chainsaw	1	17	146
Q8NFN8	Chainsaw	1	21	333
Q8NGI3	Chainsaw	1	20	323
Q8NGS2	Chainsaw	1	11	311
Q8NG78	Chainsaw	1	46	344
Q8NGE8	Chainsaw	1	11	313
Q8NHS1	Chainsaw	1	1	162
Q8NGF1	Chainsaw	1	14	311
Q8NHC4	Chainsaw	1	11	304
Q8NGQ3	Chainsaw	1	1	324
Q8NGZ6	Chainsaw	1	11	307
Q8NGD2	Chainsaw	1	11	311
Q8TB68	Chainsaw	1	5	171
Q8NHA4	Chainsaw	1	12	319
Q8NGZ3	Chainsaw	1	8	306
Q8NGD0	Chainsaw	1	11	308
Q8NGQ4	Chainsaw	1	15	318
Q8NFX7	Chainsaw	1	3	148
Q8NGE5	Chainsaw	1	11	314
Q8NGP8	Chainsaw	1	11	313
Q8NGX3	Chainsaw	1	12	305
Q8TAU0	Chainsaw	1	157	289
Q8NGT9	Chainsaw	1	10	304
Q8TBZ0	Chainsaw	1	11	779
Q8NGK1	Chainsaw	1	5	319
Q8NHZ8	Chainsaw	1	13	65
Q8NGL6	Chainsaw	1	39	318
Q8NGJ6	Chainsaw	1	13	311
Q8NI36	Chainsaw	3	14	22
Q8NH02	Chainsaw	1	15	314
Q8NGP3	Chainsaw	1	9	309
Q8NGF7	Chainsaw	1	9	312
Q8NGC0	Chainsaw	1	62	360
Q8NGG2	Chainsaw	1	16	330
Q8NGA4	Chainsaw	1	31	269
Q8NI38	Chainsaw	1	27	304
Q8NGA5	Chainsaw	1	11	311
Q8NGN6	Chainsaw	1	9	309
Q8NGI9	Chainsaw	1	12	312
Q8NH16	Chainsaw	1	11	311
Q8TAE6	Chainsaw	1	78	152
Q8NGZ5	Chainsaw	1	15	312
Q8NG98	Chainsaw	1	7	310
Q8NFU7	Chainsaw	2	596	597
Q8NG83	Chainsaw	1	12	305
Q8NH19	Chainsaw	1	2	300
Q8NH60	Chainsaw	1	8	309
Q8NGX5	Chainsaw	1	11	309
Q8NFU0	Chainsaw	2	6	99
Q8TBE7	Chainsaw	1	102	408
Q8NGT2	Chainsaw	1	11	311
Q8TB52	Chainsaw	2	95	95
Q8NH21	Chainsaw	1	4	303
Q8NHB7	Chainsaw	1	11	306
Q8NGX1	Chainsaw	1	17	317
Q8NH48	Chainsaw	1	9	310
Q8NGT5	Chainsaw	1	10	308
Q8NG81	Chainsaw	1	11	305
Q8NGH5	Chainsaw	1	18	317
Q8NH04	Chainsaw	1	12	313
Q8NGS0	Chainsaw	1	9	310
Q8NG75	Chainsaw	1	23	324
Q8TB05	Chainsaw	1	5	48
Q8NH07	Chainsaw	1	26	323
Q8TC20	Chainsaw	1	335	741
Q8TBE9	Chainsaw	2	2	16
Q8NGV5	Chainsaw	1	9	344
Q8NH10	Chainsaw	1	11	308
Q8NG68	Chainsaw	3	2	67
Q8NGK2	Chainsaw	1	13	312
Q8NGI0	Chainsaw	1	13	311
Q8NGC6	Chainsaw	1	11	311
Q8TB72	Chainsaw	1	709	712
Q8NGJ7	Chainsaw	1	13	311
Q8NG76	Chainsaw	1	9	319
Q8TAG5	Chainsaw	2	1	25
Q8TBA6	Chainsaw	1	1	669
Q8NGN4	Chainsaw	1	9	310
Q8TAZ6	Chainsaw	1	68	212
Q8NHW4	Chainsaw	1	45	91
Q8NH74	Chainsaw	1	11	313
Q8NGL2	Chainsaw	1	11	310
Q8NGN8	Chainsaw	1	9	297
Q8NGS5	Chainsaw	1	11	317
Q8NG95	Chainsaw	1	11	307
Q8NGJ0	Chainsaw	1	14	314
Q8TBR4	Chainsaw	1	12	148
Q8NGW6	Chainsaw	1	39	342
Q8NGF0	Chainsaw	1	1	334
Q8NHR7	Chainsaw	1	6	111
Q8NGM9	Chainsaw	1	11	311
Q8NGX9	Chainsaw	1	11	309
Q8TBF4	Chainsaw	1	11	85
Q8NGK0	Chainsaw	1	16	312
Q8NGK9	Chainsaw	1	13	297
Q8TBE3	Chainsaw	1	2	94
Q8NG31	Chainsaw	2	206	206
Q8TAX0	Chainsaw	1	175	263
Q8NGU2	Chainsaw	1	10	313
Q8NGE9	Chainsaw	1	11	308
Q8TAK6	Chainsaw	1	96	250
Q8NGN0	Chainsaw	1	11	306
Q8NGN3	Chainsaw	1	9	306
Q8NGP0	Chainsaw	1	9	307
Q8NGE2	Chainsaw	1	9	308
Q8NH61	Chainsaw	1	25	309
Q8NH50	Chainsaw	1	11	306
Q8NGG6	Chainsaw	1	10	309
Q8NHP7	Chainsaw	1	3	266
Q8NFL0	Chainsaw	1	65	389
Q8TBF5	Chainsaw	1	47	221
Q8NGH7	Chainsaw	1	3	327
Q8TB40	Chainsaw	2	25	174
Q8NI32	Chainsaw	2	8	43
Q8NGC3	Chainsaw	1	15	309
Q8NH70	Chainsaw	1	9	288
Q8NGM1	Chainsaw	1	9	287
Q8NG41	Chainsaw	1	1	122
Q8NH93	Chainsaw	1	11	292
Q8NGT0	Chainsaw	1	11	316
Q8NHX9	Chainsaw	4	36	64
Q8TBX8	Chainsaw	2	331	419
Q8NH06	Chainsaw	1	25	321
Q8NHA8	Chainsaw	1	11	317
Q8NGC8	Chainsaw	1	11	312
Q8NI51	Chainsaw	1	257	480
Q8NGA8	Chainsaw	1	4	303
Q8NH41	Chainsaw	1	11	292
Q8NHW6	Chainsaw	1	4	80
Q8NHS9	Chainsaw	1	241	362
Q8NG84	Chainsaw	1	27	308
Q8NGE1	Chainsaw	1	9	308
Q8NGY5	Chainsaw	1	11	308
Q8NGN7	Chainsaw	1	9	293
Q8NFW5	Chainsaw	1	11	375
Q8NHG8	Chainsaw	1	157	232
Q8NGI2	Chainsaw	1	13	311
Q8NGD5	Chainsaw	1	11	309
Q8NGL4	Chainsaw	1	13	313
Q8NGP6	Chainsaw	1	10	310
Q8NGS9	Chainsaw	1	11	317
Q8NGU9	Chainsaw	1	42	362
Q8NGH8	Chainsaw	1	14	312
Q8TAQ5	Chainsaw	2	8	268
Q8TC56	Chainsaw	1	19	175
Q8NHW3	Chainsaw	1	113	319
Q8NGJ4	Chainsaw	1	13	300
Q8NH18	Chainsaw	1	11	310
Q8NFU4	Chainsaw	1	1	65
Q8TAC9	Chainsaw	1	8	179
Q8NGC1	Chainsaw	1	49	343
Q8NGQ6	Chainsaw	1	11	313
Q8NHB8	Chainsaw	1	11	315
Q8NHY3	Chainsaw	1	28	278
Q8NGZ2	Chainsaw	1	9	309
Q8NGS3	Chainsaw	1	11	296
Q8NGN1	Chainsaw	1	11	321
Q8NGP9	Chainsaw	1	11	309
Q8NI22	Chainsaw	1	43	145
Q8NH40	Chainsaw	1	13	295
Q8NFW9	Chainsaw	3	12	152
Q8TBZ9	Chainsaw	1	48	219
Q8TBZ6	Chainsaw	1	102	276
Q8NG80	Chainsaw	1	11	311
Q8NGS4	Chainsaw	1	11	318
Q8NHC6	Chainsaw	1	29	323
Q8NGL7	Chainsaw	1	9	310
Q8TC26	Chainsaw	1	75	286
Q8TBF8	Chainsaw	1	34	360
Q8NGG1	Chainsaw	1	11	313
Q8NGZ9	Chainsaw	1	11	308
Q8NGS7	Chainsaw	1	11	318
Q8NH00	Chainsaw	1	44	327
Q8NH67	Chainsaw	1	1	348
Q8NG11	Chainsaw	1	13	268
Q8NFU1	Chainsaw	2	6	98
Q8NGG8	Chainsaw	1	11	311
Q8NHM4	Chainsaw	1	28	232
Q8TAP8	Chainsaw	1	109	251
Q8NGS1	Chainsaw	1	11	312
Q8NGL1	Chainsaw	1	12	311
Q8TC12	Chainsaw	1	27	313
Q8NGH6	Chainsaw	1	3	318
Q8NFU5	Chainsaw	2	47	261
Q8NGS8	Chainsaw	1	11	317
Q8NGN2	Chainsaw	1	3	327
Q8NG85	Chainsaw	1	11	309
Q8NH08	Chainsaw	1	12	309
Q8NGY2	Chainsaw	1	11	315
Q8NGB6	Chainsaw	1	11	312
Q8NGA6	Chainsaw	1	11	310
Q8NGC5	Chainsaw	1	10	291
Q8NGJ9	Chainsaw	1	13	299
Q8NHW5	Chainsaw	3	6	109
Q8NGR1	Chainsaw	1	1	326
Q8NH95	Chainsaw	1	12	143
Q8NGZ0	Chainsaw	1	12	291
Q8TBC4	Chainsaw	3	5	227
Q8NGI6	Chainsaw	1	11	305
Q8NGM8	Chainsaw	1	9	312
Q8NH55	Chainsaw	1	13	306
Q8NHV5	Chainsaw	1	3	161
Q8TBR5	Chainsaw	1	3	78
Q8NGV7	Chainsaw	1	11	308
Q8NGJ3	Chainsaw	1	10	307
Q8TBM7	Chainsaw	1	3	114
Q8NGR5	Chainsaw	1	13	310
Q8NFK1	Chainsaw	1	1	211
Q8NH87	Chainsaw	1	10	303
Q8TAM1	Chainsaw	2	6	157
Q8NGR4	Chainsaw	1	3	313
Q8TAF5	Chainsaw	1	18	85
Q8NH89	Chainsaw	1	11	294
Q8NH80	Chainsaw	1	11	306
Q8NHP1	Chainsaw	2	11	199
Q8NGX2	Chainsaw	1	4	293
Q8NHB1	Chainsaw	1	13	313
Q8NG97	Chainsaw	1	11	310
Q8NH81	Chainsaw	1	2	324
Q8NGC2	Chainsaw	1	11	311
Q8TBG4	Chainsaw	2	7	61
Q8NFZ5	Chainsaw	1	8	428
Q8NGE3	Chainsaw	1	12	309
Q8NH57	Chainsaw	1	13	318
Q8NGS6	Chainsaw	1	1	342
Q8TAV0	Chainsaw	1	5	300
Q8NHZ7	Chainsaw	1	25	207
Q8NGQ5	Chainsaw	1	11	309
Q8NGG4	Chainsaw	1	11	310
Q8NGA1	Chainsaw	1	11	312
Q8NGD1	Chainsaw	1	11	304
Q8NH01	Chainsaw	1	9	315
Q8NHC8	Chainsaw	1	3	307
Q8NGY0	Chainsaw	1	1	325
Q8TBC5	Chainsaw	2	42	197
Q8NH79	Chainsaw	1	9	304
Q8NGI7	Chainsaw	1	11	308
Q8NGB9	Chainsaw	1	11	309
Q8NGK3	Chainsaw	1	13	308
Q8NI35	Chainsaw	9	5	96
Q8NH37	Chainsaw	1	9	301
Q8NHV9	Chainsaw	1	8	171
Q8NGQ2	Chainsaw	1	13	316
Q8NFZ3	Chainsaw	3	44	353
Q8NFZ0	Chainsaw	5	943	1034
Q8NGR9	Chainsaw	1	15	315
Q8NGV0	Chainsaw	1	11	309
Q8NHC5	Chainsaw	1	9	303
Q8NGH9	Chainsaw	1	7	310
Q8NH51	Chainsaw	1	11	311
Q8NGR3	Chainsaw	1	12	307
Q8NGY7	Chainsaw	1	11	274
Q8NH85	Chainsaw	1	11	295
Q8NGB4	Chainsaw	1	9	308
Q8NH59	Chainsaw	1	13	315
Q8NGE0	Chainsaw	1	10	312
Q8NGK4	Chainsaw	1	13	313
Q8NG77	Chainsaw	1	9	319
Q8NH53	Chainsaw	1	13	318
Q8TBB6	Chainsaw	3	15	16
Q8NGA0	Chainsaw	1	11	308
Q8NG99	Chainsaw	1	11	319
Q8TAU3	Chainsaw	1	436	572
Q8TAK5	Chainsaw	1	3	195
Q8NGA2	Chainsaw	1	12	307
Q8NGT1	Chainsaw	1	11	315
Q8TBF2	Chainsaw	1	6	180
Q8NGF8	Chainsaw	1	9	304
Q8TAD2	Chainsaw	1	36	171
Q8NH54	Chainsaw	1	15	314
Q8TBK6	Chainsaw	1	40	97
Q8NGX6	Chainsaw	1	1	333
Q8NGQ1	Chainsaw	1	26	323
Q8NHY6	Chainsaw	1	685	836
Q8NH64	Chainsaw	1	12	311
Q8NFM4	Chainsaw	4	13	200
Q8TAC1	Chainsaw	1	10	145
Q8NGC9	Chainsaw	1	21	323
Q8NGG0	Chainsaw	1	11	314
Q8NGU4	Chainsaw	1	10	313
Q8NGY1	Chainsaw	1	11	306
Q8NGN5	Chainsaw	1	9	310
Q8TAT8	Chainsaw	1	10	80
Q8NH03	Chainsaw	1	17	317
Q8NGY3	Chainsaw	1	27	327
Q8TBJ5	Chainsaw	1	389	440
Q8NH63	Chainsaw	1	13	298
Q8NHE4	Chainsaw	1	6	80
Q8TBP0	Chainsaw	3	3	107
Q8NFR3	Chainsaw	1	3	75
Q8NH09	Chainsaw	1	11	299
Q8TBY8	Chainsaw	1	60	955
Q8NGI1	Chainsaw	1	18	313
Q8TC41	Chainsaw	1	337	498
Q8NGX0	Chainsaw	1	11	291
Q8NGC7	Chainsaw	1	1	323
Q8NH05	Chainsaw	1	11	304
Q8NGY6	Chainsaw	1	11	315
Q8TAF8	Chainsaw	1	7	206
Q8TBJ4	Chainsaw	1	12	279
Q8NGG5	Chainsaw	1	17	315
Q8NH42	Chainsaw	1	11	302
Q8NFW1	Chainsaw	1	6	446
Q8NH43	Chainsaw	1	11	311
Q8TAV3	Chainsaw	2	44	101
Q8NH92	Chainsaw	1	1	324
Q8NGR6	Chainsaw	1	12	315
Q8TBP5	Chainsaw	1	2	151
Q8NGF9	Chainsaw	1	3	302
Q8TAM2	Chainsaw	2	7	66
Q8NGZ4	Chainsaw	1	6	306
Q8NH69	Chainsaw	1	11	309
Q8NGK6	Chainsaw	1	15	322
Q8NGF3	Chainsaw	1	10	322
Q8NFV5	Chainsaw	1	152	334
Q8NHR9	Chainsaw	1	3	127
Q8NHH1	Chainsaw	3	130	184
Q8TBG9	Chainsaw	1	1	201
Q8NH90	Chainsaw	1	11	308
Q8NGX8	Chainsaw	1	16	314
Q8NGU1	Chainsaw	1	10	313
Q8TAP9	Chainsaw	1	132	167
Q8NI60	Chainsaw	3	1	66
Q8NGJ8	Chainsaw	1	19	314
Q8NGL3	Chainsaw	1	13	310
Q8NGY9	Chainsaw	1	11	311
Q8TAI7	Chainsaw	1	5	181
Q8NHC7	Chainsaw	1	9	310
Q8NGF6	Chainsaw	1	2	304
Q8NH76	Chainsaw	1	17	311
Q8NGJ2	Chainsaw	1	13	312
Q8TAA3	Chainsaw	1	19	255
Q8NGC4	Chainsaw	1	11	304
Q8NH49	Chainsaw	1	9	301
Q8NGP4	Chainsaw	1	9	306
Q8TAC2	Chainsaw	1	23	181
Q8NFP9	Chainsaw	3	70	227
Q8NH94	Chainsaw	1	12	359
Q8WWB5	Chainsaw	3	5	46
Q8WVJ2	Chainsaw	1	14	109
Q8TEQ6	Chainsaw	4	1447	1504
Q8TDM5	Chainsaw	1	21	91
Q8TD08	Chainsaw	1	7	349
Q8TCC7	Chainsaw	2	3	43
Q8TCA0	Chainsaw	1	1	174
Q8TEY5	Chainsaw	1	191	312
Q8WTT0	Chainsaw	1	80	212
Q8TDW7	Chainsaw	9	47	152
Q8TCT9	Chainsaw	1	29	345
Q8TF72	Chainsaw	3	311	311
Q8WXK4	Chainsaw	1	3	306
Q8TEB7	Chainsaw	3	14	33
Q8TDP1	Chainsaw	1	13	158
Q8WXF3	Chainsaw	1	1	140
Q8WUP2	Chainsaw	2	16	20
Q8WUF5	Chainsaw	1	627	816
Q8WXF1	Chainsaw	3	255	256
Q8WWF1	Chainsaw	1	2	130
Q8TD20	Chainsaw	1	38	370
Q8WUS8	Chainsaw	2	10	192
Q8WWQ8	Chainsaw	11	33	39
Q8WWF6	Chainsaw	1	4	104
Q8WX39	Chainsaw	1	24	145
Q8TCI5	Chainsaw	1	155	187
Q8WVK7	Chainsaw	1	1	117
Q8TDY2	Chainsaw	2	2	4
Q8WUT4	Chainsaw	1	559	675
Q8WV15	Chainsaw	2	8	117
Q8WXC6	Chainsaw	1	26	55
Q8TDV5	Chainsaw	1	1	285
Q8WW38	Chainsaw	2	507	577
Q8WWI5	Chainsaw	3	29	88
Q8WVP5	Chainsaw	1	6	183
Q8WWH5	Chainsaw	2	65	144
Q8WWT9	Chainsaw	2	1	75
Q8TCB6	Chainsaw	1	14	315
Q8WVZ7	Chainsaw	3	11	32
Q8WXC3	Chainsaw	1	4	88
Q8TDZ2	Chainsaw	4	9	231
Q8WVF2	Chainsaw	1	3	123
Q8WVB6	Chainsaw	4	2	38
Q8TDC0	Chainsaw	1	33	76
Q8WXH2	Chainsaw	1	4	211
Q8TDN6	Chainsaw	1	62	255
Q8WWQ2	Chainsaw	2	60	70
