accession	source	n_domains	datasets	groel_class	protein_length	length_n_domain	length_c_region	length_diff	net_charge_n_domain	net_charge_c_region	net_charge_diff	frac_hydrophobic_n_domain	frac_hydrophobic_c_region	frac_hydrophobic_diff	frac_helix_n_domain	frac_helix_c_region	frac_helix_diff	frac_strand_n_domain	frac_strand_c_region	frac_strand_diff	mean_plddt_n_domain	mean_plddt_c_region	mean_plddt_diff	frac_plddt_gt70_n_domain	frac_plddt_gt70_c_region	frac_plddt_gt70_diff	relative_contact_order_n_domain	relative_contact_order_c_region	relative_contact_order_diff	foldx_total_energy
P76446	Chainsaw	3	proteome_bg		518	61	257	-196	1	-7	8	0.5573770491803278	0.4435797665369649	0.1137972826433628	0.9508196721311476	0.4785992217898833	0.4722204503412642	0.0	0.2295719844357976	-0.2295719844357976	83.33327884361393	87.68505832657276	-4.3517794829588325	0.9016393442622952	0.8832684824902723	0.0183708617720227	3.6546685673556665	0.2016319338836041	3.4530366334720624	94.1
P76461	Chainsaw	3	proteome_bg		394	199	126	73	-1	1	-2	0.4824120603015075	0.4841269841269841	-0.0017149238254766	0.3366834170854271	0.4285714285714285	-0.0918880114860014	0.2814070351758794	0.2619047619047619	0.0195022732711174	97.7174368623513	98.1761109488351	-0.4586740864837964	1.0	1.0	0.0	0.5163004075101878	0.4439405391786344	0.0723598683315533	-58.47
P76462	Chainsaw	2	proteome_bg		258	110	125	-15	-3	-8	5	0.3272727272727272	0.344	-0.0167272727272727	0.0	0.0	0.0	0.4818181818181818	0.52	-0.0381818181818182	77.05509099093351	86.6716801147461	-9.616589123812588	0.7	0.872	-0.172	0.3428690575479566	0.3155934426229508	0.0272756149250058	43.26
P76463	Chainsaw	3	proteome_bg		549	221	305	-84	0	4	-4	0.3755656108597285	0.3475409836065574	0.0280246272531711	0.4253393665158371	0.360655737704918	0.064683628810919	0.2579185520361991	0.2786885245901639	-0.0207699725539647	94.3003619440001	94.39531182461096	-0.0949498806108692	0.995475113122172	0.99672131147541	-0.0012461983532379	0.2307337877910754	0.1340327868852459	0.0967010009058295	102.37
P76464	Chainsaw	9	proteome_bg		1367	89	1197	-1108	1	-7	8	0.3932584269662921	0.3734335839598997	0.0198248430063924	0.550561797752809	0.1695906432748538	0.3809711544779552	0.0	0.4327485380116959	-0.4327485380116959	62.59325858984101	85.59552213084031	-23.0022635409993	0.4943820224719101	0.910609857978279	-0.4162278355063689	0.8521584861028977	0.0774440975733681	0.7747143885295296	408.04
P76466	Chainsaw	2	proteome_bg		207	87	97	-10	3	0	3	0.3218390804597701	0.4020618556701031	-0.080222775210333	0.5517241379310345	0.2061855670103092	0.3455385709207252	0.0459770114942528	0.3814432989690721	-0.3354662874748192	95.16965519696817	95.50804122452884	-0.3383860275606736	1.0	1.0	0.0	0.328735632183908	0.3603621464446206	-0.0316265142607126	-11.67
P76470	Chainsaw	2	proteome_bg		429	203	226	-23	2	7	-5	0.541871921182266	0.5530973451327433	-0.0112254239504773	0.9113300492610836	0.8230088495575221	0.0883211997035616	0.0	0.0088495575221238	-0.0088495575221238	89.12152708457609	86.97823018099355	2.143296903582538	0.9950738916256158	0.915929203539823	0.0791446880857927	0.3685490179496395	0.3452183842420782	0.0233306337075613	-119.7
P76473	Chainsaw	3	proteome_bg		550	336	214	122	14	-4	18	0.5476190476190477	0.4392523364485981	0.1083667111704495	0.7946428571428571	0.5700934579439252	0.2245493991989319	0.0178571428571428	0.1214953271028037	-0.1036381842456608	94.04032744680131	92.40724314038998	1.633084306411348	0.9732142857142856	0.9953271028037384	-0.0221128170894526	0.1896940290592851	0.150727061001463	0.0389669680578221	12.5
P76481	Chainsaw	3	proteome_bg		575	59	479	-420	1	-7	8	0.4406779661016949	0.3695198329853862	0.0711581331163087	0.9322033898305084	0.336116910229645	0.5960864796008634	0.0	0.2442588726513569	-0.2442588726513569	55.85491523096117	90.30002071563784	-34.445105484676674	0.2372881355932203	0.9248434237995824	-0.6875552882063621		0.2416717751304266		206.85
P76484	Chainsaw	2	proteome_bg		238	77	158	-81	-1	-12	11	0.4155844155844156	0.430379746835443	-0.0147953312510274	0.8051948051948052	0.7468354430379747	0.0583593621568305	0.0	0.0	0.0	93.3393507127638	93.5250632129138	-0.1857125001500037	1.0	0.9620253164556962	0.0379746835443037	0.2152133580705009	0.3180260778528599	-0.102812719782359	-77.78
P76486	Chainsaw	2	proteome_bg		282	57	199	-142	-5	-9	4	0.3859649122807017	0.3819095477386934	0.0040553645420082	0.2456140350877192	0.6733668341708543	-0.427752799083135	0.4912280701754385	0.0	0.4912280701754385	89.4380704645525	94.6915579561013	-5.25348749154881	0.9473684210526316	0.9798994974874372	-0.0325310764348056	0.2425180598555211	0.1132011408393318	0.1293169190161893	-58.35
P76498	Chainsaw	2	proteome_bg		273	128	123	5	-6	-2	-4	0.3203125	0.3089430894308943	0.0113694105691056	0.0625	0.0975609756097561	-0.0350609756097561	0.5703125	0.4065040650406504	0.1638084349593496	91.19820317626	94.6746341736336	-3.476430997373612	0.953125	1.0	-0.046875	0.3933898133116883	0.3091160698841031	0.0842737434275852	0.25
P76503	Chainsaw	3	proteome_bg		436	198	143	55	-2	-4	2	0.4444444444444444	0.4685314685314685	-0.0240870240870241	0.3333333333333333	0.4265734265734265	-0.0932400932400932	0.2424242424242424	0.2377622377622377	0.0046620046620046	96.5179294624714	97.87097904232	-1.353049579848587	1.0	1.0	0.0	0.5326679493346159	0.4142283709070712	0.1184395784275446	-44.99
P76505	Chainsaw	3	proteome_bg		352	100	233	-133	-10	-7	-3	0.32	0.2918454935622318	0.0281545064377682	0.5	0.4120171673819742	0.0879828326180257	0.22	0.223175965665236	-0.003175965665236	58.34129985809327	43.56746773453741	14.773832123555856	0.04	0.0	0.04	0.1801680672268907	0.0931053578845355	0.0870627093423552	262.11
P76507	Chainsaw	2	proteome_bg		443	224	217	7	5	3	2	0.5089285714285714	0.3963133640552995	0.1126152073732718	0.7008928571428571	0.6543778801843319	0.0465149769585252	0.0491071428571428	0.064516129032258	-0.0154089861751152	93.37196428435188	93.59534543999878	-0.2233811556468907	1.0	0.976958525345622	0.0230414746543778	0.2085116587957497	0.2349171036601514	-0.0264054448644017	31.39
P76508	Chainsaw	2	proteome_bg		172	63	109	-46	-1	1	-2	0.4126984126984127	0.3853211009174312	0.0273773117809814	0.6984126984126984	0.0275229357798165	0.6708897626328818	0.0	0.4036697247706422	-0.4036697247706422	93.33222198486328	94.02706426218016	-0.6948422773168659	1.0	1.0	0.0	0.2063492063492063	0.2931806689301452	-0.0868314625809388	41.91
P76510	Chainsaw	2	proteome_bg		164	58	102	-44	2	6	-4	0.3103448275862069	0.3039215686274509	0.0064232589587559	0.5689655172413793	0.5	0.0689655172413793	0.2413793103448276	0.0	0.2413793103448276	85.32482778614965	76.99852947160309	8.326298314546563	1.0	0.5980392156862745	0.4019607843137255	0.4264705882352941	0.2292387543252595	0.1972318339100345	42.18
P76513	Chainsaw	3	proteome_bg		274	42	226	-184	-2	-7	5	0.5	0.411504424778761	0.0884955752212389	0.6190476190476191	0.3628318584070796	0.2562157606405394	0.1428571428571428	0.2654867256637168	-0.1226295828065739	88.76309549240838	88.0619466410274	0.701148851380978	1.0	0.8672566371681416	0.1327433628318584	0.3154761904761904	0.264999048434675	0.0504771420415154	6.56
P76515	Chainsaw	2	proteome_bg		120	43	73	-30	-1	-5	4	0.4186046511627907	0.4383561643835616	-0.0197515132207709	0.6976744186046512	0.0	0.6976744186046512	0.0	0.4794520547945205	-0.4794520547945205	91.43813980457396	90.83917816371134	0.5989616408626119	0.9767441860465116	0.9726027397260274	0.0041414463204841	0.1727574750830564	0.38162100456621	-0.2088635294831536	-3.44
P76524	Chainsaw	2	proteome_bg		361	122	237	-115	-4	-8	4	0.4016393442622951	0.4008438818565401	0.000795462405755	0.4262295081967213	0.3544303797468354	0.0717991284498858	0.2295081967213114	0.2911392405063291	-0.0616310437850176	96.4382785734583	97.55902917274445	-1.1207505992861255	1.0	0.9957805907172996	0.0042194092827003	0.2524498580456086	0.2511867088607595	0.001263149184849	-84.36
P76535	Chainsaw	2	proteome_bg		298	218	78	140	-5	1	-6	0.4082568807339449	0.4358974358974359	-0.0276405551634909	0.555045871559633	0.6923076923076923	-0.1372618207480592	0.1146788990825688	0.0256410256410256	0.0890378734415431	96.70013754958408	94.1150000645564	2.5851374850276585	0.9908256880733946	0.9871794871794872	0.0036462008939073	0.2788130733944954	0.2096076614148903	0.069205411979605	-27.54
P76537	Chainsaw	2	proteome_bg		191	84	82	2	-3	-2	-1	0.3928571428571428	0.2926829268292683	0.1001742160278745	0.119047619047619	0.0975609756097561	0.0214866434378629	0.5	0.2926829268292683	0.2073170731707317	87.93678556169782	94.67109773217176	-6.734312170473956	0.8571428571428571	1.0	-0.1428571428571429	0.2180829228243021	0.3433889602053915	-0.1253060373810894	52.33
P76540	Chainsaw	2	proteome_bg		166	87	76	11	-4	4	-8	0.5057471264367817	0.3815789473684211	0.1241681790683605	0.4827586206896552	0.4605263157894737	0.0222323049001815	0.367816091954023	0.131578947368421	0.2362371445856019	95.28609212239584	81.25368439523797	14.03240772715786	0.9885057471264368	0.7368421052631579	0.2516636418632789	0.442620935521544	0.2962719298245614	0.1463490056969826	-2.4
P76541	Chainsaw	2	proteome_bg		219	105	110	-5	-5	-4	-1	0.4571428571428571	0.4454545454545454	0.0116883116883116	0.3904761904761905	0.3727272727272727	0.0177489177489177	0.2857142857142857	0.2818181818181818	0.0038961038961038	97.68581012544178	97.30327287153764	0.3825372539041325	1.0	1.0	0.0	0.3655806182121971	0.2843388429752066	0.0812417752369905	-25.34
P76542	Chainsaw	3	proteome_bg		402	85	310	-225	8	12	-4	0.3764705882352941	0.4258064516129032	-0.049335863377609	0.3529411764705882	0.6064516129032258	-0.2535104364326375	0.3294117647058823	0.0516129032258064	0.2777988614800759	93.62376466638902	90.26374186854208	3.3600227978469377	1.0	0.9193548387096774	0.0806451612903226	0.1906512605042016	0.161089902653178	0.0295613578510235	57.12
P76551	Chainsaw	3	proteome_bg		467	132	150	-18	0	-5	5	0.4242424242424242	0.5	-0.0757575757575757	0.3181818181818182	0.2666666666666666	0.0515151515151515	0.4090909090909091	0.2733333333333333	0.1357575757575758	81.42969680554938	86.1925996907552	-4.762902885205818	0.8560606060606061	0.88	-0.0239393939393939	0.4457215836526181	0.388536036036036	0.057185547616582	-104.23
P76552	Chainsaw	2	proteome_bg		408	43	363	-320	1	-4	5	0.5348837209302325	0.5730027548209367	-0.0381190338907041	0.8604651162790697	0.8016528925619835	0.0588122237170862	0.0	0.0110192837465564	-0.0110192837465564	94.0579069270644	91.13561983344968	2.9222870936147274	1.0	0.955922865013774	0.0440771349862259	0.3688630490956072	0.2583910472610558	0.1104720018345514	-93.89
P76553	Chainsaw	2	proteome_bg		395	167	200	-33	-4	-2	-2	0.4311377245508982	0.465	-0.0338622754491018	0.4071856287425149	0.785	-0.377814371257485	0.2634730538922156	0.0	0.2634730538922156	96.26688618003251	96.85850002288818	-0.591613842855665	1.0	1.0	0.0	0.2758043235562772	0.2667435158501441	0.0090608077061331	-88.31
P76555	Chainsaw	3	proteome_bg		233	46	185	-139	-2	-10	8	0.4565217391304347	0.3891891891891892	0.0673325499412455	0.4347826086956521	0.227027027027027	0.2077555816686251	0.3478260869565217	0.4486486486486487	-0.1008225616921269	90.88391312308931	86.39572997222075	4.488183150868579	1.0	0.8486486486486486	0.1513513513513513	0.5170289855072464	0.1715416350930369	0.3454873504142094	34.34
P76558	Chainsaw	4	proteome_bg		759	262	340	-78	-12	-4	-8	0.4465648854961832	0.4264705882352941	0.0200942972608891	0.5801526717557252	0.4911764705882352	0.0889762011674898	0.0954198473282442	0.1705882352941176	-0.0751683879658733	91.70866420250812	89.3211176703958	2.3875465321123386	0.9465648854961832	0.9529411764705882	-0.0063762909744049	0.2184559429912668	0.2308407325194228	-0.012384789528156	75.31
P76559	Chainsaw	2	proteome_bg		347	152	172	-20	-3	1	-4	0.3881578947368421	0.377906976744186	0.010250917992656	0.1973684210526315	0.1162790697674418	0.0810893512851897	0.3289473684210526	0.3895348837209302	-0.0605875152998776	94.40335549806294	95.11209332665732	-0.70873782859438	0.993421052631579	1.0	-0.006578947368421	0.2295536635706914	0.1731690385282888	0.0563846250424026	-47.99
P76562	Chainsaw	3	proteome_bg		671	153	518	-365	-6	6	-12	0.4379084967320261	0.415057915057915	0.022850581674111	0.4444444444444444	0.4768339768339768	-0.0323895323895324	0.2156862745098039	0.1698841698841698	0.045802104625634	91.02862743302887	90.61971053929862	0.4089168937302503	0.9607843137254902	0.9594594594594594	0.0013248542660307	0.2909152951675985	0.1005988403409271	0.1903164548266714	55.54
P76577	Chainsaw	5	proteome_bg		770	200	528	-328	7	6	1	0.41	0.3939393939393939	0.016060606060606	0.565	0.2556818181818182	0.3093181818181817	0.08	0.2651515151515151	-0.1851515151515151	91.94120010375975	90.68443194302644	1.2567681607333157	0.98	0.9659090909090908	0.014090909090909	0.230711743772242	0.1192184102606445	0.1114933335115974	122.51
P76578	Chainsaw	8	proteome_bg		1653	203	914	-711	-6	-19	13	0.3694581280788177	0.3862144420131291	-0.0167563139343113	0.0689655172413793	0.2483588621444201	-0.1793933449030408	0.5812807881773399	0.3708971553610503	0.2103836328162895	83.87901482793498	84.95388400789423	-1.074869179959251	0.9014778325123152	0.899343544857768	0.0021342876545472	0.2081220713684969	0.1134187122479211	0.0947033591205758	367.39
P76584	Chainsaw	2	proteome_bg		290	145	143	2	-5	-13	8	0.3379310344827586	0.3566433566433566	-0.018712322160598	0.0413793103448275	0.0839160839160839	-0.0425367735712563	0.5448275862068965	0.5034965034965035	0.0413310827103929	98.12475833235116	97.55370592237352	0.5710524099776393	1.0	1.0	0.0	0.2291914387633769	0.2611451048951049	-0.0319536661317279	-46.83
P76585	Chainsaw	4	proteome_bg		1093	349	740	-391	-13	-15	2	0.3610315186246418	0.4162162162162162	-0.0551846975915744	0.0372492836676217	0.6472972972972973	-0.6100480136296755	0.5157593123209169	0.077027027027027	0.4387322852938898	95.84633229865044	95.90513510832916	-0.0588028096787098	1.0	0.9986486486486488	0.0013513513513513	0.165532093515595	0.0516158878261096	0.1139162056894854	44.47
P76586	Chainsaw	3	proteome_bg		397	70	321	-251	3	-8	11	0.3428571428571428	0.3800623052959501	-0.0372051624388072	0.5857142857142857	0.4174454828660436	0.1682688028482421	0.1428571428571428	0.2336448598130841	-0.0907877169559412	89.07942853655133	93.40133960521852	-4.321911068667191	0.8714285714285714	0.9470404984423676	-0.0756119270137961	0.3691176470588235	0.1791655849775008	0.1899520620813226	-76.36
P76594	Chainsaw	4	proteome_bg		886	265	619	-354	10	-23	33	0.4566037735849056	0.4022617124394184	0.0543420611454872	0.4150943396226415	0.3990306946688207	0.0160636449538208	0.2150943396226415	0.2423263327948303	-0.0272319931721888	91.96679239812887	88.14334407800234	3.8234483201265306	0.9924528301886792	0.9499192245557352	0.0425336056329441	0.1369183539719223	0.0872032339956671	0.0497151199762551	56.1
P76616	Chainsaw	3	proteome_bg		750	178	541	-363	-1	-2	1	0.3089887640449438	0.33271719038817	-0.0237284263432262	0.3258426966292135	0.2735674676524954	0.0522752289767181	0.196629213483146	0.2606284658040665	-0.0639992523209204	55.01617974913522	85.91580413846565	-30.899624389330427	0.3707865168539326	0.88909426987061	-0.5183077530166774	0.358366048463517	0.1249528381150464	0.2334132103484705	377.95
P76621	Chainsaw	3	proteome_bg		325	110	200	-90	-2	-5	3	0.4454545454545454	0.355	0.0904545454545454	0.5545454545454546	0.165	0.3895454545454545	0.2181818181818181	0.36	-0.1418181818181818	98.17918118563566	92.98375001907348	5.195431166562173	1.0	0.95	0.05	0.3462686567164179	0.450498687664042	-0.104230030947624	-43.52
P76628	Chainsaw	2	proteome_bg		394	175	210	-35	6	5	1	0.5942857142857143	0.5	0.0942857142857143	0.8857142857142857	0.8571428571428571	0.0285714285714285	0.0	0.0	0.0	93.575142691476	89.43009540012905	4.145047291346955	1.0	0.9333333333333332	0.0666666666666666	0.3923597883597883	0.3625267249757046	0.0298330633840837	-138.13
P76630	Chainsaw	2	proteome_bg		245	169	62	107	4	0	4	0.5266272189349113	0.5967741935483871	-0.0701469746134758	0.8165680473372781	0.8387096774193549	-0.0221416300820768	0.0	0.0	0.0	90.3360948054748	85.7272581285046	4.608836676970213	0.970414201183432	0.9032258064516128	0.067188394731819	0.4625084877291686	0.3042378241619228	0.1582706635672457	-16.6
P76632	Chainsaw	2	proteome_bg		160	60	94	-34	1	7	-6	0.4166666666666667	0.3936170212765957	0.0230496453900709	0.8	0.6276595744680851	0.1723404255319149	0.0	0.0425531914893617	-0.0425531914893617	96.76150016784668	94.967340591106	1.7941595767406682	1.0	1.0	0.0	0.3941441441441441	0.4681827054460277	-0.0740385613018835	-46.56
P76639	Chainsaw	3	proteome_bg		458	102	350	-248	-2	-3	1	0.3823529411764705	0.3742857142857143	0.0080672268907562	0.392156862745098	0.5771428571428572	-0.1849859943977591	0.3235294117647059	0.1314285714285714	0.1921008403361344	83.36637261334587	77.78639985220772	5.579972761138151	0.9019607843137256	0.7657142857142857	0.1362464985994398	0.3527310924369747	0.0926129426129426	0.2601181498240321	106.59
P76655	Chainsaw	4	proteome_bg		821	125	672	-547	-7	-15	8	0.336	0.3050595238095238	0.0309404761904761	0.272	0.0535714285714285	0.2184285714285714	0.36	0.6324404761904762	-0.2724404761904762	81.90528024291993	88.81416654019128	-6.908886297271351	0.8	0.9300595238095238	-0.1300595238095238	0.242887573964497	0.084411443148688	0.158476130815809	298.58
P76656	Chainsaw	2	proteome_bg		354	194	138	56	-1	-8	7	0.3505154639175257	0.3840579710144927	-0.0335425070969669	0.0618556701030927	0.036231884057971	0.0256237860451217	0.4278350515463917	0.4565217391304347	-0.028686687584043	81.24304110733505	92.44594220147616	-11.202901094141126	0.8247422680412371	0.9927536231884058	-0.1680113551471687	0.3692719923702257	0.3357576726342711	0.0335143197359546	28.23
P76657	Chainsaw	2	proteome_bg		209	118	86	32	-3	-4	1	0.5508474576271186	0.3372093023255814	0.2136381553015372	0.8559322033898306	0.0	0.8559322033898306	0.0	0.4883720930232558	-0.4883720930232558	86.34593216847566	84.84430246574934	1.5016297027263192	0.9152542372881356	0.8488372093023255	0.06641702798581	0.3426966292134831	0.2790025541067347	0.0636940751067484	-17.54
P76658	Chainsaw	2	proteome_bg		477	307	163	144	-8	-2	-6	0.4267100977198697	0.4049079754601227	0.021802122259747	0.3908794788273615	0.4539877300613497	-0.0631082512339881	0.2671009771986971	0.1901840490797546	0.0769169281189424	93.92019551429377	85.54411056144106	8.376084952852693	0.986970684039088	0.8834355828220859	0.103535101217002	0.1745617219061267	0.2651695798124783	-0.0906078579063515	-92.39
P77031	Chainsaw	2	proteome_bg		425	187	234	-47	4	4	0	0.5454545454545454	0.4700854700854701	0.0753690753690753	0.8556149732620321	0.7948717948717948	0.0607431783902372	0.0	0.0	0.0	92.9280215584658	87.12175220913358	5.806269349332226	1.0	0.8888888888888888	0.1111111111111111	0.4008159690208372	0.3758109360518999	0.0250050329689373	-132.82
P77129	Chainsaw	2	proteome_bg		419	241	174	67	-6	-6	0	0.4605809128630705	0.4425287356321839	0.0180521772308865	0.5684647302904564	0.3735632183908046	0.1949015118996518	0.1369294605809128	0.3390804597701149	-0.202150999189202	97.948464579602	95.89034472936872	2.0581198502332825	1.0	0.9942528735632185	0.0057471264367816	0.2906960029898517	0.2609871534820825	0.0297088495077692	-119.36
P77147	Chainsaw	2	proteome_bg		270	76	193	-117	-3	-1	-2	0.4342105263157895	0.3575129533678756	0.0766975729479138	0.7894736842105263	0.005181347150259	0.7842923370602672	0.0526315789473684	0.4715025906735751	-0.4188710117262067	83.78881605047928	89.92357505047259	-6.134758999993309	0.9736842105263158	0.9533678756476685	0.0203163348786474	0.3	0.0933491888218805	0.2066508111781194	-7.21
P77148	Chainsaw	3	proteome_bg		534	238	13	225	-12	4	-16	0.3949579831932773	0.3076923076923077	0.0872656755009695	0.3781512605042016	0.0	0.3781512605042016	0.180672268907563	0.0769230769230769	0.1037491919844861	94.76021040587868	46.63615329448994	48.12405711138873	1.0	0.0	1.0	0.4912741412354415			49.94
P77154	Chainsaw	3	proteome_bg		755	265	485	-220	-9	-19	10	0.3547169811320754	0.4082474226804123	-0.0535304415483369	0.1245283018867924	0.4845360824742268	-0.3600077805874343	0.5056603773584906	0.1505154639175257	0.3551449134409647	95.34249034377764	94.07263926476548	1.2698510790121702	1.0	0.9690721649484536	0.0309278350515463	0.1689901585908606	0.1532473639045951	0.0157427946862655	61.18
P77156	Chainsaw	2	proteome_bg		313	58	243	-185	-2	7	-9	0.5172413793103449	0.5679012345679012	-0.0506598552575563	0.7241379310344828	0.8271604938271605	-0.1030225627926777	0.1724137931034483	0.0	0.1724137931034483	82.36000008418642	89.64658453042615	-7.286584446239729	0.8275862068965517	0.9506172839506172	-0.1230310770540655	0.1624319419237749	0.2677567304369679	-0.105324788513193	-31.8
P77161	Chainsaw	2	proteome_bg		292	159	132	27	-7	2	-9	0.4213836477987421	0.4545454545454545	-0.0331618067467123	0.440251572327044	0.7348484848484849	-0.2945969125214408	0.2578616352201258	0.0151515151515151	0.2427101200686106	98.04603744602804	97.45560588258684	0.5904315634411859	1.0	1.0	0.0	0.1974501780707736	0.3519570707070707	-0.154506892636297	-55.23
P77163	Chainsaw	3	proteome_bg		191	60	122	-62	-6	-11	5	0.3833333333333333	0.3934426229508196	-0.0101092896174863	0.0	0.4508196721311475	-0.4508196721311475	0.5333333333333333	0.1393442622950819	0.3939890710382513	95.35283292134604	95.149016208336	0.2038167130100276	1.0	1.0	0.0	0.3127831715210356	0.1702682563338301	0.1425149151872054	-22.59
P77165	Chainsaw	2	proteome_bg		229	77	93	-16	0	-6	6	0.3506493506493506	0.3655913978494624	-0.0149420472001117	0.1818181818181818	0.5161290322580645	-0.3343108504398827	0.3766233766233766	0.021505376344086	0.3551180002792906	98.22493436739042	94.91064490041424	3.314289466976163	1.0	0.956989247311828	0.043010752688172	0.3924963924963925	0.3894489247311828	0.0030474677652096	60.57
P77169	Chainsaw	2	proteome_bg		243	56	187	-131	-3	-13	10	0.4285714285714285	0.374331550802139	0.0542398777692895	0.9285714285714286	0.2192513368983957	0.7093200916730329	0.0	0.3422459893048128	-0.3422459893048128	85.84589270183018	94.02390362744664	-8.178010925616448	0.9821428571428572	1.0	-0.0178571428571429	0.1875	0.1397815966633785	0.0477184033366215	-3.27
P77170	Chainsaw	2	proteome_bg		196	116	77	39	2	7	-5	0.3620689655172414	0.3766233766233766	-0.0145544111061352	0.5	0.7272727272727273	-0.2272727272727273	0.1896551724137931	0.0	0.1896551724137931	90.85362092379866	88.46974048366795	2.38388044013071	1.0	0.948051948051948	0.0519480519480519	0.2496013553916683	0.2092352092352092	0.0403661461564591	-26.42
P77171	Chainsaw	3	proteome_bg		307	93	214	-121	4	-3	7	0.3978494623655914	0.4018691588785046	-0.0040196965129132	0.7634408602150538	0.4158878504672897	0.347553009747764	0.086021505376344	0.2383177570093458	-0.1522962516330017	90.7509675795032	91.60897180075958	-0.8580042212563654	0.935483870967742	0.9579439252336448	-0.022460054265903	0.2693831352574986	0.3395511992503102	-0.0701680639928116	-54.13
P77172	Chainsaw	3	proteome_bg		747	322	421	-99	16	-8	24	0.5279503105590062	0.4204275534441805	0.1075227571148256	0.782608695652174	0.503562945368171	0.2790457502840029	0.0341614906832298	0.2090261282660332	-0.1748646375828034	88.13798130817295	87.1052019295953	1.0327793785776578	0.9503105590062112	0.9097387173396676	0.0405718416665437	0.2035250463821892	0.1140142517814726	0.0895107946007165	91.48
P77174	Chainsaw	2	proteome_bg		209	129	80	49	-2	3	-5	0.3488372093023256	0.35	-0.0011627906976743	0.5658914728682171	0.6875	-0.1216085271317829	0.1860465116279069	0.0	0.1860465116279069	92.26186051479606	79.09699974060058	13.164860774195477	0.9534883720930232	0.7125	0.2409883720930232	0.2692209937730334	0.2725	-0.0032790062269665	-11.77
P77179	Chainsaw	2	proteome_bg		231	165	66	99	0	2	-2	0.5333333333333333	0.4696969696969697	0.0636363636363636	0.8181818181818182	0.6212121212121212	0.196969696969697	0.0121212121212121	0.0303030303030303	-0.0181818181818181	80.57042416659269	66.92681815407492	13.643606012517765	0.7818181818181819	0.5	0.2818181818181818	0.4535400083787181	0.0909090909090909	0.3626309174696271	5.92
P77182	Chainsaw	2	proteome_bg		668	234	424	-190	-8	-12	4	0.4102564102564102	0.3844339622641509	0.0258224479922593	0.3974358974358974	0.3278301886792453	0.0696057087566521	0.282051282051282	0.2523584905660377	0.0296927914852442	95.50051276704184	97.37120275677376	-1.8706899897319005	0.9957264957264956	0.9952830188679244	0.0004434768585712	0.1997228569010747	0.228554190434401	-0.0288313335333263	46.35
P77183	Chainsaw	2	proteome_bg		318	159	144	15	0	-2	2	0.4088050314465409	0.4097222222222222	-0.0009171907756813	0.2641509433962264	0.5	-0.2358490566037736	0.3710691823899371	0.1388888888888889	0.2321802935010481	94.62754716213394	89.0511810514662	5.576366110667735	1.0	0.9305555555555556	0.0694444444444444	0.2203118603699155	0.2402644869750133	-0.0199526266050977	-52.97
P77187	Chainsaw	3	proteome_bg		515	88	426	-338	-4	-14	10	0.4318181818181818	0.3990610328638497	0.032757148954332	0.4659090909090909	0.3967136150234742	0.0691954758856167	0.25	0.1877934272300469	0.062206572769953	88.90795421600342	94.48431931974744	-5.57636510374401	0.9886363636363636	0.9694835680751174	0.0191527955612462	0.4346166892808684	0.127647187638535	0.3069695016423334	-59.9
P77188	Chainsaw	2	proteome_bg		222	123	79	44	-3	8	-11	0.3902439024390244	0.3164556962025316	0.0737882062364927	0.0	0.0379746835443038	-0.0379746835443038	0.5121951219512195	0.5063291139240507	0.0058660080271688	92.16845551157384	96.34632921822464	-4.177873706650786	0.8943089430894309	1.0	-0.1056910569105691	0.3430380153603907	0.2949510932105869	0.0480869221498038	14.35
P77196	Chainsaw	4	proteome_bg		881	128	717	-589	-6	-40	34	0.328125	0.3138075313807531	0.0143174686192468	0.2421875	0.0404463040446304	0.2017411959553696	0.34375	0.6178521617852162	-0.2741021617852162	81.86640629172325	85.90796365565004	-4.041557363926785	0.8046875	0.8856345885634589	-0.0809470885634588	0.2310855263157894	0.085877369698848	0.1452081566169413	417.18
P77199	Chainsaw	2	proteome_bg		968	644	321	323	-67	-26	-41	0.312111801242236	0.3146417445482866	-0.0025299433060505	0.0527950310559006	0.0996884735202492	-0.0468934424643485	0.4270186335403726	0.7133956386292835	-0.2863770050889108	81.42737578161015	95.22165128523687	-13.794275503626722	0.7670807453416149	1.0	-0.2329192546583851	0.0587040179745201	0.1596779974085408	-0.1009739794340206	476.75
P77202	Chainsaw	2	proteome_bg		248	76	151	-75	0	2	-2	0.3289473684210526	0.390728476821192	-0.0617811084001393	0.3421052631578947	0.4569536423841059	-0.1148483792262112	0.3815789473684211	0.1854304635761589	0.1961484837922621	95.30749993575246	96.08145687280113	-0.7739569370486521	1.0	0.9933774834437086	0.0066225165562914	0.2017543859649123	0.301462472406181	-0.0997080864412687	-41.38
P77206	Chainsaw	2	proteome_bg		273	159	102	57	1	3	-2	0.320754716981132	0.3627450980392157	-0.0419903810580836	0.3647798742138364	0.5980392156862745	-0.233259341472438	0.2641509433962264	0.0980392156862745	0.1661117277099519	91.11251557548093	95.3448039036171	-4.2322883281361925	1.0	1.0	0.0	0.1893283197922961	0.280341446923597	-0.0910131271313008	-41.68
P77212	Chainsaw	3	proteome_bg		441	200	117	83	-2	1	-3	0.385	0.4273504273504273	-0.0423504273504273	0.415	0.376068376068376	0.0389316239316239	0.255	0.2735042735042735	-0.0185042735042735	98.43469974517822	98.68179445185211	-0.2470947066739057	1.0	1.0	0.0	0.3396428571428571	0.2836052836052836	0.0560375735375735	-83.6
